stage,feed,T_K,tau_s,P_bar,Y_CH4,X_COx,Y_Csolid,dy_Y_CH4_dk_meth,dy_Y_CH4_dEa_meth,dy_Y_CH4_dk_carb,dy_Y_CH4_dEa_carb,dy_Y_CH4_dk_crack,dy_Y_CH4_dEa_crack,dy_Y_CH4_dn,dy_X_COx_dk_meth,dy_X_COx_dEa_meth,dy_X_COx_dk_carb,dy_X_COx_dEa_carb,dy_X_COx_dk_crack,dy_X_COx_dEa_crack,dy_X_COx_dn,dy_Y_Csolid_dk_meth,dy_Y_Csolid_dEa_meth,dy_Y_Csolid_dk_carb,dy_Y_Csolid_dEa_carb,dy_Y_Csolid_dk_crack,dy_Y_Csolid_dEa_crack,dy_Y_Csolid_dn,X_CO2,dy_X_CO2_dk1_ref,dy_X_CO2_dEa1,dy_X_CO2_dk2_ref,dy_X_CO2_dEa2,dy_Y_CH4_dk1_ref,dy_Y_CH4_dEa1,dy_Y_CH4_dk2_ref,dy_Y_CH4_dEa2
S3,"H2/CO2=1, CO/CO2=0.01",625.0,10.0,1.01325,0.0018832109297626661,0.0018832109297626243,0.0,0.0018180870381709108,-0.001345596632904288,4.876332615881031e-05,-3.969983390943372e-05,-4.476356836607574e-06,5.301136024154487e-06,0.0,0.0018180870381717673,-0.0013455966329622981,4.876332613534817e-05,-3.969983383145248e-05,-4.476356993410313e-06,5.3011360912069705e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",625.0,10.0,5.0,0.16207625243081802,0.16207625243081603,0.0,0.03216359079105599,-0.023805459576999033,0.00024562343224343586,-0.00019997028936416528,-0.00016593233096093285,0.00019650578446314682,0.05134351918677921,0.03216359079107334,-0.02380545957695046,0.00024562343231004924,-0.0001999702894273092,-0.0001659323310559957,0.0001965057844971474,0.051343519186777264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",650.0,1.0,1.01325,0.0004151909745042374,0.000415190974505375,0.0,0.0004036893290282578,0.0,1.1788784643357872e-05,0.0,-1.278093593837877e-06,0.0,0.0,0.0004036893289482979,0.0,1.1788784587407619e-05,0.0,-1.2780936753387095e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",650.0,1.0,5.0,0.1013305808282774,0.10133058082827762,4.528691005122002e-24,0.04513143584928027,0.0,0.00022196070236200904,0.0,-0.00019195134016609938,0.0,0.07201801565657001,0.045131435849415924,0.0,0.00022196070239288712,0.0,-0.00019195134020599802,0.0,0.07201801565657862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",650.0,3.0,1.01325,0.001239495365802339,0.0012394953658003693,0.0,0.0011991614259100765,0.0,3.5142330951330736e-05,0.0,-3.799107175405563e-06,0.0,0.0,0.0011991614259326822,0.0,3.514233095081032e-05,0.0,-3.799107164970117e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",650.0,3.0,5.0,0.14742601758404297,0.14742601758404095,0.0,0.03693001487263675,0.0,0.0002764769443455717,0.0,-0.00021257441128672006,0.0,0.05894699086615912,0.0369300148725521,0.0,0.0002764769444552062,0.0,-0.00021257441132627175,0.0,0.05894699086613331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",650.0,10.0,1.01325,0.004062363761903795,0.004062363761903942,0.0,0.0038630379326336835,0.0,0.00011459415060080611,0.0,-1.2266538900644955e-05,0.0,0.0,0.0038630379325138575,0.0,0.00011459415052150757,0.0,-1.2266538831906537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",650.0,10.0,5.0,0.18401698495421173,0.1840169849542127,0.0,0.024029083845145127,0.0,0.0003527351937746004,0.0,-0.00021125286531822884,0.0,0.038361867170548236,0.024029083845109045,0.0,0.00035273519382872376,0.0,-0.00021125286525369713,0.0,0.038361867170559893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",675.0,1.0,1.01325,0.000855596542443268,0.0008555965424412726,0.0,0.0008281986707257008,0.0005675554916881911,2.6461284707743034e-05,1.9947092569998193e-05,-3.327241787149564e-06,-3.648371320943153e-06,0.0,0.0008281986707131539,0.000567555491620686,2.6461284702294918e-05,1.9947092572136782e-05,-3.3272415878027317e-06,-3.648371288411667e-06,0.0,0.0,0.0,0.0,1.1321727512805005e-22,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",675.0,1.0,5.0,0.13284319655933494,0.13284319655933463,0.0,0.04082370775546906,0.027977156115624457,0.0003166215259857441,0.00023867634310961725,-0.0002642377016116859,-0.00028974067810619286,0.06515561457241026,0.04082370775531641,0.027977156115682744,0.0003166215258088023,0.00023867634299512552,-0.00026423770157768534,-0.00028974067795006775,0.06515561457238861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",675.0,3.0,1.01325,0.0025411495628038286,0.0025411495628072656,0.0,0.002434736513260837,0.0016685017367043685,7.830323397444577e-05,5.902670758618257e-05,-9.791712594236536e-06,-1.0736762039934965e-05,0.0,0.0024347365131793808,0.0016685017367484847,7.830323398294592e-05,5.902670756618989e-05,-9.79171261850098e-06,-1.0736762118268572e-05,0.0,0.0,-2.264345502561001e-22,0.0,2.264345502561001e-22,0.0,-2.264345502561001e-22,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",675.0,3.0,5.0,0.1713205038917921,0.17132050389179054,0.0,0.028875009392471257,0.0197883522922139,0.00037650450485163245,0.0002838177598482594,-0.0002683206016908246,-0.00029421768623638656,0.04609601880227798,0.02887500939238452,0.01978835229229925,0.00037650450485093856,0.0002838177597386249,-0.00026832060165682403,-0.00029421768620307986,0.04609601880230629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",675.0,10.0,1.01325,0.008185063177766457,0.008185063177772345,0.0,0.007573704988878905,0.005190221685630802,0.0002490554228335058,0.00018774375457326735,-3.056538693344685e-05,-3.351541215204125e-05,0.0,0.007573704988941832,0.005190221685680285,0.0002490554228018471,0.0001877437545677596,-3.056538687984389e-05,-3.35154121067216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",675.0,10.0,5.0,0.19931117693795578,0.1993111769379562,0.0,0.018014624588980066,0.01234557962349059,0.0004964763560683094,0.0003742563548812805,-0.0002661985373665632,-0.0002918909085700139,0.02876081298416544,0.018014624589005046,0.012345579623582183,0.0004964763561599028,0.0003742563549069544,-0.0002661985374047271,-0.00029189090859083056,0.028760812984194306,-9.057382010244004e-22,0.0,0.0,0.0,9.057382010244004e-22,-9.057382010244004e-22,-3.6229528040976014e-22,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",700.0,1.0,1.01325,0.0016730702060771048,0.0016730702060764324,0.0,0.0016086479425065302,0.0021262082087284695,5.610577528523562e-05,8.1575053482015e-05,-8.08832088094861e-06,-1.710827499006094e-05,0.0,0.0016086479425109212,0.002126208208705349,5.6105775375625555e-05,8.157505352601735e-05,-8.08832094079115e-06,-1.710827498002665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",700.0,1.0,5.0,0.15804868788992896,0.15804868788993154,0.0,0.03358480143494588,0.04438818224539176,0.000414837332772533,0.0006031516343332766,-0.0003306095418466326,-0.0006993012273658061,0.05361094920945442,0.03358480143501874,0.04438818224548058,0.00041483733279334967,0.0006031516341903354,-0.0003306095418320609,-0.0006993012273942556,0.05361094920939724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",700.0,3.0,1.01325,0.004922176995188439,0.004922176995189154,0.0,0.004639618165887109,0.006132317889852822,0.00016359370442775058,0.00023785670108867393,-2.33504724537429e-05,-4.9390505232568306e-05,0.0,0.004639618165819259,0.006132317889873118,0.0001635937044164315,0.00023785670097420383,-2.3350472411198808e-05,-4.939050533558919e-05,0.0,0.0,4.528691005122002e-22,0.0,0.0,0.0,4.528691005122002e-22,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",700.0,3.0,5.0,0.18858821973593004,0.1885882197359311,0.0,0.02224517775624643,0.02940108011198136,0.0004915909875655156,0.0007147438435273212,-0.00032586688828509236,-0.000689273093803372,0.035514291816029775,0.02224517775613888,0.02940108011191822,0.0004915909876029856,0.0007147438435328723,-0.0003258668883593385,-0.0006892730939428438,0.03551429181603116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",700.0,10.0,1.01325,0.015372088774424949,0.01537208877442564,0.0,0.013564963447660217,0.01792892379675515,0.0004955891819031447,0.0007205550918725715,-6.845181669159865e-05,-0.00014478801079725184,0.0,0.01356496344766811,0.017928923796745044,0.0004955891819480307,0.0007205550918626402,-6.845181651782273e-05,-0.00014478801082240533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",700.0,10.0,5.0,0.21008978059812702,0.21008978059812577,0.0,0.013647808832644576,0.01803810123043384,0.0006608528196505592,0.0009608274659136938,-0.0003396422612406136,-0.0007184207561017342,0.021789130873614837,0.013647808832764619,0.018038101230369308,0.0006608528197532548,0.0009608274659650419,-0.0003396422612017558,-0.0007184207561322653,0.021789130873571816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",725.0,1.0,1.01325,0.0031156800399613836,0.003115680039962987,0.0,0.0029643508765857664,0.005675108447652914,0.00011256899471531615,0.00023707572406907445,-1.8397681663968185e-05,-5.637804614511913e-05,0.0,0.0029643508766025173,0.005675108447633637,0.00011256899472011916,0.00023707572393283358,-1.83976816114928e-05,-5.637804614821995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",725.0,1.0,5.0,0.1770339725239619,0.17703397252396158,1.811476402048801e-23,0.026695603733382922,0.0511002631766358,0.0004985797332476838,0.0010500175154991298,-0.0003797762340003452,-0.0011638034534071362,0.042617739956071765,0.02669560373335378,0.05110026317654559,0.0004985797332435205,0.001050017515560886,-0.0003797762340357336,-0.0011638034535355057,0.04261773995608009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",725.0,3.0,1.01325,0.009015816116393013,0.009015816116393238,0.0,0.008270419316211896,0.015832789212760334,0.00031868574354252527,0.0006711579718506229,-5.121730952011884e-05,-0.00015695072515748212,0.0,0.008270419316272482,0.015832789212663623,0.000318685743547209,0.0006711579718904348,-5.121730948798309e-05,-0.00015695072508037367,0.0,0.0,0.0,0.0,0.0,-9.057382010244004e-22,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",725.0,3.0,5.0,0.20095927589182996,0.20095927589183205,0.0,0.01711718800010628,0.03276572009341602,0.0005721250421385216,0.0012048663422463413,-0.00036790757449445266,-0.0011274567388933066,0.02732782044844645,0.01711718800015971,0.0327657200933168,0.0005721250421031332,0.001204866342266464,-0.0003679075744195126,-0.0011274567388946943,0.02732782044849169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",725.0,10.0,1.01325,0.026760573605470125,0.026760573605471794,0.0,0.02185386934743152,0.04183329389823688,0.0008784324069935345,0.0018499048437512627,-0.0001339967806073504,-0.00041061974222688855,0.0,0.021853869347446264,0.041833293898255186,0.0008784324070004734,0.0018499048438591625,-0.00013399678071845944,-0.0004106197422526492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",725.0,10.0,5.0,0.217397067002154,0.21739706700215444,0.0,0.010959215534907252,0.021086134925570738,0.0008728400261247271,0.0018382193503051203,-0.0006203279893424174,-0.0019027923210353237,0.018269311421332257,0.01095921553493362,0.021086134925554778,0.0008728400261642788,0.0018382193502808342,-0.0006203279892341707,-0.0019027923210596098,0.01826931142132615,0.0,0.0,0.0,0.0,0.0,9.057382010244004e-22,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",750.0,1.0,1.01325,0.005537092655780104,0.005537092655782505,0.0,0.005181381858179951,0.012786640493484665,0.0002128680189937256,0.0005779302529948169,-3.900740167994861e-05,-0.00015413387983854825,0.0,0.005181381858163081,0.0127866404933924,0.0002128680188812071,0.000577930252984582,-3.90074016726194e-05,-0.00015413387978446824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",750.0,1.0,5.0,0.19089858643386365,0.19089858643386015,0.0,0.020865998261917346,0.05148118160572604,0.00045602928043231294,0.0012380116315761913,-0.00033933976454972314,-0.001340871678415928,0.03331195234662909,0.020865998261940244,0.05148118160561432,0.00045602928051835523,0.0012380116314297807,-0.00033933976452404924,-0.001340871678409683,0.03331195234658968,4.528691005122002e-22,0.0,0.0,0.0,0.0,4.528691005122002e-22,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",750.0,3.0,1.01325,0.015588673384026764,0.015588673384027474,0.0,0.013688022746606663,0.03377591810055933,0.000566956565510807,0.001539190687046936,-0.00010120258388916781,-0.00039989034285787574,0.0,0.013688022746627393,0.03377591810062863,0.0005669565655341824,0.0015391906870304561,-0.00010120258382151359,-0.0003998903427643308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",750.0,3.0,5.0,0.20903745572486934,0.20903745572487276,0.0,0.012509777320132698,0.038006047400982595,0.00027550363086159546,0.0007476002156073247,-0.0001936432858222481,-0.0007650785537285931,0.02558311422614118,0.012509777320110493,0.03800604740093194,0.00027550363083106433,0.0007476002155420991,-0.0001936432858617998,-0.0007650785537299809,0.025583114226159775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",750.0,10.0,1.01325,0.042840689833937594,0.042840689833938295,0.0,0.03111399143301205,0.07676034132344886,0.0012868706299466043,0.0034930243733225295,-0.00021384238893130264,-0.0008449634125303265,0.0,0.03111399143296556,0.07676034132337584,0.0012868706298574395,0.003493024373307785,-0.00021384238894084362,-0.0008449634125939909,0.0,0.0,0.0,0.0,0.0,0.0,3.622952804097602e-21,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",750.0,10.0,5.0,0.21014385637437633,0.22549209363222333,0.015348237257846838,-0.005550026771053429,-0.013556882707562584,2.4338001282375732e-05,1.9443562494086963e-05,-0.007514225359086385,-0.03024162604770911,-0.008745008899962714,0.009764646826404544,0.023955307214221237,-0.0002460601718295985,-0.0006202265788290973,0.003855971659869062,0.015825231669033824,0.015478128204425845,0.015314673597277692,0.03751218992180042,-0.000270398173222346,-0.0006396701413875425,0.011370197018940658,0.04606685771674692,0.024223137104375358,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",775.0,1.0,1.01325,0.009392118863397114,0.00939211886340019,0.0,0.008563762809923143,0.02556721427814557,0.00037260249463821025,0.001223950650761042,-7.572731490408137e-05,-0.0003621544723180284,0.0,0.008563762809946085,0.02556721427813824,0.00037260249474146967,0.001223950650700023,-7.572731494931428e-05,-0.000362154472285936,0.0,0.0,0.0,0.0,0.0,9.057382010244004e-22,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",775.0,1.0,5.0,0.20621419528104284,0.20643240472183555,0.0002182094407902126,0.011711522356393222,0.03485690696876098,7.273695449352968e-05,-7.610075101402436e-05,-0.000187890333962909,-0.0012897576745059258,0.01867591291999593,0.013878271017747634,0.041273350987583446,-3.484612766946338e-05,-0.0004962850790379836,0.00015612898585926072,0.0002704070860226615,0.02208870873906532,0.002166748661405218,0.0064164440189284164,-0.00010758308226748304,-0.00042018432801534523,0.00034401931979209936,0.001560164760651336,0.0034127958190631673,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",775.0,3.0,1.01325,0.02531840729617026,0.02531840729616619,0.0,0.020784645345621987,0.06203880804885806,0.0008636608723115551,0.002836576211299926,-0.0001691667187011213,-0.0008089995198370946,0.0,0.02078464534570057,0.06203880804878936,0.0008636608721968031,0.002836576211373565,-0.00016916671867484023,-0.000808999519960607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",775.0,3.0,5.0,0.20570240482299765,0.21736107932112603,0.011658674498128392,-0.002700863019635541,-0.008129345995592369,0.00047961382885625126,0.0013872293493616406,-0.0073729109740357235,-0.03481632707557844,-0.004273296552382566,0.007269442660098879,0.021752820373141524,-0.0013951304508624807,-0.004374202874701805,0.0037402778341910636,0.01745444507590954,0.011567039254745115,0.009970305679675483,0.029882166368801158,-0.0018747442797171273,-0.005761432224087254,0.011113188808198424,0.05227077215139158,0.015840335807167406,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",775.0,10.0,1.01325,0.062483028820257004,0.0624830288202588,0.0,0.03853601426785577,0.11498961051462885,0.0011584826066786402,0.0038026411174823384,-0.00021405623707223403,-0.0010236208094812488,0.0,0.03853601426775932,0.11498961051456535,0.0011584826066557419,0.003802641117572892,-0.00021405623701065135,-0.0010236208094815957,0.0,0.0,-1.811476402048801e-21,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",775.0,10.0,5.0,0.18516084038646347,0.2356939947285922,0.05053315434212794,-0.006846695247772483,-0.01886367031661562,0.0011017115474271089,0.0036338885648926067,-0.01971977321949467,-0.09409975058424919,-0.010411317764029704,0.009305950942153918,0.02637993707604591,-0.0034335127897022755,-0.011327897553881083,0.01671128601653804,0.0798217241011534,0.014396564085689123,0.0161526461899068,0.045243607392731096,-0.004535224337095904,-0.014961786118840997,0.03643105923603965,0.17392147468527736,0.024807881849703423,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",800.0,1.0,1.01325,0.015164687378768358,0.015164687378764308,0.0,0.013288794454345077,0.046121616877204404,0.0005689149119842037,0.0021728038455708174,-0.0001268938622833119,-0.0007058518367097835,0.0,0.013288794454455188,0.04612161687709837,0.0005689149120330361,0.002172803845593152,-0.00012689386225117616,-0.0007058518367825117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",800.0,1.0,5.0,0.2005494953009379,0.20833630195408714,0.007786806653150883,-0.0010172414056430767,-0.0032572573411174255,0.0005076017926930465,0.0020475787183622807,-0.006147512782102987,-0.034170374826792554,-0.001503369918896269,0.006101945271888565,0.020966053754417624,-0.001965566272452146,-0.007599957540663228,0.0028664130196143223,0.015952912169989175,0.009641620043366883,0.007119186677626249,0.024223311095653226,-0.0024731680651345674,-0.009647536258922921,0.009013925801668998,0.050123286996856364,0.01114498996229815,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",800.0,3.0,1.01325,0.038261620565595594,0.03826162056559912,0.0,0.02845686947903006,0.09872714611506624,0.0008719969588143195,0.0033287612818953464,-0.00018736903840514685,-0.0010421673212714783,0.0,0.028456869478926672,0.09872714611509904,0.000871996958867749,0.0033287612819621337,-0.0001873690383458193,-0.0010421673213717453,0.0,0.0,0.0,0.0,0.0,9.057382010244004e-22,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",800.0,3.0,5.0,0.18656414306932212,0.21917170852906598,0.03260756545974031,-0.0038071280770650417,-0.013025972624696597,0.001645956397364201,0.006172438173261685,-0.017010828160920338,-0.0940033460591766,-0.005983232934914928,0.006178329951772588,0.02129502100438052,-0.005359895925563518,-0.02029681736286648,0.013539871424458894,0.07477548733836048,0.00977722068118747,0.0099854580288751,0.034320993629038954,-0.007005852322928413,-0.026469255536052012,0.03055069958526873,0.1687788333976226,0.015760453616090048,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",800.0,10.0,1.01325,0.10500872778968003,0.10500872778967785,0.0,0.052463699610994646,0.1825641958855425,0.001815274041180523,0.006501518241043905,-5.44941665146792e-05,-0.00030309697638918054,0.0,0.05246369961099673,0.18256419588540684,0.001815274041186421,0.006501518240956128,-5.4494166609742045e-05,-0.00030309697642560973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
S3,"H2/CO2=1, CO/CO2=0.01",800.0,10.0,5.0,0.1548042266908279,0.24335956771976852,0.08855534102894091,-0.005526545027832036,-0.018776289286560888,0.001505112364633826,0.005725594804677214,-0.027381864115908622,-0.15170431327966305,-0.008799300348016348,0.006329457286483042,0.021515958017293002,-0.006600370741671746,-0.025264983579634248,0.024739607216323067,0.1372470772007195,0.010041348025552344,0.011856002314269629,0.040292247303793174,-0.008105483106285102,-0.030990578384260458,0.05212147133220879,0.28895139048050883,0.018840648373562724,,,,,,,,,
