case,config,y_CH4_biogas,h_H2_to_CFR,dTmin_K,CO2_carbon_fixed_fraction,C_total_tpd,Q_H_min_kW,H2_exportable_tpd,H2_fired_tpd,H2_after_heat_tpd,boundary,power_source,aux_power_kW,H2_for_aux_tpd,H2_net_final_tpd,self_sufficient,bottoming_heat_source_650K_kW,bottoming_power_eta0.20_kW,aux_residual_eta0.20_kW,H2_net_final_with_bottoming_eta0.20_tpd,bottoming_power_eta0.25_kW,aux_residual_eta0.25_kW,H2_net_final_with_bottoming_eta0.25_tpd
2b_y0.65 eq recycle h=0.35,2b_y0.65,0.65,0.35,30.0,0.9533185628548845,54.38055927219059,3918.5570986045964,5.866818815716237,3.3205765965154406,2.5462422192007965,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,1907.0968345429703,3.4341479613618913,-0.8879057421610947,False,2488.5916008039194,497.7183201607839,1409.3785143821865,0.008345734719068076,622.1479002009798,1284.9489343419905,0.2324086039391089
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,20.0,0.97955978731325,54.8883392643975,4070.03141494089,5.686531020001953,3.4489355963060997,2.2375954236958537,excl. upgrading (submitted boundary),fuel cell 0.50,773.1285333422987,1.1137505882482095,1.1238448354476442,True,2706.0788761533095,541.215775230662,231.91275811163678,1.9035074168123434,676.5197190383274,96.60881430397137,2.098423062153518
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,20.0,0.97955978731325,54.8883392643975,4070.03141494089,5.686531020001953,3.4489355963060997,2.2375954236958537,excl. upgrading (submitted boundary),H2 engine 0.40,773.1285333422987,1.3921882353102617,0.845407188385592,True,2706.0788761533095,541.215775230662,231.91275811163678,1.8199854150914658,676.5197190383274,96.60881430397137,2.0636299717679343
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,20.0,0.97955978731325,54.8883392643975,4070.03141494089,5.686531020001953,3.4489355963060997,2.2375954236958537,incl. upgrading (base 0.25 kWh/Nm3),fuel cell 0.50,1847.8364097705517,2.661949209753496,-0.42435378605764207,False,2706.0788761533095,541.215775230662,1306.6206345398896,0.3553087953070573,676.5197190383274,1171.3166907322243,0.5502244406482317
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,20.0,0.97955978731325,54.8883392643975,4070.03141494089,5.686531020001953,3.4489355963060997,2.2375954236958537,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,1847.8364097705517,3.3274365121918694,-1.0898410884960157,False,2706.0788761533095,541.215775230662,1306.6206345398896,-0.11526286179014189,676.5197190383274,1171.3166907322243,0.12838169488632634
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,30.0,0.97955978731325,54.8883392643975,4115.039987424257,5.686531020001953,3.487075760828407,2.1994552591735466,excl. upgrading (submitted boundary),fuel cell 0.50,773.1285333422987,1.1137505882482095,1.085704670925337,True,2706.0788761533095,541.215775230662,231.91275811163678,1.8653672522900362,676.5197190383274,96.60881430397137,2.0602828976312106
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,30.0,0.97955978731325,54.8883392643975,4115.039987424257,5.686531020001953,3.487075760828407,2.1994552591735466,excl. upgrading (submitted boundary),H2 engine 0.40,773.1285333422987,1.3921882353102617,0.8072670238632849,True,2706.0788761533095,541.215775230662,231.91275811163678,1.7818452505691587,676.5197190383274,96.60881430397137,2.025489807245627
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,30.0,0.97955978731325,54.8883392643975,4115.039987424257,5.686531020001953,3.487075760828407,2.1994552591735466,incl. upgrading (base 0.25 kWh/Nm3),fuel cell 0.50,1847.8364097705517,2.661949209753496,-0.46249395057994924,False,2706.0788761533095,541.215775230662,1306.6206345398896,0.3171686307847501,676.5197190383274,1171.3166907322243,0.5120842761259246
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.5,30.0,0.97955978731325,54.8883392643975,4115.039987424257,5.686531020001953,3.487075760828407,2.1994552591735466,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,1847.8364097705517,3.3274365121918694,-1.1279812530183229,False,2706.0788761533095,541.215775230662,1306.6206345398896,-0.15340302631244906,676.5197190383274,1171.3166907322243,0.09024153036401916
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,20.0,0.997279616465455,55.23122362992353,4892.210282283848,5.549328332833881,4.145648145428019,1.403680187405862,excl. upgrading (submitted boundary),fuel cell 0.50,1734.4272311713155,2.4985746427437916,-1.0948944553379296,False,3184.783553887781,636.9567107775563,1097.4705203937592,-0.17730975793928927,796.1958884719453,938.2313426993702,0.052086416410370706
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,20.0,0.997279616465455,55.23122362992353,4892.210282283848,5.549328332833881,4.145648145428019,1.403680187405862,excl. upgrading (submitted boundary),H2 engine 0.40,1734.4272311713155,3.1232183034297396,-1.7195381160238776,False,3184.783553887781,636.9567107775563,1097.4705203937592,-0.5725572442755769,796.1958884719453,938.2313426993702,-0.2858120263385022
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,20.0,0.997279616465455,55.23122362992353,4892.210282283848,5.549328332833881,4.145648145428019,1.403680187405862,incl. upgrading (base 0.25 kWh/Nm3),fuel cell 0.50,2809.1351075995685,4.046773264249079,-2.6430930768432166,False,3184.783553887781,636.9567107775563,2172.1783968220125,-1.7255083794445762,796.1958884719453,2012.9392191276233,-1.4961122050949158
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,20.0,0.997279616465455,55.23122362992353,4892.210282283848,5.549328332833881,4.145648145428019,1.403680187405862,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,2809.1351075995685,5.0584665803113475,-3.6547863929054856,False,3184.783553887781,636.9567107775563,2172.1783968220125,-2.5078055211571852,796.1958884719453,2012.9392191276233,-2.2210603032201095
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,30.0,0.997279616465455,55.23122362992353,4936.370733333193,5.549328332833881,4.183069613727725,1.3662587191061561,excl. upgrading (submitted boundary),fuel cell 0.50,1734.4272311713155,2.4985746427437916,-1.1323159236376354,False,3184.783553887781,636.9567107775563,1097.4705203937592,-0.2147312262389951,796.1958884719453,938.2313426993702,0.014664948110664877
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,30.0,0.997279616465455,55.23122362992353,4936.370733333193,5.549328332833881,4.183069613727725,1.3662587191061561,excl. upgrading (submitted boundary),H2 engine 0.40,1734.4272311713155,3.1232183034297396,-1.7569595843235835,False,3184.783553887781,636.9567107775563,1097.4705203937592,-0.6099787125752827,796.1958884719453,938.2313426993702,-0.32323349463820805
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,30.0,0.997279616465455,55.23122362992353,4936.370733333193,5.549328332833881,4.183069613727725,1.3662587191061561,incl. upgrading (base 0.25 kWh/Nm3),fuel cell 0.50,2809.1351075995685,4.046773264249079,-2.6805145451429224,False,3184.783553887781,636.9567107775563,2172.1783968220125,-1.762929847744282,796.1958884719453,2012.9392191276233,-1.5335336733946217
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.75,30.0,0.997279616465455,55.23122362992353,4936.370733333193,5.549328332833881,4.183069613727725,1.3662587191061561,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,2809.1351075995685,5.0584665803113475,-3.6922078612051914,False,3184.783553887781,636.9567107775563,2172.1783968220125,-2.545226989456891,796.1958884719453,2012.9392191276233,-2.2584817715198153
submitted eq recycle h=0.35,submitted,,0.35,20.0,0.9965612299098782,47.35676702556496,4194.720355134433,10.72701659575551,3.5545967277461474,7.172419868009362,excl. upgrading (submitted boundary),fuel cell 0.50,926.1971037876616,1.3342575324672195,5.838162335542142,True,1755.28790723315,351.05758144663,575.1395223410316,6.343887542908236,438.8219768082875,487.3751269793741,6.470318844749759
submitted eq recycle h=0.35,submitted,,0.35,20.0,0.9965612299098782,47.35676702556496,4194.720355134433,10.72701659575551,3.5545967277461474,7.172419868009362,excl. upgrading (submitted boundary),H2 engine 0.40,926.1971037876616,1.6678219155840246,5.504597952425337,True,1755.28790723315,351.05758144663,575.1395223410316,6.136754461632954,438.8219768082875,487.3751269793741,6.2947935889348585
submitted eq recycle h=0.35,submitted,,0.35,20.0,0.9965612299098782,47.35676702556496,4194.720355134433,10.72701659575551,3.5545967277461474,7.172419868009362,incl. upgrading (base 0.25 kWh/Nm3),fuel cell 0.50,2090.4639699182694,3.011472705764614,4.160947162244748,True,1755.28790723315,351.05758144663,1739.4063884716393,4.666672369610842,438.8219768082875,1651.641993109982,4.793103671452364
submitted eq recycle h=0.35,submitted,,0.35,20.0,0.9965612299098782,47.35676702556496,4194.720355134433,10.72701659575551,3.5545967277461474,7.172419868009362,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,2090.4639699182694,3.764340882205767,3.408078985803595,True,1755.28790723315,351.05758144663,1739.4063884716393,4.0402354950112125,438.8219768082875,1651.641993109982,4.198274622313116
submitted eq recycle h=0.35,submitted,,0.35,30.0,0.9965612299098782,47.35676702556496,4232.575882505421,10.72701659575551,3.586675417701084,7.140341178054426,excl. upgrading (submitted boundary),fuel cell 0.50,926.1971037876616,1.3342575324672195,5.806083645587206,True,1755.28790723315,351.05758144663,575.1395223410316,6.3118088529533,438.8219768082875,487.3751269793741,6.438240154794823
submitted eq recycle h=0.35,submitted,,0.35,30.0,0.9965612299098782,47.35676702556496,4232.575882505421,10.72701659575551,3.586675417701084,7.140341178054426,excl. upgrading (submitted boundary),H2 engine 0.40,926.1971037876616,1.6678219155840246,5.472519262470401,True,1755.28790723315,351.05758144663,575.1395223410316,6.104675771678018,438.8219768082875,487.3751269793741,6.262714898979922
submitted eq recycle h=0.35,submitted,,0.35,30.0,0.9965612299098782,47.35676702556496,4232.575882505421,10.72701659575551,3.586675417701084,7.140341178054426,incl. upgrading (base 0.25 kWh/Nm3),fuel cell 0.50,2090.4639699182694,3.011472705764614,4.1288684722898115,True,1755.28790723315,351.05758144663,1739.4063884716393,4.6345936796559055,438.8219768082875,1651.641993109982,4.761024981497428
submitted eq recycle h=0.35,submitted,,0.35,30.0,0.9965612299098782,47.35676702556496,4232.575882505421,10.72701659575551,3.586675417701084,7.140341178054426,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,2090.4639699182694,3.764340882205767,3.376000295848659,True,1755.28790723315,351.05758144663,1739.4063884716393,4.008156805056276,438.8219768082875,1651.641993109982,4.16619593235818
