T_K,tau_s,P_bar,Y_CH4,X_COx,Y_Csolid,dy_Y_CH4_dk_meth,dy_Y_CH4_dEa_meth,dy_Y_CH4_dk_carb,dy_Y_CH4_dEa_carb,dy_Y_CH4_dk_crack,dy_Y_CH4_dEa_crack,dy_Y_CH4_dn,dy_X_COx_dk_meth,dy_X_COx_dEa_meth,dy_X_COx_dk_carb,dy_X_COx_dEa_carb,dy_X_COx_dk_crack,dy_X_COx_dEa_crack,dy_X_COx_dn,dy_Y_Csolid_dk_meth,dy_Y_Csolid_dEa_meth,dy_Y_Csolid_dk_carb,dy_Y_Csolid_dEa_carb,dy_Y_Csolid_dk_crack,dy_Y_Csolid_dEa_crack,dy_Y_Csolid_dn,wall_s
750.0,10.0,5.0,0.4869992247131021,0.6453464495205975,0.15834722480749483,0.0021367333439312186,0.005552948361096932,-0.0535483678382645,-0.14667302570654656,0.019204229903334313,0.07635602571505196,0.0034357053546957284,-0.016631701983291225,-0.03623559499882356,0.18455513530735712,0.5036465659877393,-0.023563461203118807,-0.09088989501696842,-0.02322617141934824,-0.01876843532716277,-0.04178854335985041,0.23810350314565631,0.650319591694324,-0.04276769110643855,-0.16724592073219247,-0.026661876774037307,2.610867977142334
775.0,1.0,1.01325,0.04464409844375327,0.04464409844375361,3.056429595211817e-21,0.007943680598561376,0.02371824321071494,0.05761380097514864,0.189838306394431,-0.022220266594628196,-0.10701997725324347,0.0,0.00794368059862105,0.02371824321060756,0.05761380097510371,0.1898383063944159,-0.02222026659466636,-0.10701997725324208,0.0,-7.641073988029541e-20,0.0,0.0,7.641073988029543e-20,0.0,-7.641073988029541e-20,0.0,2.5142390727996826
775.0,1.0,5.0,0.42422774254275686,0.42847000171945626,0.0042422591767001284,0.012656856893213109,0.03156664825589989,0.06320647700282234,0.20407166271027288,0.004012626437460698,0.026926675746324902,0.016974836527492987,0.0232402706829421,0.06048017412891015,0.10952936635987842,0.35660052652117524,-0.02465333263729219,-0.11076126773392758,0.032559282862516525,0.010583413789673413,0.028913525873076613,0.04632288935698527,0.15252886381065156,-0.028665959074758333,-0.1376879434802554,0.015584446335027919,2.585859775543213
775.0,3.0,1.01325,0.12715385742594898,0.12715385742594765,0.0,0.021925419018439807,0.06546223994993994,0.1663056665705969,0.5492346193554352,-0.06916576234766783,-0.3345867517910498,0.0,0.021925419018359316,0.06546223994992884,0.16630566657061807,0.5492346193554626,-0.06916576234763383,-0.3345867517909717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5293991565704346
775.0,3.0,5.0,0.45470071480837776,0.5557701359008818,0.10106942109249692,-0.009483995818636293,-0.029423099458092405,-0.03372355486187806,-0.11363571168311187,0.030010430865846927,0.15041819242930798,-0.01607059906227226,-0.008161719639504517,-0.022419007348256637,0.16807346211523688,0.5522487527247044,-0.0194793403597876,-0.1215771793288467,-0.011598064950744114,0.0013222761792362064,0.00700409210982883,0.2017970169770313,0.6658844644077181,-0.04948977122566714,-0.2719953717580933,0.004472534111541332,2.5937368869781494
775.0,10.0,1.01325,0.31121699621964294,0.33705892343506827,0.025841927215422465,0.00283406272129777,0.006934274229271341,0.05404613680983217,0.18366006173334282,0.006108200271638664,0.02867255130657581,0.0,0.03668054139136234,0.11348461029825342,0.24863734388113623,0.8121237298216233,-0.05107457041161334,-0.24732544481625152,0.0,0.033846478670197105,0.10655033606895672,0.19459120707114871,0.6284636680882019,-0.05718277068332061,-0.27599799612304954,0.0,2.5764522552490234
775.0,10.0,5.0,0.4314842532060015,0.7266115998791368,0.2951273466731338,0.01096485204495623,0.03294423408142788,-0.041274367180260674,-0.13443143664178397,0.017294565943298812,0.08282084527895946,0.01745895230879757,-0.010744309829097132,-0.028833466577057876,0.14418817297587594,0.4630257657943115,-0.018461318876852872,-0.07380943495413073,-0.01672393930995386,-0.021709161874043648,-0.06177770065843718,0.18546254015603253,0.5974572024359581,-0.0357558848200365,-0.15663028023315956,-0.034182891618761424,2.54648494720459
800.0,1.0,1.01325,0.07668764544504005,0.07670148198424931,1.383653920667168e-05,0.012948192606142966,0.04857841971282092,0.010663351781374161,0.19790443909030592,0.05220473957821478,0.02372638018791652,0.0,0.013900311116563091,0.0485969435383371,0.010700150704348599,0.1979535964409418,0.052784259849869564,0.024668758729454177,0.0,0.0009521185103638593,1.85238255311074e-05,3.6798922896446476e-05,4.915735069130958e-05,0.0005795202716388998,0.0009423785415414816,0.0,2.5476016998291016
800.0,1.0,5.0,0.40626077443906655,0.48099087176043265,0.07473009732136485,-0.015746760984414188,-0.0545425289911583,-0.018668247208711297,-0.07019067821112807,0.03645850686680857,0.1994135589331425,-0.025143933892873283,-0.0016986818541286919,-0.011888155865072414,0.1421618586997131,0.533472880254246,-0.0215189736982202,-0.12134981753611218,-0.006367804546838496,0.014048079130316374,0.04265437312622605,0.16083010590843272,0.603663558465493,-0.057977480565054446,-0.32076337646903164,0.018776129346043252,2.648077964782715
800.0,3.0,1.01325,0.20223648161304061,0.21836056507641766,0.0161240834633771,0.010634613374570223,0.043329232978593646,0.045909871666283825,0.21286630419783403,0.03909137907256721,0.11076620411496137,0.0,0.027770821997799566,0.10854171922566325,0.13967106660006667,0.6263067115521354,0.021201532659584355,-0.10561895664437937,0.0,0.01713620862330255,0.06521248624705295,0.09376119493380089,0.4134404073541931,-0.01788984641295172,-0.21638516075952602,0.0,2.533205032348633
