parameter_set,n_T,temperatures,n_points,logdet_F,cond_number,rel_se_k_meth,rel_se_Ea_meth,rel_se_n,rel_se_k_carb,rel_se_Ea_carb,rel_se_k_crack,rel_se_Ea_crack
"P3 (k_meth, Ea_meth, n)",2,600/725,12,11.283711155117281,192.4833525624594,0.6985017161019089,0.06980357161376173,0.43787426118221046,,,,
"P3 (k_meth, Ea_meth, n)",2,600/750,12,11.253758319774176,113.31145997298063,0.5155211563473154,0.0947570069733744,0.36406832295991975,,,,
"P3 (k_meth, Ea_meth, n)",2,600/775,12,11.19976406773684,139.3337385569732,0.5210780629666435,0.1263316169493,0.4161978280612598,,,,
"P3 (k_meth, Ea_meth, n)",2,625/750,12,11.132997445855477,118.86715699485919,0.5425218809502442,0.11632280242241796,0.36416073587929404,,,,
"P3 (k_meth, Ea_meth, n)",2,600/800,12,11.129611572038849,423.4549151451907,0.740212675821718,0.188354328079531,0.6313378323825544,,,,
"P3 (k_meth, Ea_meth, n)",2,625/775,12,11.121164516173241,147.09687064469026,0.5875155116283275,0.15358689359228175,0.4204634514060867,,,,
"P3 (k_meth, Ea_meth, n)",2,625/725,12,11.097246398862513,220.85286235853079,0.698457203674302,0.08590966601070654,0.43701839965098127,,,,
"P3 (k_meth, Ea_meth, n)",2,625/800,12,11.091869725918068,423.7979373357958,0.8719418306306213,0.22571078928230268,0.6422397944013345,,,,
"P3 (k_meth, Ea_meth, n)",2,650/800,12,10.796887900176488,522.7925081531238,1.0408708943342522,0.2733932623540923,0.647250378338464,,,,
"P3 (k_meth, Ea_meth, n)",2,650/775,12,10.74776673690359,189.90770070898816,0.6895783175375247,0.1933763393690445,0.42451694049104244,,,,
"P3 (k_meth, Ea_meth, n)",2,650/750,12,10.694386430623153,144.59020926991272,0.5914963840639501,0.1511206334178145,0.3630733698439791,,,,
"P3 (k_meth, Ea_meth, n)",2,650/725,12,10.557239140689724,256.8184990543483,0.6999927101076361,0.11702174910604049,0.43370642523409775,,,,
"P3 (k_meth, Ea_meth, n)",2,675/800,12,10.351691733622557,831.7678560304529,1.220462435661528,0.3249675548510847,0.6237949344580467,,,,
"P3 (k_meth, Ea_meth, n)",2,600/700,12,10.209101356357335,865.9838294401369,1.343524268009184,0.07105463019708902,0.8444903389649457,,,,
"P3 (k_meth, Ea_meth, n)",2,675/775,12,10.127280089915136,305.00665559880383,0.8438342623642849,0.2521942418977184,0.423154274230423,,,,
"P3 (k_meth, Ea_meth, n)",2,675/750,12,9.956450688515442,205.38512873148207,0.6848619358059109,0.21079219840422214,0.3571839841789757,,,,
"P3 (k_meth, Ea_meth, n)",2,700/800,12,9.927044357283165,1028.5295135615556,1.3177415997211517,0.3567301490028874,0.5350451570767591,,,,
"P3 (k_meth, Ea_meth, n)",2,625/700,12,9.895617918870881,1028.3342370161874,1.3380217167268278,0.09125582761714487,0.8397427087450096,,,,
"P3 (k_meth, Ea_meth, n)",2,625/825,12,9.76720323472672,2132.4902423080252,1.8136165814004543,0.4591015389820124,1.346569812181847,,,,
"P3 (k_meth, Ea_meth, n)",2,725/825,12,9.711042827999263,837.4420190956561,1.2002215161397214,0.3158691505853626,0.37780333432330304,,,,
"P3 (k_meth, Ea_meth, n)",2,600/825,12,9.687051353419431,2278.683240235608,1.6031149452920268,0.4049175464012284,1.3908374047633012,,,,
"P3 (k_meth, Ea_meth, n)",2,650/825,12,9.67892293010931,2141.8268861897286,1.9778945635586158,0.5018405620539083,1.2384202756333262,,,,
"P3 (k_meth, Ea_meth, n)",2,700/825,12,9.649711281301963,1801.4463468919307,1.665452273805977,0.4278769663684652,0.6965974323193072,,,,
"P3 (k_meth, Ea_meth, n)",2,675/725,12,9.641911969852632,287.83084981624745,0.709277234348327,0.18277635393934868,0.42179097284349193,,,,
"P3 (k_meth, Ea_meth, n)",2,675/825,12,9.606715654358506,2309.6056550411467,1.941101460135079,0.4943879271910682,1.0057123712590719,,,,
"P3 (k_meth, Ea_meth, n)",2,725/800,12,9.604432820392427,700.377629834963,1.1592057499794595,0.32366995919853847,0.34350632216923815,,,,
"P3 (k_meth, Ea_meth, n)",2,725/850,12,9.550909550691676,715.2022172951042,1.1840175769445747,0.28663214347402605,0.4059012981107168,,,,
"P3 (k_meth, Ea_meth, n)",2,700/775,12,9.331249997497258,497.20324246888595,1.0665759721156973,0.33878979505131535,0.4016616799048663,,,,
"P3 (k_meth, Ea_meth, n)",2,700/850,12,9.183418427584927,2114.278317418757,1.9131660919768607,0.44689656700038816,0.8380531106938798,,,,
"P3 (k_meth, Ea_meth, n)",2,650/700,12,9.146017291789377,1122.527981168906,1.3112291992960179,0.1396763799646313,0.8187237969253122,,,,
"P3 (k_meth, Ea_meth, n)",2,700/750,12,8.905405718375832,347.8444955004288,0.8939367273660322,0.3301862780554776,0.3376038992212009,,,,
"P3 (k_meth, Ea_meth, n)",2,600/675,12,8.690885938367137,3666.9748092032323,2.543043330341165,0.08601317268615621,1.5949688076597432,,,,
"P3 (k_meth, Ea_meth, n)",2,750/825,12,8.668370454056813,720.9111622003991,1.1818692768224008,0.3188353740106961,0.35285334987064204,,,,
"P3 (k_meth, Ea_meth, n)",2,750/850,12,8.663620913641655,518.0662898708296,1.0788839255424807,0.27181172216208155,0.3675111174184144,,,,
"P3 (k_meth, Ea_meth, n)",2,675/850,12,8.584480523204673,4644.798403422031,2.942272672402184,0.6792477562102324,1.5550819625701162,,,,
"P3 (k_meth, Ea_meth, n)",2,750/800,12,8.514144241736446,681.5450169493972,1.2277462778035693,0.35160407906765806,0.3261287719018589,,,,
"P3 (k_meth, Ea_meth, n)",2,725/775,12,8.38825962121649,591.8669782510954,1.297659853527416,0.4421924200481612,0.3031757418380305,,,,
"P3 (k_meth, Ea_meth, n)",2,625/675,12,8.170228349852904,4003.950876297453,2.4937471453994964,0.12292293599847784,1.5636579720603634,,,,
"P3 (k_meth, Ea_meth, n)",2,700/725,12,8.169642252622175,382.1909303161687,0.8397531332642977,0.37903396801716194,0.3888182179251091,,,,
"P3 (k_meth, Ea_meth, n)",2,650/850,12,7.769496762842442,9906.4407284566,4.667253786169014,1.0732249287519928,2.925132909748763,,,,
"P3 (k_meth, Ea_meth, n)",2,675/700,12,7.7595562544595955,1063.6435887091393,1.2385698191056866,0.2962949859217393,0.7478115811465884,,,,
"P3 (k_meth, Ea_meth, n)",2,775/850,12,7.66504789658578,764.496753476537,1.2724960589717333,0.324690441624224,0.42744798069594997,,,,
"P3 (k_meth, Ea_meth, n)",2,775/825,12,7.44902810594366,1312.794028757563,1.5566636443594435,0.42060838865655303,0.41733798991640353,,,,
"P3 (k_meth, Ea_meth, n)",2,775/800,12,7.345780211369354,1418.703982093843,1.7193428905471737,0.48928051145586426,0.3801033129569048,,,,
"P3 (k_meth, Ea_meth, n)",2,725/750,12,7.278151370131972,837.4341109845753,1.544555723020413,0.6564570305520366,0.2688739325142506,,,,
"P3 (k_meth, Ea_meth, n)",2,625/850,12,7.002289116396356,24152.626877645656,6.554048406375368,1.50528744917531,4.804328349511298,,,,
"P3 (k_meth, Ea_meth, n)",2,650/675,12,6.9603637412097745,3665.302249841801,2.2987503903959134,0.2501644739880797,1.4392706370375552,,,,
"P3 (k_meth, Ea_meth, n)",2,750/775,12,6.762012318938563,1109.147045921621,2.032462485336664,0.7057154605519759,0.2979156227925585,,,,
"P3 (k_meth, Ea_meth, n)",2,600/650,12,6.659280312067116,17370.49572123301,5.129544943530336,0.12153353443148164,3.215044625445792,,,,
"P3 (k_meth, Ea_meth, n)",2,600/850,12,6.5210448700422425,38854.3031750732,7.06362357688217,1.6215609164616125,5.991248703380527,,,,
"P3 (k_meth, Ea_meth, n)",2,800/850,12,6.506912055591303,1983.8710382635736,1.7299718310182495,0.4331399731870952,0.6246689118203979,,,,
"P3 (k_meth, Ea_meth, n)",2,800/825,12,6.163138423026641,3772.3137822677927,2.2769765005729234,0.5957944025057956,0.5972337228910441,,,,
"P3 (k_meth, Ea_meth, n)",2,625/650,12,5.67578706409747,15924.218806873589,4.753957473835852,0.23056258454105724,2.9795082513306554,,,,
"P3 (k_meth, Ea_meth, n)",2,600/625,12,3.8255432260679916,82599.63204755934,10.525247039192832,0.23797847885906298,6.594372258520979,,,,
"P3 (k_meth, Ea_meth, n)",2,825/850,12,3.584250909284268,5761.151347633818,2.872245387738693,0.6997403827766804,1.4472290118632214,,,,
"P3 (k_meth, Ea_meth, n)",3,600/700/825,18,13.943947192536033,93.63185731153281,0.34222538656801005,0.06979513833843294,0.22593373257973134,,,,
"P3 (k_meth, Ea_meth, n)",3,600/700/800,18,13.89066983537619,80.25702115632687,0.33477046356230516,0.06823984986029843,0.2203379807010134,,,,
"P3 (k_meth, Ea_meth, n)",3,600/725/825,18,13.858893577488516,81.4176258994197,0.31459298230181976,0.06583442378888946,0.21604013897103472,,,,
"P3 (k_meth, Ea_meth, n)",3,600/725/800,18,13.808406062504663,69.82524799092816,0.30875087971877696,0.0646507968691375,0.21075201393680534,,,,
"P3 (k_meth, Ea_meth, n)",3,625/725/825,18,13.70700583208211,90.17129446810225,0.35451731285501453,0.07944298170065266,0.22786937927719675,,,,
"P3 (k_meth, Ea_meth, n)",3,600/675/825,18,13.69130312223767,111.64384192555067,0.3919902620703131,0.08434387468983819,0.26348925412552926,,,,
"P3 (k_meth, Ea_meth, n)",3,600/675/800,18,13.665091726434618,89.9968397134799,0.37575372988560574,0.08119946040688954,0.25152642280336246,,,,
"P3 (k_meth, Ea_meth, n)",3,625/725/800,18,13.657531749298364,75.7433563702919,0.3432509538302026,0.07784492358932188,0.2200982237432362,,,,
"P3 (k_meth, Ea_meth, n)",3,625/700/825,18,13.640217407636342,121.16192871024664,0.40211127481264464,0.08870547204561116,0.2516809016968246,,,,
"P3 (k_meth, Ea_meth, n)",3,625/700/800,18,13.601243143717092,104.33065441730106,0.3854128732735108,0.08602416910122533,0.240988041821498,,,,
"P3 (k_meth, Ea_meth, n)",3,600/700/850,18,13.556058960002655,107.55166374873409,0.3917497679354474,0.07015218839237083,0.2560539061277882,,,,
"P3 (k_meth, Ea_meth, n)",3,600/725/850,18,13.513886967086417,89.95277876072831,0.3525639699993669,0.06566975780579432,0.23811567647575166,,,,
"P3 (k_meth, Ea_meth, n)",3,625/725/850,18,13.366513471435027,96.04621324402078,0.3931452753456787,0.07908958245660949,0.2512123696180657,,,,
"P3 (k_meth, Ea_meth, n)",3,600/675/850,18,13.282841428106458,129.26215435126016,0.44955173783054053,0.08530447755261221,0.298902791812043,,,,
"P3 (k_meth, Ea_meth, n)",3,625/700/850,18,13.248974058382657,140.46986255549538,0.45645629444567576,0.08932671217017119,0.2853226521964611,,,,
"P3 (k_meth, Ea_meth, n)",3,650/725/825,18,13.23339859183801,140.41060849541043,0.43249961808108484,0.10398861395393454,0.24695812092940606,,,,
"P3 (k_meth, Ea_meth, n)",3,600/700/775,18,13.231020250259494,75.27805297431928,0.38067875330001294,0.06622529618774384,0.24639856626637027,,,,
"P3 (k_meth, Ea_meth, n)",3,600/725/775,18,13.207076922500807,55.90080357926487,0.3450686628437717,0.06344854740284907,0.22803834435674086,,,,
"P3 (k_meth, Ea_meth, n)",3,625/675/800,18,13.189764361363768,154.0078350025368,0.46877819482804706,0.11113890138989647,0.2990840397119778,,,,
"P3 (k_meth, Ea_meth, n)",3,650/725/800,18,13.183710946288397,119.53429905943837,0.41212818868189505,0.1018720145319395,0.23513980508605667,,,,
"P3 (k_meth, Ea_meth, n)",3,625/675/825,18,13.167568170778285,183.5449150168392,0.50842371296233,0.11836175163341271,0.3251670995341223,,,,
"P3 (k_meth, Ea_meth, n)",3,600/650/800,18,13.161627764278629,164.91133596306793,0.4596028663289335,0.10745733707256806,0.3271296028370809,,,,
"P3 (k_meth, Ea_meth, n)",3,600/750/800,18,13.101044379078639,102.762772314156,0.36093150292114823,0.0851750039638423,0.2781582346881417,,,,
"P3 (k_meth, Ea_meth, n)",3,600/650/825,18,13.089506575492297,213.29330875018175,0.5068003957089448,0.1173207592641837,0.36289150084161953,,,,
"P3 (k_meth, Ea_meth, n)",3,600/750/825,18,13.05922303705307,131.67390703719266,0.38405855637984454,0.09008757951945713,0.2994780937199205,,,,
"P3 (k_meth, Ea_meth, n)",3,625/725/775,18,13.049905646701218,66.24299401296601,0.3641626939480325,0.07643125483349861,0.2315793853133483,,,,
"P3 (k_meth, Ea_meth, n)",3,600/675/775,18,13.022868543630327,98.37580393909383,0.40793010928745316,0.07712018319734006,0.2670039663865042,,,,
"P3 (k_meth, Ea_meth, n)",3,625/750/800,18,13.013203786134948,105.85140059110194,0.4115742773812238,0.1024789705811415,0.2857951517779146,,,,
"P3 (k_meth, Ea_meth, n)",3,625/750/825,18,12.977092353148745,140.973782110159,0.44302076668811474,0.10837369269849766,0.30952652504598693,,,,
"P3 (k_meth, Ea_meth, n)",3,625/700/775,18,12.955691976393517,104.14992805801432,0.40891805620531246,0.08276339404871753,0.2560825897342507,,,,
"P3 (k_meth, Ea_meth, n)",3,650/700/825,18,12.91018582933486,247.80428845000995,0.547881822509652,0.13119826139842466,0.30778528809089717,,,,
"P3 (k_meth, Ea_meth, n)",3,650/725/850,18,12.903836937427634,151.5794241799307,0.472343103787868,0.10299393605092834,0.2722965361585036,,,,
"P3 (k_meth, Ea_meth, n)",3,650/700/800,18,12.90380376079385,204.05681739128042,0.5075952820353723,0.12515189639406293,0.2846842216959012,,,,
"P3 (k_meth, Ea_meth, n)",3,600/725/750,18,12.867951713501306,66.09523238317314,0.39883408165291057,0.06137682991102904,0.2568044576609911,,,,
"P3 (k_meth, Ea_meth, n)",3,600/700/750,18,12.791954274042176,111.79029652888974,0.4557819682636966,0.06369824918070151,0.2910003009817756,,,,
"P3 (k_meth, Ea_meth, n)",3,600/750/850,18,12.748265081058541,138.23993603654864,0.419364237325933,0.0902332791678541,0.3207628986596,,,,
"P3 (k_meth, Ea_meth, n)",3,625/675/850,18,12.741946529285954,229.11646229887688,0.5812365866806588,0.12076184243410161,0.37060170217177496,,,,
"P3 (k_meth, Ea_meth, n)",3,600/775/800,18,12.734303749757732,159.84643465853154,0.42063612485780594,0.10585508900225693,0.3433931495185307,,,,
"P3 (k_meth, Ea_meth, n)",3,600/750/775,18,12.72012998232254,65.48815561844339,0.3564665212962074,0.07924537026196056,0.26202535621873124,,,,
"P3 (k_meth, Ea_meth, n)",3,625/725/750,18,12.703271561077766,86.24485325778451,0.40780784242362567,0.07381090966488861,0.25727871095943594,,,,
"P3 (k_meth, Ea_meth, n)",3,625/775/800,18,12.67727094746647,167.7400091298255,0.4871972556801847,0.1268184331850787,0.3497256942699784,,,,
"P3 (k_meth, Ea_meth, n)",3,625/750/850,18,12.6767198907744,141.41050270235405,0.4788817318033233,0.10802006766884747,0.3316363483824082,,,,
"P3 (k_meth, Ea_meth, n)",3,600/650/850,18,12.644651378331798,268.7996357058576,0.5845850425169594,0.1206905422137301,0.412243213143753,,,,
"P3 (k_meth, Ea_meth, n)",3,650/750/800,18,12.6351863871037,149.67526435457557,0.49175924432685897,0.12876600027169427,0.29515746331345716,,,,
"P3 (k_meth, Ea_meth, n)",3,600/650/775,18,12.631254123290937,143.21934041702673,0.44905874138213825,0.09611930888264311,0.308419292491738,,,,
"P3 (k_meth, Ea_meth, n)",3,625/750/775,18,12.615940863619592,63.112076314821905,0.38897626921643524,0.09568620854520388,0.26452575149282953,,,,
"P3 (k_meth, Ea_meth, n)",3,650/750/825,18,12.612808600526286,193.35456879861076,0.5327940790521486,0.13531784994427573,0.3214088287774899,,,,
"P3 (k_meth, Ea_meth, n)",3,625/675/775,18,12.600077775354293,143.06897119628238,0.45835897650624113,0.10269525912088681,0.2906954882297206,,,,
"P3 (k_meth, Ea_meth, n)",3,600/675/750,18,12.594158763268908,139.21745537137843,0.4810152974876677,0.0723424815628815,0.3084353618061979,,,,
"P3 (k_meth, Ea_meth, n)",3,600/775/825,18,12.571446928396242,227.3406545930368,0.4729310618223077,0.11806396790612157,0.3912022230218328,,,,
"P3 (k_meth, Ea_meth, n)",3,650/725/775,18,12.558830088498638,98.30678689851833,0.4068924751871224,0.10088177743705515,0.2371577325091766,,,,
"P3 (k_meth, Ea_meth, n)",3,625/775/825,18,12.53073217891152,243.93748447405287,0.5507892309111655,0.1407412917734791,0.3982025342190669,,,,
"P3 (k_meth, Ea_meth, n)",3,625/700/750,18,12.52940651517441,141.61749539913578,0.46899221221402737,0.07883506969396785,0.2940805630555974,,,,
"P3 (k_meth, Ea_meth, n)",3,650/700/850,18,12.513030834600496,291.19981446874925,0.6160887680849526,0.13255181575261402,0.350389734175239,,,,
"P3 (k_meth, Ea_meth, n)",3,675/725/825,18,12.474467973479587,272.4587783641748,0.5764037452630949,0.1465837782287853,0.2772845945196326,,,,
"P3 (k_meth, Ea_meth, n)",3,675/725/800,18,12.4178153818606,228.28430024482682,0.5430187409474395,0.14421223893365617,0.25924059342094374,,,,
"P3 (k_meth, Ea_meth, n)",3,625/650/800,18,12.412213926207741,340.30296010554974,0.6643246674452881,0.16795466590645075,0.4514013406888056,,,,
"P3 (k_meth, Ea_meth, n)",3,600/625/800,18,12.360659770222018,393.970110401755,0.6255965915100591,0.15615862381288487,0.49058414071196804,,,,
"P3 (k_meth, Ea_meth, n)",3,600/700/725,18,12.357898808707759,253.5848815485037,0.620808994984847,0.059477066108567296,0.38848595595408875,,,,
"P3 (k_meth, Ea_meth, n)",3,650/775/800,18,12.339721558557095,223.08614474140253,0.5837016327007639,0.15653770426285246,0.3563051214506104,,,,
"P3 (k_meth, Ea_meth, n)",3,650/750/850,18,12.33449155071765,191.00255324575528,0.5669195173653377,0.13343388995814826,0.34359709198165467,,,,
"P3 (k_meth, Ea_meth, n)",3,600/650/750,18,12.315224472528309,172.5035334172788,0.5002561975618915,0.084673224305195,0.3287069444470765,,,,
"P3 (k_meth, Ea_meth, n)",3,600/775/850,18,12.29655842777287,232.71626163825948,0.5075024378932091,0.11885203353979602,0.4134700580059243,,,,
"P3 (k_meth, Ea_meth, n)",3,650/700/775,18,12.282987855677304,164.57698495249974,0.4819232777973997,0.11896590642284981,0.2762580856660768,,,,
"P3 (k_meth, Ea_meth, n)",3,625/775/850,18,12.274797723532028,239.3524314421968,0.5844988178812293,0.14040869648953846,0.4195028413711022,,,,
"P3 (k_meth, Ea_meth, n)",3,650/775/825,18,12.222265784367938,314.3516502691456,0.6573872770812682,0.17132964234422113,0.4039776657436568,,,,
"P3 (k_meth, Ea_meth, n)",3,625/675/750,18,12.220731465936762,176.00193621992264,0.5029871540340306,0.09374988795783049,0.31702467381516763,,,,
"P3 (k_meth, Ea_meth, n)",3,650/750/775,18,12.202051025167428,96.43149323187431,0.4463674895343533,0.12232926412572025,0.2676113408256009,,,,
"P3 (k_meth, Ea_meth, n)",3,650/725/750,18,12.1960325500714,113.27576764275932,0.4301643998321764,0.09815147945012964,0.2576174097995514,,,,
"P3 (k_meth, Ea_meth, n)",3,650/675/800,18,12.18862466731419,417.209516104903,0.7280340808133209,0.1876742813399707,0.42070510329458355,,,,
"P3 (k_meth, Ea_meth, n)",3,675/725/850,18,12.174348057751354,285.6987857248968,0.6149801831398717,0.14319309125117394,0.3046171755954395,,,,
"P3 (k_meth, Ea_meth, n)",3,600/625/775,18,12.137276221085386,220.45461167197143,0.504193773730246,0.1197613644036763,0.37745945401246644,,,,
"P3 (k_meth, Ea_meth, n)",3,600/675/725,18,12.13563627151968,312.39186154396185,0.6734885841377404,0.064778945261757,0.4214571481540665,,,,
"P3 (k_meth, Ea_meth, n)",3,625/650/825,18,12.105096665740298,541.7722421917728,0.8359801647736361,0.20637401800478342,0.569954744336699,,,,
"P3 (k_meth, Ea_meth, n)",3,625/700/725,18,12.101700223110708,295.0877009097101,0.6216709691002762,0.07261848961510264,0.38797560520773805,,,,
"P3 (k_meth, Ea_meth, n)",3,600/800/825,18,12.082402208368798,616.0733588755216,0.6731613889678464,0.17065546570086984,0.5750078301984362,,,,
"P3 (k_meth, Ea_meth, n)",3,625/650/775,18,12.07138959603044,222.73101589642258,0.5414602692833491,0.13650592242132137,0.36207811923466066,,,,
"P3 (k_meth, Ea_meth, n)",3,625/800/825,18,12.066431728329766,687.2270418269133,0.7903490521798944,0.20216884011638478,0.581551533294591,,,,
"P3 (k_meth, Ea_meth, n)",3,600/625/750,18,12.047103471675323,209.40655729649052,0.514026368852963,0.09419985664377058,0.3532493470523865,,,,
"P3 (k_meth, Ea_meth, n)",3,675/750/825,18,12.032035285635363,323.34865236561546,0.6600677958675845,0.1728476030088167,0.3312240516192048,,,,
"P3 (k_meth, Ea_meth, n)",3,675/750/800,18,12.020883457196284,258.31361744507893,0.6128777689470453,0.1674214931561648,0.303891108871535,,,,
"P3 (k_meth, Ea_meth, n)",3,650/775/850,18,12.000341442165993,296.7862945419472,0.6847406639038283,0.1680818508563656,0.4222036404209904,,,,
"P3 (k_meth, Ea_meth, n)",3,600/650/725,18,11.99944207235281,345.87326657014455,0.6911834806088046,0.06926604824369247,0.43325188180515933,,,,
"P3 (k_meth, Ea_meth, n)",3,650/675/825,18,11.994676330276308,616.0765422889365,0.874894543810406,0.21782267948693895,0.5076053785352502,,,,
"P3 (k_meth, Ea_meth, n)",3,600/625/725,18,11.960013094549307,371.30265047174015,0.6953826229520463,0.06866786461259056,0.4367932033250739,,,,
"P3 (k_meth, Ea_meth, n)",3,625/650/750,18,11.890186265406001,213.36798226452905,0.5335504939610116,0.11216496942538547,0.3461223248250572,,,,
"P3 (k_meth, Ea_meth, n)",3,600/625/825,18,11.88705254931952,764.5605602981865,0.8447060129110329,0.20835313469897365,0.6675909446431648,,,,
"P3 (k_meth, Ea_meth, n)",3,650/700/750,18,11.878012696130842,185.90372107676072,0.504608046474529,0.11213988612636147,0.2996646023865163,,,,
"P3 (k_meth, Ea_meth, n)",3,625/800/850,18,11.82192330793691,714.9160180881785,0.8488550748544751,0.20790770769140343,0.6217292817222653,,,,
"P3 (k_meth, Ea_meth, n)",3,625/675/725,18,11.815234385924594,361.43129958200524,0.6739439166914505,0.08110764474577735,0.42095145394053396,,,,
"P3 (k_meth, Ea_meth, n)",3,600/800/850,18,11.811844698003549,664.0257967929068,0.7320835723740684,0.1777155228584352,0.6195542962303144,,,,
"P3 (k_meth, Ea_meth, n)",3,675/750/850,18,11.799433908176685,312.40484483767136,0.6837689075931814,0.16670069638521506,0.35092934511656637,,,,
"P3 (k_meth, Ea_meth, n)",3,650/800/825,18,11.798845547813395,859.0900585139294,0.9367477750315029,0.24142563991228178,0.5820035040084388,,,,
"P3 (k_meth, Ea_meth, n)",3,675/700/800,18,11.797274280530736,547.2956384536993,0.7983021433708785,0.21163700455806156,0.3811239365762983,,,,
"P3 (k_meth, Ea_meth, n)",3,675/775/800,18,11.780129971967197,367.07723400438056,0.7175276910671832,0.19736003475693503,0.35890336252590055,,,,
"P3 (k_meth, Ea_meth, n)",3,675/725/775,18,11.74098616942932,163.87814340447267,0.5023405944308672,0.14706711373089684,0.24609003428749893,,,,
"P3 (k_meth, Ea_meth, n)",3,650/675/775,18,11.739588358520542,263.72941069781587,0.5969240878167204,0.16171523247824413,0.34626960406942936,,,,
"P3 (k_meth, Ea_meth, n)",3,675/700/825,18,11.720890019565694,745.482045542757,0.9118046591396964,0.23109036159870272,0.44028418307394324,,,,
"P3 (k_meth, Ea_meth, n)",3,675/775/825,18,11.718692680923215,485.1112876632888,0.7918199443967568,0.20982900233319518,0.4014438019408177,,,,
"P3 (k_meth, Ea_meth, n)",3,625/650/725,18,11.692436688711076,385.88128133503403,0.6912345799785585,0.08589598287060564,0.4328271442731108,,,,
"P3 (k_meth, Ea_meth, n)",3,650/800/850,18,11.599844635925713,852.3734810274303,0.9836379877230457,0.24273517147075535,0.6125967574942673,,,,
"P3 (k_meth, Ea_meth, n)",3,700/725/825,18,11.574632920202056,546.9137003197083,0.8029345595059234,0.21190960912246637,0.31271367064270433,,,,
"P3 (k_meth, Ea_meth, n)",3,675/775/850,18,11.556684283338416,443.52645153183323,0.7992926279290823,0.19986323220477975,0.4127029371309059,,,,
"P3 (k_meth, Ea_meth, n)",3,625/650/850,18,11.551706515427039,775.7728889834336,1.006759643657753,0.22417678972314523,0.681029647929953,,,,
"P3 (k_meth, Ea_meth, n)",3,675/750/775,18,11.502973732965156,163.53241154776876,0.5488481819878751,0.16645690054655465,0.2703481936356594,,,,
"P3 (k_meth, Ea_meth, n)",3,650/675/850,18,11.49750150930123,799.5591508621933,1.024796008729578,0.2304116940473242,0.5993377772013039,,,,
"P3 (k_meth, Ea_meth, n)",3,700/725/800,18,11.478988050528763,466.3574396565571,0.7640942470729586,0.21305930106837345,0.2891956354742981,,,,
"P3 (k_meth, Ea_meth, n)",3,650/675/750,18,11.466969659135518,239.6331640643362,0.5627003249332383,0.140031638174883,0.33447511462746465,,,,
"P3 (k_meth, Ea_meth, n)",3,650/700/725,18,11.455060152216642,338.8439741834566,0.6251315727855746,0.10303861336254354,0.385760244987399,,,,
"P3 (k_meth, Ea_meth, n)",3,675/800/825,18,11.377745706341098,1177.0687229887462,1.090992510639672,0.28312666390647157,0.5592903423539914,,,,
"P3 (k_meth, Ea_meth, n)",3,700/750/825,18,11.36456164715052,502.6287253208089,0.8069804658104983,0.216754439593902,0.32456894867867353,,,,
"P3 (k_meth, Ea_meth, n)",3,700/725/850,18,11.355040215916535,525.9857875763705,0.8187529340816571,0.19947026569779555,0.3366378342483155,,,,
"P3 (k_meth, Ea_meth, n)",3,675/725/750,18,11.335628279531555,157.64288037675192,0.48853569324479607,0.14686347180888398,0.25678559675579626,,,,
"P3 (k_meth, Ea_meth, n)",3,675/700/850,18,11.323218399941918,865.5043919694467,1.0159480486037786,0.23379909897608872,0.504806114664371,,,,
"P3 (k_meth, Ea_meth, n)",3,700/750/800,18,11.275915858885424,428.57491762722276,0.7737287868892108,0.21886810052381414,0.30158267085944335,,,,
"P3 (k_meth, Ea_meth, n)",3,600/625/850,18,11.261169094488412,1119.4245502962815,1.0528447164572006,0.23456138523092843,0.815845050588216,,,,
"P3 (k_meth, Ea_meth, n)",3,675/800/850,18,11.253713938937494,1100.5446278477773,1.1034154703120695,0.27423417726686933,0.5728617666046506,,,,
"P3 (k_meth, Ea_meth, n)",3,700/750/850,18,11.217505245517064,448.0099037524472,0.7988001183569386,0.20075517608252633,0.3370497438839725,,,,
"P3 (k_meth, Ea_meth, n)",3,675/700/775,18,11.20585303628787,341.05114391150374,0.672970124206405,0.19898120299266941,0.3215151797375235,,,,
"P3 (k_meth, Ea_meth, n)",3,650/675/725,18,11.147880759047851,402.4077778166842,0.6757133029412352,0.11616718462912524,0.4183241407317638,,,,
"P3 (k_meth, Ea_meth, n)",3,700/775/825,18,11.140243501976734,685.756419195736,0.9252214297961907,0.2491382782292597,0.3739656064369225,,,,
"P3 (k_meth, Ea_meth, n)",3,700/775/800,18,11.097303535047645,573.7506298430856,0.8798605914812906,0.24763642346872566,0.34482042071057806,,,,
"P3 (k_meth, Ea_meth, n)",3,700/775/850,18,11.07155796850595,577.035051188307,0.8904088015823648,0.22683394299346704,0.3748942911206658,,,,
"P3 (k_meth, Ea_meth, n)",3,600/675/700,18,11.070955632161176,1153.7490677727715,1.1894337357915896,0.06734053468691696,0.7463526817819925,,,,
"P3 (k_meth, Ea_meth, n)",3,700/800/825,18,10.95339315104022,1400.6669172707466,1.1818337542918798,0.30923467215849215,0.48602064489343677,,,,
"P3 (k_meth, Ea_meth, n)",3,700/800/850,18,10.926694300155834,1199.674265150339,1.138268344238068,0.2854687467341654,0.4816084169124823,,,,
"P3 (k_meth, Ea_meth, n)",3,600/650/700,18,10.830011005850364,1411.4016554856817,1.3012128386037036,0.0710017547562327,0.8169025106772377,,,,
