parameter_set,n_T,temperatures,n_points,logdet_F,cond_number,rel_se_k_meth,rel_se_Ea_meth,rel_se_n,rel_se_k_carb,rel_se_Ea_carb,rel_se_k_crack,rel_se_Ea_crack
P7 (all three reactions + n),3,775/800/850,18,31.23332884872879,78564.568277468,1.4969268012288188,0.4061480573354516,0.43494791050978193,0.22770998111669524,0.05604557236037516,0.2740549872655765,0.05454632163988055
P7 (all three reactions + n),3,600/700/825,18,31.176829764945836,66450.06181125106,0.5095810690619951,0.08500879075852004,0.3634745370745803,0.7615244282456255,0.17523116000579939,2.052258978651064,0.3188881019724588
P7 (all three reactions + n),3,650/750/825,18,31.126021959212476,55326.62914634454,0.927533274964925,0.19894180896541852,0.5064586784130978,0.3167007974312865,0.08325098822602248,1.5025280353239314,0.26239724535524916
P7 (all three reactions + n),3,600/750/850,18,31.09220133697842,43033.6174918974,0.7707813034481223,0.12263424398376514,0.5255253709931762,0.2783347027786272,0.066440714874677,1.4848071197099098,0.25559010382479175
P7 (all three reactions + n),3,650/725/850,18,31.066198866462784,12676.620580436882,0.6028922713739268,0.10698648295309786,0.34783644891532556,0.24241364052805717,0.0554629756878913,0.9993569363614889,0.17853618692764228
P7 (all three reactions + n),3,625/750/850,18,30.97620804496007,46050.970505443016,0.8818629592816658,0.15672979312065283,0.548785340509238,0.277808138873031,0.06597832090588754,1.4937606353521198,0.2545562650810707
P7 (all three reactions + n),3,625/700/825,18,30.91540261410684,65521.034247758296,0.5827192536971997,0.11013503995764026,0.3976401451967396,0.7501095900112553,0.17248614769856638,2.029846699554892,0.31528204276389366
P7 (all three reactions + n),3,600/775/825,18,30.885904107504096,53599.633666014444,0.6465604091860269,0.13092891969718048,0.48199556113443004,0.3525928411718497,0.09010996000866799,1.4488716906400858,0.2554623225924504
P7 (all three reactions + n),3,675/750/825,18,30.86732767338837,49765.43277292402,1.0681254291506455,0.2538217031853684,0.4848854312000287,0.2940800918269153,0.07672494100111193,1.3385120400849264,0.23098478795245356
P7 (all three reactions + n),3,625/775/825,18,30.849857941279296,54254.45989524687,0.7451281219091588,0.16007605886531376,0.4928516351572087,0.3504422380079656,0.08953705226475453,1.4468253232936132,0.25480023931138884
P7 (all three reactions + n),3,600/650/800,18,30.83674061147068,9905.642467465019,0.6965686909691192,0.1165599390269225,0.4858042993906891,0.6263782303091342,0.17127561141032938,0.6722131624462694,0.14097058194089346
P7 (all three reactions + n),3,600/775/850,18,30.819701186742957,42909.35265529076,0.7097051807089008,0.1331436304864507,0.5181427827753369,0.28517521893799697,0.06676123604562115,1.3810777903101303,0.23952271036855688
P7 (all three reactions + n),3,625/775/850,18,30.79305564022993,43487.82104342022,0.8093949239254138,0.16253425615128458,0.5299172348491369,0.28437840305468903,0.06661293560803062,1.3745860668632348,0.2375350666503175
P7 (all three reactions + n),3,775/800/825,18,30.75200107813261,101888.2318667016,1.6378506705503852,0.45311209960847243,0.4205887322789798,0.25869290485518537,0.06758549806224567,0.30270089804580985,0.062084424530290366
P7 (all three reactions + n),3,700/725/850,18,30.688527739884343,11397.555542579614,0.8803713038602416,0.22748734273295507,0.3657386082274854,0.23242347567599325,0.052593570483205586,0.7015858122933619,0.12630751052473108
P7 (all three reactions + n),3,675/775/850,18,30.679710560475762,35194.232970537094,1.0498678563722175,0.2475787778077184,0.5136434913577422,0.2770414049155104,0.06511789789358784,1.1994378368736816,0.19969780977179813
P7 (all three reactions + n),3,650/775/825,18,30.657521486042967,54531.24876279881,0.8775624850107546,0.20001686568560492,0.49949355257002315,0.3425335063404913,0.08762592120098424,1.4324313458888536,0.2513834397607879
P7 (all three reactions + n),3,650/750/850,18,30.648833496659236,48917.584379364554,1.037912996417044,0.2076828053577635,0.5690917887599337,0.27325404070204423,0.06438471280626767,1.468510166798063,0.24594130229875935
P7 (all three reactions + n),3,650/775/850,18,30.63419406304279,42790.36095213833,0.9359500777219687,0.20213302908083658,0.5351006593799829,0.2801573030165279,0.06574242565835758,1.3407832330834863,0.22926173524837717
P7 (all three reactions + n),3,675/775/825,18,30.61098483803712,48432.14499227144,1.0056556460498374,0.24556982187182372,0.4809718071157839,0.33568991537938203,0.08586730779834202,1.3401826481724566,0.23222633022983938
P7 (all three reactions + n),3,675/725/850,18,30.56445229998647,12584.135479355227,0.7057567375889536,0.14875342936657404,0.35929534324204637,0.2388864216134326,0.05471026010386556,0.9769289730628781,0.17080041712771174
P7 (all three reactions + n),3,725/775/850,18,30.51571529229887,41254.42219581614,1.267456127513625,0.3309743231812472,0.3466759429228216,0.19553645121843316,0.04871742910461254,0.8601096894500542,0.14764139230950363
P7 (all three reactions + n),3,750/775/800,18,30.49812575236593,60899.906692244105,1.433325498545537,0.44514144869419636,0.30135873992082507,0.2857923193035937,0.08849416556106697,0.43482885390973036,0.09763047342098467
P7 (all three reactions + n),3,725/750/825,18,30.495488360971095,35416.43855657329,1.2232093469682632,0.3413843031711287,0.3255822535740669,0.19872587894208968,0.05538917788539021,0.8398233232754321,0.15459475391481997
P7 (all three reactions + n),3,675/750/850,18,30.45299069696115,42441.89829383477,1.1571446022545555,0.26529439935813287,0.5351615609272714,0.2559879171077819,0.05974048523821864,1.2588346672697903,0.20433527302772297
P7 (all three reactions + n),3,725/775/825,18,30.4299528754888,51242.072793974854,1.3089556121243453,0.3502906866525054,0.34112842326425685,0.22210658876915265,0.05954771403538715,0.9121591672931337,0.16247500562763473
P7 (all three reactions + n),3,650/700/825,18,30.406552089683736,58010.33996987072,0.7560402207340342,0.16404923375494893,0.46690653697061824,0.6834586035550211,0.15710526757529653,1.8796423397659863,0.29298714565096934
P7 (all three reactions + n),3,625/650/800,18,30.132113441171043,15445.181026567114,0.9428952603279854,0.1845042799550096,0.6318705798828498,0.5862455467284521,0.15987817523994743,0.6419543871771457,0.135181751955061
P7 (all three reactions + n),3,725/750/850,18,30.07439637063241,30111.693414599664,1.2413193517251377,0.3482123325551025,0.3386465791878016,0.17620516501449263,0.04457949200362544,0.8007486179558044,0.14818995162924875
P7 (all three reactions + n),3,725/825/850,18,29.934049263429657,55878.938291018145,1.371006425581843,0.34748832299000415,0.3877622658563402,0.23746571992435722,0.05427150150846267,0.9846274471571504,0.15367393577986202
P7 (all three reactions + n),3,600/725/775,18,29.912213251305786,14375.412560165885,0.442417281039709,0.06988889724104085,0.27772067284756335,0.34998176118758595,0.11827600991602204,1.0474269101371145,0.2302199439903297
P7 (all three reactions + n),3,600/700/850,18,29.88740119485128,68988.30568975257,0.7316989322457963,0.08906007960690918,0.5094594007368094,0.8461117881227346,0.1736378641375566,2.2796049062973474,0.3209760389779333
P7 (all three reactions + n),3,625/725/775,18,29.78113420041467,14428.571829493076,0.45290142210811635,0.08399382261565756,0.27914426839014506,0.34518636555875554,0.11667488322160445,1.0490396628422645,0.23084548484082312
P7 (all three reactions + n),3,600/700/775,18,29.733138833433358,35449.00269126113,0.5095831314503187,0.07159990085274216,0.33846092463744126,0.6331696648709847,0.19615862591080743,1.6342921643061772,0.3433408100829289
P7 (all three reactions + n),3,625/700/850,18,29.621321714977427,69019.14654626425,0.8138306216980502,0.11629023164634919,0.5482638494056659,0.8358537835912757,0.17158863556329446,2.2622132589184067,0.3192751117928461
P7 (all three reactions + n),3,625/700/775,18,29.52866100654525,33575.632485904134,0.5285739496817387,0.08941464489965457,0.3453497070225715,0.6132655260059033,0.18993924777977633,1.5907213067234165,0.3346826086385546
P7 (all three reactions + n),3,675/700/825,18,29.451549498547628,65636.46950672285,1.2420034741086465,0.30197370678625884,0.6528946570237696,0.6444689686310491,0.14809367281817393,1.820690684320618,0.2844629552693646
P7 (all three reactions + n),3,650/725/775,18,29.419236207757947,14545.39717705922,0.4866000532890302,0.11042397244230372,0.2810702545397954,0.32911365238837603,0.11136385901018521,1.0519610435971227,0.23179785019887236
P7 (all three reactions + n),3,750/775/850,18,29.376717451331125,53815.8191186433,1.3593051949021118,0.37011415748888915,0.41009673912897954,0.20367077171224868,0.05281489343484623,1.016959437045097,0.18127179958768208
P7 (all three reactions + n),3,750/775/825,18,29.251218844672657,66138.34928344256,1.3946249754936286,0.38517595130392646,0.3991366117204816,0.25226166671651845,0.07014087871348568,1.1097338582625107,0.20202147622973268
P7 (all three reactions + n),3,750/825/850,18,29.216827559201747,80549.06940416127,1.4786524473414748,0.3812145400268789,0.4908179789223364,0.2462221768362917,0.05845276319180075,1.1604837051500632,0.18620489128014356
P7 (all three reactions + n),3,650/700/850,18,29.131226257294756,61490.85959976458,0.9869945034088144,0.17379231747319243,0.6159934352106575,0.7550453760161988,0.15531127870750205,2.0813827618996994,0.2984139983754923
P7 (all three reactions + n),3,650/700/775,18,29.091247112095047,28321.064927635467,0.5872841986599721,0.1272918809499248,0.36066368147346467,0.550939370545127,0.17075891044524336,1.4609894294171393,0.30944402554273176
P7 (all three reactions + n),3,675/725/775,18,28.919872867158958,15203.276392747004,0.5859858524005399,0.1642934191047957,0.2858201950805807,0.31185360320507594,0.1057604536222679,1.0579774491265783,0.2346111220390809
P7 (all three reactions + n),3,800/825/850,18,28.8918486979464,140359.80365131563,1.9157890825737927,0.48507689880633564,0.7105407920857375,0.29903959412683945,0.06792770117888937,0.3051053381592416,0.0527161008428372
P7 (all three reactions + n),3,700/825/850,18,28.843047147659597,264831.96506936854,2.396029302182643,0.5764912878290703,1.0860204433240617,0.8248072556434398,0.17836231251735288,2.1475855248218707,0.30922110535972414
P7 (all three reactions + n),3,700/725/775,18,28.733824216078155,13733.50268126776,0.8247875377141911,0.27952989755500823,0.29227145666936966,0.3184007170419608,0.10800224180647136,0.8925535891536709,0.2108919286396593
P7 (all three reactions + n),3,600/625/800,18,28.4484204711757,37012.63296508403,0.9519682539914388,0.1787359995471118,0.7050891625542521,1.2710527319626834,0.34368151866435726,1.1914559364322852,0.2370294672980681
P7 (all three reactions + n),3,700/750/775,18,28.327009791841284,31712.847039604938,0.9149042597210234,0.2875970079291969,0.33189887129392537,0.45751981135131714,0.1530928935886498,1.2416009512389545,0.2844417138138682
P7 (all three reactions + n),3,675/700/775,18,28.312525331392017,24760.220580457302,0.7680883515801106,0.2120934602327882,0.3983747058660295,0.490510589568878,0.15238168113877235,1.3568287952934754,0.29019457162657497
P7 (all three reactions + n),3,675/700/850,18,28.156236235825496,74662.42466152918,1.5203374925415212,0.3283585133984776,0.8266430192790826,0.7171742401521328,0.14859471112474043,2.0419190560913587,0.29976727336823383
P7 (all three reactions + n),3,600/750/775,18,28.154619019368532,58699.82417203283,0.6059177419670564,0.10155779003103964,0.4078349449812956,0.576433465455334,0.1913044679033827,1.8172404658139998,0.3903882289744938
P7 (all three reactions + n),3,625/750/775,18,28.110803619375034,58674.42311526182,0.6626622072150471,0.12820331936517795,0.41061584707427684,0.5592719326520645,0.18559925233997834,1.8089147928491618,0.38850462678286685
P7 (all three reactions + n),3,600/675/825,18,28.077841782498318,271401.66400202736,0.587011360904659,0.12537141366302518,0.5179197659192689,1.1160954382245094,0.25868066918859184,4.392755933224346,0.6805777650642646
P7 (all three reactions + n),3,600/675/775,18,28.035361483950304,44210.44010741422,0.560961129276526,0.08105575217074967,0.36838008673397876,0.5876771979888409,0.18202007985393992,1.9482812775417042,0.3953970663970968
P7 (all three reactions + n),3,650/750/775,18,27.96573947160813,57651.03796986034,0.7555430074678693,0.17086494526586912,0.41106452661006265,0.5119990267256764,0.16990618997265508,1.777701428991372,0.38182724476757746
P7 (all three reactions + n),3,675/750/775,18,27.86344004124176,55350.83494630725,0.8845678676690515,0.23405072609817615,0.3974030141945845,0.4740769166354224,0.15745051230388388,1.7022942430557746,0.3684840164553435
P7 (all three reactions + n),3,775/825/850,18,27.84576714794215,113282.22122345994,1.7638119204496927,0.45623049183626807,0.503445062418013,0.2821037745874015,0.06649662221068826,1.1192185354046926,0.18638255380212865
P7 (all three reactions + n),3,625/675/775,18,27.658781687819857,43443.36360021137,0.6003589612359235,0.10572948706427712,0.3842327101183883,0.5751799238553961,0.17819899721467786,1.9331575985304086,0.3928532603934979
P7 (all three reactions + n),3,625/675/825,18,27.61408731912927,267812.44814798486,0.7216335928740958,0.16567911443292674,0.591045770994604,1.0996206258405452,0.25456745428700817,4.3540668092938635,0.6739291982458077
P7 (all three reactions + n),3,650/675/775,18,26.929561814796468,42684.76515543837,0.7372066174308388,0.16793767557958683,0.42834365093299903,0.5403195765455463,0.16761334941408956,1.9197020250075372,0.39143040847758925
P7 (all three reactions + n),3,675/825/850,18,26.872704409768165,322027.39821378485,2.2046446731041276,0.5303606207227,1.2501135079453372,0.7920786036646379,0.1709660481886651,3.117505926386552,0.4550838925528447
P7 (all three reactions + n),3,650/675/825,18,26.648163301926175,261145.00025598393,1.1304096261246752,0.27650204491670777,0.7906859172524983,1.0570064905273453,0.24397075341686655,4.260430668063052,0.6579313872789367
P7 (all three reactions + n),3,600/725/750,18,26.618382518782624,14480.078173899898,0.5033975373680895,0.07332063388387434,0.30774390962757736,0.5313014301627677,0.20863835521391838,1.4327845857815862,0.40766299938234685
P7 (all three reactions + n),3,625/725/750,18,26.534971630856482,14578.17073964572,0.509651537453888,0.09190109354098597,0.3073889979597197,0.5112276354619256,0.2011239650755782,1.4398053084307971,0.4094733416667623
P7 (all three reactions + n),3,725/750/775,18,26.507855297714627,57824.7681390882,1.5936027631295304,0.5491433356657948,0.3103814606240058,0.3298196889477521,0.11480440874214282,1.1493547345000825,0.2610978641442529
P7 (all three reactions + n),3,600/650/775,18,26.349041936786794,49382.51387137115,0.6253111461286195,0.09888708193600883,0.4154807278633338,0.711402435358004,0.22116615533268413,2.0633127484248033,0.4175126221700034
P7 (all three reactions + n),3,650/725/750,18,26.34072067326491,14775.931142015648,0.5352352485942475,0.12649051600729763,0.3063678457119136,0.45836736370228404,0.18169010190573948,1.4502365468750067,0.41211416652103083
P7 (all three reactions + n),3,675/725/750,18,26.01881064172894,15496.537247122713,0.6105962721289421,0.19252682340950553,0.30360621450922715,0.422944424142833,0.16922108119984375,1.4615398865000695,0.414813183192355
P7 (all three reactions + n),3,600/700/750,18,26.01097491513611,65165.68402265438,0.7755569127531878,0.06908745682232609,0.5330093007607694,1.0836792368966164,0.4159575757849294,3.065943281066179,0.8765926261738293
P7 (all three reactions + n),3,625/700/750,18,25.90736485752359,57920.87098696997,0.7626515618169476,0.08512422099719792,0.5260320321255894,1.0095111892468185,0.3882836345911172,2.8925125308527515,0.8320681476775275
P7 (all three reactions + n),3,600/675/850,18,25.8349681157761,645171.6923854927,1.035974071024624,0.18120098598442047,0.961545485781386,1.8523694910121085,0.3858413509280205,7.446686817834552,1.0598336116754112
P7 (all three reactions + n),3,625/650/775,18,25.78094408899562,51069.30665224771,0.7342102684804585,0.14512032087787013,0.46140570167619116,0.6758092111413806,0.21003687473133986,2.1022609866999358,0.4262903673718929
P7 (all three reactions + n),3,600/650/825,18,25.7382726124989,373401.21524464805,0.6851608667309907,0.15462729814316983,0.6251075188530388,1.2028669336291966,0.2800308770365739,5.212983488936623,0.8092735414578095
P7 (all three reactions + n),3,650/700/750,18,25.67698239819814,43569.911579976746,0.7582104185424798,0.11781775670436055,0.5147637177832246,0.839917661813818,0.3257586337309442,2.5082471344937907,0.7352326459099133
P7 (all three reactions + n),3,700/725/750,18,25.626849528729565,14686.9038786334,0.80355449403621,0.32752040068622035,0.29004657526334954,0.45453791295751705,0.18068824915714707,1.2964894659612105,0.3812217620680997
P7 (all three reactions + n),3,650/825/850,18,25.546763236921066,359791.8371436928,2.096529837494396,0.49996238625597145,1.3812962203408354,0.7557055565862612,0.16292685793960618,3.6016336537821307,0.5315872129179786
P7 (all three reactions + n),3,625/675/850,18,25.35029599945689,643456.677281882,1.2466479094832361,0.237108939938219,1.079141121916764,1.8323773039364522,0.3815507291865881,7.40530843792374,1.0540500461099898
P7 (all three reactions + n),3,675/700/750,18,24.953436690136655,40096.64448015681,0.8211348457850813,0.1951449998225688,0.5178690613255618,0.761722359153375,0.29879154550154763,2.397743002618199,0.7119562732657156
P7 (all three reactions + n),3,625/650/825,18,24.904653488873187,365035.75094149256,0.9974429746712609,0.2366937208582161,0.7944443344577744,1.1690998163545905,0.27177929652525673,5.148246915011433,0.7985401634098869
P7 (all three reactions + n),3,600/675/750,18,24.738252124296004,52930.224290208236,0.8061527396586196,0.07646786770405035,0.5581980534268884,0.8828846571834844,0.3393501873701035,3.0414986742932513,0.8489827234551341
P7 (all three reactions + n),3,625/825/850,18,24.642464771800235,402210.65942935133,1.944394229013665,0.4569152158724585,1.4633248705077533,0.7754716035964703,0.16697213805812494,3.998458075718837,0.5966690495525206
P7 (all three reactions + n),3,625/675/750,18,24.339634099974184,55451.39584690192,0.8099392451695818,0.10371473969353587,0.557643557517295,0.8813258540090468,0.3387381326209848,3.1262428091437973,0.8699036390182725
P7 (all three reactions + n),3,650/675/850,18,24.28949078326755,657314.2377864762,1.8765217186594478,0.39608735039349674,1.414192232401573,1.795712558850072,0.37368462872533914,7.3638720756788665,1.0487658216724418
P7 (all three reactions + n),3,600/625/775,18,24.235137784885076,60718.25506096135,0.7236534730494398,0.1310635124177156,0.4912452441641271,1.1691181164450581,0.3625597119178538,2.2351458823779176,0.45451842324084063
P7 (all three reactions + n),3,600/825/850,18,24.210776288415985,429642.92137293395,1.757793819420747,0.4076617738088214,1.5115511707455735,0.7856316364417919,0.16898702822899048,4.196180916176056,0.6293715212319956
P7 (all three reactions + n),3,600/700/725,18,23.768214141819865,7505.624017919067,0.7057150779208923,0.09170079448297465,0.4326858949176559,0.6931686534500187,0.3368875821777235,1.5845431903463087,0.5761150922918014
P7 (all three reactions + n),3,625/700/725,18,23.56180586425821,7026.993616914615,0.7110122039594556,0.1231229413454752,0.4317580671612369,0.6499953216395193,0.31738042202038214,1.5382764966897435,0.573611824691261
P7 (all three reactions + n),3,650/675/750,18,23.52470120683484,64429.54411081443,0.8580051244880843,0.1808281331823041,0.5591488694503689,0.8844678522124819,0.33956463160062716,3.4002150846435546,0.9349160554719259
P7 (all three reactions + n),3,650/700/725,18,23.133598931736895,6394.122040412657,0.7308110226142449,0.18533070595515294,0.4286533247992863,0.5568223892552591,0.27795920419364234,1.4672542014851693,0.5763208755874262
P7 (all three reactions + n),3,600/675/725,18,23.124487678909105,4864.275101945876,0.8176059789096161,0.091393359801167,0.4819650405056447,0.5523435534099873,0.27892474598961103,1.586614334307522,0.5423799335849254
P7 (all three reactions + n),3,600/650/750,18,23.051620800695144,65775.21916383674,0.8390076589158135,0.10091579087157042,0.5730969271747753,1.040142473028759,0.3919219685473979,3.4438934089202786,0.9314203133659409
P7 (all three reactions + n),3,600/625/825,18,22.819426114473565,411731.47108723596,1.011068719476414,0.23119949937751577,0.8857861299165133,1.6083902801604555,0.37585542157067325,5.479227455607033,0.8520228150522485
P7 (all three reactions + n),3,625/675/725,18,22.69736021199244,4896.65494436158,0.8178954824375176,0.12575071536409763,0.4804923433243852,0.5347800682882519,0.27112688123020234,1.5904614932400922,0.5555486900749724
P7 (all three reactions + n),3,600/650/850,18,22.411508530829813,2346365.848135628,1.4428882254349111,0.2993725318587702,1.5947344131852703,2.9961295784715207,0.6270858646693104,14.398355204581735,2.060519350178752
P7 (all three reactions + n),3,625/650/750,18,22.22713980461309,95615.18453973747,0.8909824162780381,0.17512455611541985,0.5780397466714462,1.0891629182303293,0.410191473953909,4.198501117818587,1.1158381396525394
P7 (all three reactions + n),3,675/700/725,18,22.12350657492788,7585.712531613333,0.8135039853595287,0.3310068351806831,0.41828965611427366,0.5111389401735331,0.26428373245522907,1.5439639793735214,0.6298473166411522
P7 (all three reactions + n),3,600/650/725,18,21.901254271914734,5099.89988516959,0.8817722062464856,0.10768927012234102,0.5114362401913494,0.6641682067354643,0.32943135957246755,1.674980539304394,0.5807548913457184
P7 (all three reactions + n),3,650/675/725,18,21.89047862117884,5293.962547488241,0.832516448064363,0.2123524944783068,0.4761033789283289,0.4954399494306913,0.2551038273862362,1.6348428741527397,0.5999497705177729
P7 (all three reactions + n),3,625/650/850,18,21.534648691378983,2194295.4203902152,1.8811892798814853,0.4045869953432219,1.8274123074322357,2.872815991838841,0.6008756275094006,13.874265754005657,1.984894778889454
P7 (all three reactions + n),3,625/650/725,18,21.306437134806757,5489.540498468836,0.89417802511234,0.1641321031826065,0.5137238729850818,0.6223147737056074,0.3103602411786609,1.7414720795669485,0.6298990412991432
P7 (all three reactions + n),3,600/625/750,18,20.312453143147863,170421.37300382045,0.9085667231519908,0.17657302168084968,0.5982245368784759,1.798789657047282,0.6660867856021095,5.551477408003367,1.4419129628865566
P7 (all three reactions + n),3,600/625/725,18,20.053306448791226,6289.070151877016,0.9276501519306859,0.1390789557256448,0.5301094650571259,1.0786713275369197,0.516889513142678,1.8409469713367743,0.6743678325267043
P7 (all three reactions + n),3,600/625/850,18,18.46517388465523,5527573.496718803,2.036587784792418,0.4512566440395574,2.373348164080789,4.331219389888164,0.9079380122197841,22.20072279121897,3.1813478507397175
P7 (all three reactions + n),3,600/675/700,18,13.864245733076526,82093.21655355737,4.109734102740425,0.11713733664921039,2.81577761023436,1.7912253779198664,1.1439879319760624,7.276899270085147,2.4202497389672613
P7 (all three reactions + n),3,625/675/700,18,13.584960285018482,102114.84772326275,4.037180108477465,0.17978126272596265,2.8177421182868607,1.9118099375216193,0.9782994794992107,8.084801701939522,2.527099226550352
P7 (all three reactions + n),3,600/650/700,18,13.173793359632471,99272.63893630604,5.55835457005269,0.1311142018302976,3.7418696755509018,2.020549421629431,0.9245879851756932,7.821922897466435,2.073021088529935
P7 (all three reactions + n),3,650/675/700,18,12.550533720776968,162167.3457957349,4.28716404333566,0.37470029762526247,3.1165376234508697,2.240978667508727,0.9248728999919111,10.061903368709052,3.079754696311412
P7 (all three reactions + n),3,625/650/700,18,12.26632430038908,133894.81658204916,5.567137467118259,0.24191062964051602,3.8023865748663868,2.299121046874108,0.9134197495491919,9.47514070833855,2.70664418688533
P7 (all three reactions + n),3,600/625/700,18,10.800969537271195,162933.42045386255,6.770971780826027,0.21041047881807223,4.539849109690448,2.9986760026639834,1.2381132955159104,10.715694513982697,3.1520954028613843
P7 (all three reactions + n),3,600/650/675,18,4.327524306008901,1025087.568223675,14.245273001694143,0.39625155333202733,10.476173134723226,7.3822751818437995,1.6475100521103037,33.185323090789694,6.273972040431723
P7 (all three reactions + n),3,625/650/675,18,3.457756297332997,1030909.7910361368,13.53841013639939,0.5144972501533825,9.955589585494002,7.116029149081343,1.693987932272861,31.824098776503654,6.822343076226267
P7 (all three reactions + n),3,600/625/675,18,2.7558695424096964,1796383.860395068,18.85802533942208,0.5551122383869835,13.822056734401228,10.091918959172006,1.9714607517478693,43.689959559587635,8.115222522107631
P7 (all three reactions + n),3,600/625/650,18,-3.8256166127957885,1936138.3672832013,19.138598458925298,0.721688078130314,13.984927185745535,9.562172183482172,3.5999375786827157,43.27918537456439,10.713852494217287
P7 (all three reactions + n),4,600/700/800/825,24,37.12242606657987,6755.76114047234,0.42502109315939873,0.07193879195046436,0.2886324524029916,0.18475755290412194,0.04752768394113607,0.3056067871638197,0.06251701874847924
P7 (all three reactions + n),4,600/700/800/850,24,37.02536125237621,8294.43005851091,0.4820764319118137,0.07162914957314832,0.32135725671521226,0.17686916814454484,0.039575724754858994,0.3035685014984308,0.049585302073754105
P7 (all three reactions + n),4,600/725/800/850,24,37.019597698947884,5705.89009959886,0.4006274658518663,0.06546178913321483,0.2724013828971442,0.16571948854445734,0.03865604007301735,0.26928168401868835,0.049699734425150806
P7 (all three reactions + n),4,600/725/800/825,24,36.99331876522023,5287.495774242333,0.37308028228281825,0.06626865519469657,0.25933897772938297,0.1800738045147445,0.047294952530220695,0.27999282162772166,0.061017892140856525
P7 (all three reactions + n),4,600/750/800/850,24,36.92244340131062,7211.931660126402,0.41685472061523726,0.08559428254082815,0.30946335391145496,0.156763647503002,0.03819920202919585,0.25950065872470046,0.04981095429646613
P7 (all three reactions + n),4,625/725/800/850,24,36.89259047014492,6428.402987986628,0.4323623064390642,0.07809952457403288,0.2800512214129735,0.1652788240496702,0.03858236672492158,0.26935632610189447,0.04965664007543549
P7 (all three reactions + n),4,625/725/800/825,24,36.86556104826699,6119.834252850454,0.4071769215179861,0.07905276980205145,0.2672733617976445,0.1789709879636258,0.046988849322981606,0.2797646253420322,0.06093991429767857
P7 (all three reactions + n),4,625/700/800/825,24,36.85253482746452,8450.916228002867,0.4819163613534243,0.09007547195930148,0.3115533467987716,0.18359051314276828,0.04718613181333629,0.3055996263525943,0.06244595447343941
P7 (all three reactions + n),4,625/750/800/850,24,36.845026997991916,8605.692487581322,0.46722049209420025,0.10331733638060317,0.3166578902317549,0.15694721188221916,0.03833053483568373,0.2593157275525994,0.04973863649588257
P7 (all three reactions + n),4,600/750/800/825,24,36.82866611849344,7269.484443060669,0.39953004214567983,0.08535907744926592,0.300138756146661,0.16903355039265716,0.04520626076639302,0.2832774629619948,0.06047159848855382
P7 (all three reactions + n),4,625/700/800/850,24,36.75126107591717,10010.273841437565,0.5393484184158015,0.08993276146608173,0.34535794748231585,0.17684622584702755,0.039527856680435076,0.30553794650210725,0.04963645300060872
P7 (all three reactions + n),4,625/750/800/825,24,36.750336292908855,8796.450701901904,0.4512766824506191,0.10308668830897791,0.30738583939913927,0.1690188221766808,0.04521803603273884,0.28290556199226,0.0603570096124389
P7 (all three reactions + n),4,650/750/800/850,24,36.51607803965334,11028.743557703885,0.5473225053384768,0.13036872599183724,0.32499622875571443,0.15508917305795672,0.03809328044382362,0.25889103478657194,0.0496826618669983
P7 (all three reactions + n),4,650/725/800/850,24,36.489803708819196,7886.576874094792,0.4927140169265388,0.1004928580297122,0.29143815080132246,0.16246473204645281,0.03806221316308753,0.2692858348012547,0.04959732246190839
P7 (all three reactions + n),4,650/725/800/825,24,36.46597184227949,7782.490636225829,0.4710214118400401,0.10169805032700466,0.27884982990997026,0.17450319947168397,0.045880296622007904,0.278952107571517,0.06077313037627776
P7 (all three reactions + n),4,650/750/800/825,24,36.421483447998384,11479.62643590092,0.5337283312045591,0.13032279207253006,0.31608256988012867,0.16653963146816794,0.044684532923287,0.2818989034912003,0.06019240903253553
P7 (all three reactions + n),4,600/775/800/850,24,36.29694967329631,15577.709357474152,0.541019565179362,0.11278480627503291,0.42097649550222493,0.21493266142054357,0.050559922785892664,0.26698727024370633,0.04887439263416635
P7 (all three reactions + n),4,625/775/800/850,24,36.27110356357227,18608.788759507257,0.6144254952039327,0.13528470291034453,0.4256826599249841,0.2152144662750519,0.050785618839442735,0.2674456406768959,0.048859634321923626
P7 (all three reactions + n),4,600/700/775/800,24,36.23437999110602,6451.432771421947,0.37300606016021076,0.06540970224999437,0.2484461235451564,0.2571334382325752,0.07596604085405136,0.4539068568205248,0.09801951509465993
P7 (all three reactions + n),4,650/700/800/825,24,36.22419276911237,12858.024279298263,0.6090209744502727,0.12821233097965812,0.35650459363153025,0.1797673728708159,0.046118525765654075,0.304888733335027,0.06220984133496939
P7 (all three reactions + n),4,600/725/775/800,24,36.11940394537786,4912.379261137321,0.33236907085476036,0.06241174668959329,0.22548794049265555,0.24271704454891463,0.07286914480353276,0.3998672079513764,0.09092596466917034
P7 (all three reactions + n),4,650/700/800/850,24,36.1114984668088,14502.159653319155,0.6694793996100862,0.12874492112864963,0.3934895960054269,0.17602229275361592,0.03932627617939786,0.30913123557329414,0.04981627742090017
P7 (all three reactions + n),4,675/750/800/850,24,36.05302440717683,15235.439988062912,0.6673712534110114,0.17003995153926776,0.33081052557535245,0.14855420533387179,0.03700145211515422,0.25850909942092815,0.049679971801469186
P7 (all three reactions + n),4,600/675/800/850,24,36.05268352054219,8942.418858065272,0.5131827091066761,0.08286711251192806,0.34387093130233864,0.20668969516183602,0.0467526746244357,0.2990500379485796,0.049985849702313324
