stage,feed,parameter_set,n_T,temperatures,n_points,logdet_F,cond_number,rel_se_k_meth,rel_se_Ea_meth,rel_se_n,rel_se_k_carb,rel_se_Ea_carb,rel_se_k_crack,rel_se_Ea_crack,rel_se_k1_ref,rel_se_Ea1,rel_se_k2_ref,rel_se_Ea2
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/725/750,24,4.790143504106721,317.5782298163892,2.2571615411550128,0.22504334558206018,1.4677683158184998,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/725/800,24,4.771112805369822,269.48085181506315,2.098658602675067,0.2466816359195372,1.3153511723804159,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/725/800,24,4.753084669717053,261.0685052431257,2.08817042819587,0.2491242433254165,1.3749336512132233,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/725/825,24,4.74158279388794,347.42804612425255,2.3570527661905882,0.21867651059098653,1.5016331438155992,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/725/825,24,4.712395677423294,276.4222788192209,2.2878893812425027,0.21589580247540624,1.4448599428014384,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/725/750,24,4.706530101520475,302.78277471889817,2.3100182867272165,0.20566289430350046,1.4502718451437553,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/725/750,24,4.706007216938613,377.27945585067243,2.2441462924187308,0.25938123924937123,1.449975827164536,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/725/750,24,4.697915673944557,356.8964115380848,2.3097796925552685,0.23202256166960772,1.4479456371207893,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/700/725,24,4.689961225621774,486.391738849687,2.560263383646115,0.22168102750211138,1.6140936969122406,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/675/725,24,4.68895657812199,517.8962339173412,2.5116002516184754,0.24462529054667262,1.6268163142851484,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/700/825,24,4.679936830334821,483.356931689827,2.612063650895971,0.22231293287569232,1.697623228575224,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/725/775,24,4.676606316023496,310.6793446908986,2.263883676472996,0.2372202494852283,1.484475097717103,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/725/775,24,4.668937019222847,273.229625759064,2.2745510898387393,0.21055104684654333,1.4332717628563802,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/725/825,24,4.664556307805765,344.48933539735015,2.3037488779815143,0.2473992352085396,1.4482025474972282,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/750/825,24,4.657560185114787,200.75442361652952,2.1010509139520703,0.22374310291932947,1.3166918501916833,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/725/775,24,4.654543447417135,330.4090677764354,2.2840429828638076,0.23942467891903133,1.4331990195884676,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/725/850,24,4.639571410777829,249.7819952488426,2.2425690251591934,0.21502122457909556,1.4123770396702409,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/725/800,24,4.636458344784662,313.9708893046131,2.0886070226797173,0.2935947652633409,1.3612053516528968,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/725/800,24,4.63022889530485,242.52313938481456,2.1922566820268994,0.23391316072690907,1.3867682287563314,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/725/850,24,4.6180930263149165,309.2650239221894,2.257668063121764,0.24619074788685147,1.4151154847364844,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/725/750,24,4.608650167358063,404.9733413769102,2.542928289904875,0.21606746524017645,1.5967454079974421,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/800/825,24,4.608144387881122,158.55976572791155,1.9758427005839692,0.24453434199637009,1.251718212068792,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/700/800,24,4.59750657222772,427.149316427259,2.4749552839857767,0.24495897866781247,1.6115689412629737,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/650/725,24,4.597062290096847,636.2744540986866,2.6233082126438987,0.2585497943853631,1.7032889187135805,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/725/800,24,4.594246859037292,319.16763276770547,2.2553207776470474,0.2457719910835909,1.446401362529115,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/725/850,24,4.591763380656518,301.06630074047933,2.2469369764075884,0.24982955325569614,1.4779505144786684,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/700/825,24,4.589320985283717,563.1337308600025,2.5967739878971225,0.2553185123540088,1.6763314302791656,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/725/775,24,4.584034063991506,369.71911097513447,2.2516183140251957,0.2761060471192075,1.463177683376254,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/700/725,24,4.574138127316353,564.0093324768111,2.563298753483018,0.25610709609226406,1.6116740774220653,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/725/750,24,4.553132271988579,333.32327682941957,2.4495882729472456,0.2184863395025594,1.5410286350513516,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/775/825,24,4.551690964689764,188.14872557469286,2.1091415267460554,0.23521863297093443,1.3321410239240496,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/750/800,24,4.546256557689645,176.58412365107145,2.0237622712572194,0.24396061343236003,1.27072513485731,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/750/825,24,4.544921490276699,167.58812680429173,2.0952463832092234,0.1996449694240585,1.317723464898547,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/675/725,24,4.539934680979734,663.6995270394613,2.893357344276793,0.22754326434634947,1.8275573492129389,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/700/725/825,24,4.539374641635322,296.1313904029,1.9736055780880821,0.29127421470708514,1.2907910120412263,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/725/800,24,4.533177621249309,309.2832206502658,2.2160049279277745,0.27523727371454415,1.3938446762770362,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/800/825,24,4.505894347704944,278.045104923663,2.3068427324400202,0.248909798502992,1.4491126629995645,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/725/775,24,4.502075619339482,390.2990069265103,2.4974731396682803,0.2315867808741468,1.5894100359071823,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/725/775,24,4.500618803680661,304.67883864636747,2.4136982175697073,0.22642300258049786,1.525312448590111,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/675/725,24,4.496959919378325,589.9591540914462,2.495003944867427,0.2917571355127745,1.608143598887334,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/800/825,24,4.493482387715064,211.09855791954982,2.272736473094902,0.21704188715295208,1.437626255559971,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/800/825,24,4.490633521320975,126.95725791377954,1.9503759001122936,0.21507205655916056,1.249753876843446,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/725/750,24,4.487408592224237,405.9465586487495,2.449395769816835,0.25145715416298875,1.5383889167716491,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/725/850,24,4.479223972052271,360.2661199161806,2.2420999467905522,0.2942835400146826,1.4602500835500714,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/700/825,24,4.473301389275397,633.8987347711042,3.0324014385305995,0.21206776625788062,1.9186890995226946,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/825/850,24,4.472607573008631,177.34967807639254,2.1007148711263293,0.2448122146200697,1.3296977095880818,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/700/750,24,4.470913858920932,598.1485065102211,2.8580175265553343,0.22543558367200442,1.848656292351967,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/750/800,24,4.458918556936208,132.00176584248698,2.0145635851111474,0.21398846713525793,1.2711992477346878,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/750/825,24,4.457123849957826,369.5376336093328,2.535449818823807,0.22789824930784866,1.5853593305303317,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/725/850,24,4.456742237340601,282.9297886210853,2.3788506770110427,0.23384427598410631,1.5037457017212652,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/750/775,24,4.453729763891362,216.82300748375135,2.196685444942607,0.23597998275619553,1.377639337627873,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/750/825,24,4.445579925224977,350.91343003585564,2.4915213931609705,0.23199388215579358,1.6317316422737231,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/700/800,24,4.445061670580417,502.24129029590733,2.470368957689085,0.29023651890360364,1.596526837526951,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/775/825,24,4.433822371018204,153.59437648627176,2.0898799165066935,0.20814748231126745,1.3317518355576952,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/700/800,24,4.427276446649676,544.1541265860329,2.810317545174289,0.23394841786111467,1.7844778318566075,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/750/825,24,4.426995498006521,302.6991252852262,2.528421397544634,0.2025117480453566,1.5845192506266497,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/725/750/825,24,4.424524372912301,210.75805872400792,1.9176012458214275,0.2754199322833694,1.2640340774132208,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/725/775,24,4.421265423204463,381.0417465074793,2.4275178259978647,0.26354034609891086,1.5273185312708153,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/700/775,24,4.409774200035396,563.1222365280483,2.8178793358651233,0.2347078746910791,1.831501516143479,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/775/800,24,4.404337388410406,170.37818862623752,2.0491126188046187,0.26047830487249457,1.299019037938459,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/750/825,24,4.400204717510221,417.13972368221135,2.4721058151465405,0.26585362391187295,1.6044310766992267,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/700/825,24,4.3999388939932835,540.5263753548873,2.8877367598411916,0.22007927784529635,1.8176784229573837,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/725/850,24,4.398361995395044,379.55068548644897,2.4603249669353042,0.2472240788475839,1.5737026093965145,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/750/850,24,4.396671549859588,200.5163721606714,2.168101712892652,0.2437804145847279,1.3600137668310428,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/750/800,24,4.3925814231691325,247.36644615764297,2.387964929161476,0.21624779116748796,1.4987752641888372,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/725/800/825,24,4.392342858696022,170.47913509795026,1.8332814817428833,0.29145833076053124,1.2016354536674752,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/750/800,24,4.390060128073463,316.0458496817796,2.398967130303572,0.24801265222646207,1.500987358341159,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/675/725/825,24,4.378905894815965,321.906019323427,2.07243264618677,0.3127287699118359,1.3472794587658936,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/700/800,24,4.377111547312316,452.24079623123527,2.694707147924639,0.23807593610849112,1.6971381239831016,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/775/825,24,4.376872442908731,348.6713764467509,2.537136951662624,0.24002268086215314,1.5926700632505402,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/700/725/800,24,4.3719586872550025,263.60895009140654,1.909475816018167,0.3262633332360329,1.2444220477072812,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/700/850,24,4.367551684062388,528.9571742159435,2.7607549337766124,0.24535868261431357,1.7964138531395715,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/750/775,24,4.364255943489308,169.39296025606578,2.192690626875493,0.20827379132705368,1.379498606110441,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/725/850,24,4.362130247373331,360.98611732391953,2.402134636739512,0.27502692612950363,1.5108023745717534,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/775/825,24,4.355456911783863,273.71515721349414,2.5106152549525222,0.21093409922930967,1.5847369792927686,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/700/750,24,4.354091424432912,691.7244879905566,2.836312427432406,0.2614168628089114,1.826755931080496,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/825/850,24,4.350608045106941,142.90265800290928,2.0745616973023115,0.2154228653189792,1.3270104836742322,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/725/775/825,24,4.3385366830542855,199.79483002195056,1.9363203845144015,0.2821752095585693,1.2741402074562163,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/675/825,24,4.327932407163335,618.7542464705766,2.8680682427189303,0.2528869617420174,1.8654615484913613,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/825/850,24,4.323035305403554,327.63823809193894,2.5158074998475004,0.2494075849326218,1.5798675231274777,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/775/800,24,4.315559645682295,123.30850150197541,2.0222892945562467,0.22600528030359995,1.2965156667544375,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/825/850,24,4.30883340359393,247.26573260057157,2.47889119910155,0.2174290147448864,1.5664680355805733,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/700/825,24,4.305447352292797,649.7032827713812,2.909456169878316,0.2538716067200801,1.8246558460110112,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/750/850,24,4.304886792950203,149.10973855885646,2.160099950898231,0.213958168795002,1.360322752281084,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/750/800,24,4.298540535782099,318.9486009207062,2.3780357180792824,0.26209033033180645,1.5653783093902491,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/775/800,24,4.293100866742963,227.41892970695048,2.389662265804596,0.22740346896532465,1.5125035627832022,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/800/850,24,4.292762836138465,164.729777810898,2.052656980573587,0.2750582894419222,1.3061755777731452,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/700/775,24,4.285457252667145,651.870212743388,2.7929479733818803,0.2745636260031972,1.80358772768159,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/725/825/850,24,4.280485625958796,187.50732560530668,1.9331450395720475,0.2901669803229616,1.2686029759853157,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/800/825,24,4.280338974278216,319.88544943364434,2.395394850571723,0.27699094772625105,1.6049050239610314,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/800/825,24,4.278193249613933,253.0862774954707,2.435078594809505,0.24212566872511185,1.5502425687824029,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/775/800,24,4.274815113113302,305.7365843125884,2.4258162895157214,0.2647290922324784,1.524859727598498,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/700/725/750,24,4.271297445983388,351.23479408509485,2.1000730526649964,0.32017492617740634,1.395902583953378,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/700/725/775,24,4.265030324777777,319.2280835503849,2.061049991130212,0.3192801500931736,1.3555261366554423,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/700/800/825,24,4.2646622513563095,269.4174412016731,2.075027360704886,0.3053120870989615,1.344805994842604,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/725/750/800,24,4.264510679143391,184.93319270189406,1.8572841542503267,0.3059206786784565,1.2218822290550302,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/725/775/850,24,4.257346914673519,192.7553703159705,2.1897889205513046,0.2607846278965662,1.3869497806080113,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/700/725/850,24,4.246726482032446,296.7912087203586,2.0324393843343094,0.32441430423162715,1.327574370222117,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/750/825,24,4.238581414624921,343.2578946250138,2.716664134040404,0.21802351175250373,1.7087013138044738,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/700/800,24,4.227683969929949,554.5644566685614,2.726943423945825,0.2826144897727047,1.7094191209822447,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/775/825,24,4.226585873771821,376.57806819140205,2.596973357023127,0.25716323986331696,1.725165970826068,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/800/850,24,4.223331240026017,209.96551095435717,2.371201071459888,0.2363996394245372,1.5039670443237214,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/700/850,24,4.220789719281662,618.1776075868189,2.746571849564142,0.29056862372788517,1.7744436926535656,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,650/700/750/825,24,4.2200002470411295,346.7852944414952,2.237162815645987,0.28915193277924167,1.466806726424868,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/750/825,24,4.207446541624629,439.5004958865937,2.72754896162908,0.250183123315832,1.7110202721247918,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/675/800/825,24,4.2049142794145205,343.3285005550116,2.4925951136152924,0.28616761836093974,1.5752104990012044,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/750/800/825,24,4.204638696351333,173.0523302319162,2.2000338393657186,0.25052703924047987,1.3905885708884802,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/750/775,24,4.203650767142204,419.23596918944827,2.714155971142588,0.2402549502594724,1.6991629160716697,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/725/800/850,24,4.203178183461867,122.56601996152953,2.0155665847496596,0.23681327999038723,1.3000705901507426,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/750/775,24,4.197397650079811,336.8194375534804,2.7103186694181316,0.21101801755479035,1.7000321385590882,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/800/850,24,4.191354277354138,292.89393661491056,2.422238546573679,0.2783797155783669,1.524297875974065,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/800/825,24,4.1881967406011915,387.5901468976713,2.4132324517167074,0.3273961942591855,1.5943419584851506,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/650/750/800,24,4.186225591885263,379.6900908617091,2.36694925882815,0.31089441536634277,1.5424506814661783,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/675/800,24,4.183306243962722,549.7490445253059,2.714364879242643,0.29043626591078403,1.7713119814674014,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/675/750/800,24,4.18129969271922,291.0668544446212,2.5475295110055773,0.2377680580866293,1.605664982665123,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/625/700/750,24,4.179310983246088,864.0436354938388,3.512183475831556,0.2100632432393265,2.201248691185577,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,625/700/750/850,24,4.178826865665268,383.5845148213448,2.654671894798015,0.24762046752912475,1.6603642601139774,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/700/750/850,24,4.178240500579248,299.2615380121844,2.6449985561270224,0.21600571164101506,1.6582836330913517,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/675/700,24,4.175508043321187,1091.9947352559777,3.4220309652667034,0.24589013895966302,2.208834836636232,,,,,,,,
S3,"S3 equilibrium-loop inlet (X4, H2/CO2 1.18)","P3 (k_meth, Ea_meth, n)",4,600/650/750/775,24,4.172967720733235,404.16097210429166,2.667522690197473,0.24723350619088205,1.7457929199218052,,,,,,,,
