stage,feed,parameter_set,n_T,temperatures,n_points,logdet_F,cond_number,rel_se_k_meth,rel_se_Ea_meth,rel_se_n,rel_se_k_carb,rel_se_Ea_carb,rel_se_k_crack,rel_se_Ea_crack,rel_se_k1_ref,rel_se_Ea1,rel_se_k2_ref,rel_se_Ea2
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,925/950,6,7.539189700677508,720.7724253159372,,,,,,,,0.10212046173620234,0.5331085338690001,0.5109257862341251,1.8937093343725409
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,950/1000,6,7.311339604608355,1513.1105432479517,,,,,,,,0.10212046179405912,0.31938617119231283,0.510925787101325,2.6596619592181385
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,950/1050,6,6.704163966617161,13928.146050119403,,,,,,,,0.10212046181726447,0.14320456538629256,0.5109257871897458,7.0002832288737205
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,950/975,6,5.2049706214824685,3225.9320052608937,,,,,,,,0.10212046179280436,0.5699976837820588,0.5109257871615145,4.01231518587518
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,975/1025,6,4.987838406907197,5238.845342583568,,,,,,,,0.17545712612410005,0.31996021995753043,2.1592765434002823,3.9889993492921927
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,975/1050,6,3.7873359428610573,32688.386915988693,,,,,,,,0.15061136057215696,0.20132330109117066,3.510817748746306,9.658099319897605
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,975/1000,6,2.772602748724339,11736.823428370566,,,,,,,,0.25658372583341926,0.6687380297382997,2.9836672445575236,6.492839502846264
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,1000/1025,6,1.5488828196645814,36873.253429664415,,,,,,,,0.4624708295035848,0.7126402687253085,6.769739316660011,8.955645172500057
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,1000/1050,6,1.4993527309813794,110929.563686803,,,,,,,,0.2833770711657502,0.3408253121065066,9.906541381306472,14.974960719957298
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",2,1025/1050,6,-1.8298570988005496,713107.8551001007,,,,,,,,0.5684173506926492,0.6467014113770546,29.334655971361745,31.05331437949742
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/925/1050,9,15.648451628953591,128.94556848663072,,,,,,,,0.058685264645385496,0.06568579109353002,0.520313142154572,0.43308838449762477
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/950/1050,9,15.648345912798394,116.11039808618249,,,,,,,,0.058315706861635556,0.06671886253985634,0.5077606800800069,0.39764340175584567
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/925/1025,9,15.527903157558455,110.53799764073904,,,,,,,,0.06123810663191051,0.07568263998423937,0.47837098278261725,0.3987543322813921
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/950/1025,9,15.524334485187186,98.00409759433091,,,,,,,,0.06007194968903239,0.07591365629468437,0.4733580215386207,0.3708946976683661
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/900/1050,9,15.319392181080875,244.3034818401723,,,,,,,,0.059366776503902374,0.06334775792958962,0.6794571885096188,0.566150746633139
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/950/1000,9,15.299724626857364,94.50334870823013,,,,,,,,0.06331595925081628,0.08710789108092087,0.45992964707051454,0.3627257913020842
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/900/1025,9,15.295046207373156,189.27316921417986,,,,,,,,0.06354147004508212,0.07406256275504845,0.5916500661061368,0.4940276524704861
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/925/1000,9,15.269495500416117,107.61248956391174,,,,,,,,0.06612134762949316,0.08866208904064066,0.4638134532984881,0.38904006540935165
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/950/975,9,15.068710780588027,95.65331940609093,,,,,,,,0.06575719418256412,0.09788200566472391,0.45154632453398397,0.36122726086499013
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/925/950,9,15.048748598577799,77.54579075720044,,,,,,,,0.08225920091049578,0.12154167406282489,0.36570790877840215,0.33778049925166453
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/900/1000,9,15.037065686389713,181.0255771293364,,,,,,,,0.07110793988312569,0.08851757403002669,0.5678547822696751,0.4766958341762342
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/925/975,9,14.976744041455564,109.89204890071629,,,,,,,,0.07081746674510375,0.10221116784313204,0.4562623517884705,0.38748437244746137
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/875/950,9,14.943178454436572,154.35448887530745,,,,,,,,0.0999074129122131,0.12039547372346321,0.47749479929323846,0.3993767129016242
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/900/950,9,14.880907062783841,108.37456022299901,,,,,,,,0.09264680753311486,0.12590050436938788,0.41006287139750774,0.3743004653408036
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/875/1025,9,14.848755950684408,470.5241516133837,,,,,,,,0.06817211762035819,0.07204950244689524,0.8986185096147326,0.6956375261664262
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,875/950/1050,9,14.843448904879834,158.8977293466576,,,,,,,,0.05832633156380219,0.07649536486067517,0.5066762129619689,0.538604943135093
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/900/975,9,14.733830726100784,180.21259030018842,,,,,,,,0.07691553063486412,0.10234283068621511,0.5523045460507744,0.4683019280412293
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,875/950/1025,9,14.705590333927926,124.22826468768365,,,,,,,,0.05928806902772788,0.08980807032223952,0.46413445487943394,0.4919773863313228
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/875/1000,9,14.657839589324585,418.9826319860639,,,,,,,,0.0804413527630874,0.08836733679276888,0.8345502179991017,0.6487616992616951
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,875/925/1050,9,14.644261105685487,223.35546226857153,,,,,,,,0.05807672870217815,0.0742079877352721,0.5885090783263127,0.6550904283896382
S2,"S2 equilibrium-loop inlet (X4, H2/CO2 1.64)","P4 (k1, Ea1, k2, Ea2)",3,850/975/1025,9,14.574501326016025,259.84763111205064,,,,,,,,0.06285266794529598,0.07597417823837163,0.7834558065347063,0.545797662828839
