 T3_K  phi  h_H2_to_CFR  r_CH4  purge_p  converged  iterations       method  C_total_tpd  C_from_CO2_total_tpd  C_from_CO2_total_tpd_mixing_tracer_upper  fresh_CO2_carbon_fixed_fraction  purge_carbon_tpd  H2_net_exportable_tpd  water_total_tpd  Q1_kW  Q2_kW  Q3_kW  S1_inlet_CH4_ratio_vs_fresh  S2_inlet_ratio_vs_once  closure_C_rel
  650  NaN         0.35   0.99      0.2       True          23       direct        47.35                 11.41                                     11.41                           0.9956           0.05255                  10.74            34.15   4118 -335.4  -1701                        1.359                   1.326      2.498e-11
  650  NaN         0.35   0.99      0.1       True          20       direct        47.37                 11.44                                     11.44                            0.998           0.02428                  10.73            34.27   4120 -338.8  -1700                        1.359                   1.338      3.047e-11
  650  NaN         0.35   0.99     0.05       True          20       direct        47.39                 11.45                                     11.45                            0.999           0.01165                  10.74            34.33   4121 -340.9  -1700                         1.36                   1.344      3.753e-11
  650  NaN         0.35   0.99     0.02       True          20       direct        47.39                 11.46                                     11.46                           0.9996          0.004546                  10.74            34.36   4122 -342.2  -1699                         1.36                   1.348      3.693e-11
  650  NaN         0.35   0.99     0.01       True          19       direct         47.4                 11.46                                     11.46                           0.9998          0.002254                  10.74            34.37   4122 -342.7  -1699                         1.36                    1.35      3.261e-11
  650  NaN          0.5      0        1       True           1 once-through        34.85                     0                                         0                                0             12.55                  6.712            32.71   3031 -196.4  -1790                            1                     NaN      1.383e-15
  650  NaN          0.5    0.9      0.2       True          26       direct        47.12                 11.21                                     11.21                           0.9776            0.2814                  10.64            34.23   4098 -353.2  -1689                        1.352                   1.527      3.032e-13
  650  NaN          0.5    0.9      0.1       True          25       direct        47.26                 11.33                                     11.33                           0.9887            0.1422                  10.69            34.31   4110 -373.8  -1669                        1.356                   1.595      3.475e-13
  650  NaN          0.5    0.9     0.05       True          26       direct        47.33                  11.4                                      11.4                           0.9943           0.07152                  10.71            34.35   4116 -386.7  -1657                        1.358                   1.635      2.741e-13
  650  NaN          0.5    0.9     0.02       True          26       direct        47.37                 11.44                                     11.44                           0.9977            0.0287                  10.73            34.37   4120 -395.3  -1648                        1.359                   1.661      3.162e-13
  650  NaN          0.5    0.9     0.01       True          25       direct        47.38                 11.45                                     11.45                           0.9989           0.01437                  10.73            34.38   4121 -398.4  -1645                         1.36                    1.67      2.448e-13
  650  NaN          0.5   0.95      0.2       True          26       direct        47.26                 11.34                                     11.34                           0.9892             0.135                  10.69            34.23   4110   -413  -1631                        1.356                   1.532      2.079e-13
  650  NaN          0.5   0.95      0.1       True          25       direct        47.33                  11.4                                      11.4                           0.9946           0.06781                  10.71            34.31   4116 -440.3  -1604                        1.358                   1.599       2.31e-13
  650  NaN          0.5   0.95     0.05       True          26       direct        47.37                 11.43                                     11.43                           0.9973           0.03399                  10.72            34.35   4119 -456.4  -1589                        1.359                   1.638      1.824e-13
  650  NaN          0.5   0.95     0.02       True          26       direct        47.39                 11.45                                     11.45                           0.9989           0.01362                  10.73            34.37   4121   -467  -1578                         1.36                   1.664      2.105e-13
  650  NaN          0.5   0.95     0.01       True          25       direct        47.39                 11.46                                     11.46                           0.9995          0.006812                  10.73            34.38   4122 -470.7  -1575                         1.36                   1.673      1.629e-13
  650  NaN          0.5   0.99      0.2       True          25       direct        47.37                 11.44                                     11.44                           0.9979           0.02628                  10.73            34.24   4120 -458.1  -1587                        1.359                   1.535      3.617e-13
  650  NaN          0.5   0.99      0.1       True          25       direct        47.39                 11.45                                     11.45                            0.999           0.01313                  10.73            34.31   4121   -490  -1556                         1.36                   1.602       1.73e-13
  650  NaN          0.5   0.99     0.05       True          26       direct        47.39                 11.46                                     11.46                           0.9995          0.006562                  10.73            34.35   4122 -508.4  -1538                         1.36                   1.641      1.372e-13
  650  NaN          0.5   0.99     0.02       True          26       direct         47.4                 11.46                                     11.46                           0.9998          0.002625                  10.73            34.37   4122 -520.2  -1527                         1.36                   1.666      1.582e-13
  650  NaN          0.5   0.99     0.01       True          25       direct         47.4                 11.46                                     11.46                           0.9999          0.001312                  10.74            34.38   4122 -524.3  -1523                         1.36                   1.675      1.241e-13
  650  NaN         0.75      0        1       True           1 once-through        34.85                     0                                         0                                0             12.55                  6.526            33.49   3031 -196.4  -1838                            1                     NaN      9.219e-16
  650  NaN         0.75    0.9      0.2       True          38       direct        47.12                 11.21                                     11.21                           0.9776            0.2811                  10.64            34.26   4098 -649.7  -1402                        1.352                   2.139      3.261e-14
  650  NaN         0.75    0.9      0.1       True          43       direct        47.26                 11.33                                     11.33                           0.9887            0.1421                  10.69            34.33   4110 -769.5  -1285                        1.356                   2.497      2.247e-14
  650  NaN         0.75    0.9     0.05       True          48       direct        47.33                  11.4                                      11.4                           0.9943           0.07147                  10.71            34.36   4116 -844.7  -1212                        1.358                   2.749      1.556e-14
  650  NaN         0.75    0.9     0.02       True          51       direct        47.37                 11.44                                     11.44                           0.9977           0.02869                  10.73            34.37   4120 -895.9  -1163                        1.359                   2.936      1.245e-14
  650  NaN         0.75    0.9     0.01       True          49       direct        47.38                 11.45                                     11.45                           0.9989           0.01436                  10.73            34.38   4121   -914  -1145                         1.36                   3.005      1.533e-14
  650  NaN         0.75   0.95      0.2       True          38       direct        47.26                 11.34                                     11.34                           0.9893            0.1347                  10.69            34.26   4110   -701  -1352                        1.356                   2.144      2.581e-14
  650  NaN         0.75   0.95      0.1       True          43       direct        47.33                  11.4                                      11.4                           0.9946           0.06773                  10.71            34.33   4116 -822.8  -1233                        1.358                     2.5      1.752e-14
  650  NaN         0.75   0.95     0.05       True          48       direct        47.37                 11.43                                     11.43                           0.9973           0.03396                  10.72            34.36   4119   -898  -1160                        1.359                   2.751      1.141e-14
  650  NaN         0.75   0.95     0.02       True          51       direct        47.39                 11.45                                     11.45                           0.9989            0.0136                  10.73            34.37   4121 -948.8  -1111                         1.36                   2.936      1.279e-14
  650  NaN         0.75   0.95     0.01       True          49       direct        47.39                 11.46                                     11.46                           0.9995          0.006806                  10.73            34.38   4122 -966.8  -1094                         1.36                   3.006      1.175e-14
  650  NaN         0.75   0.99      0.2       True          38       direct        47.37                 11.44                                     11.44                           0.9979           0.02609                  10.73            34.26   4120 -739.4  -1314                        1.359                   2.148      2.708e-14
  650  NaN         0.75   0.99      0.1       True          43       direct        47.39                 11.45                                     11.45                            0.999           0.01306                  10.73            34.33   4121 -862.4  -1195                         1.36                   2.503      1.924e-14
  650  NaN         0.75   0.99     0.05       True          48       direct        47.39                 11.46                                     11.46                           0.9995          0.006532                  10.73            34.36   4122 -937.5  -1122                         1.36                   2.752      1.682e-14
  650  NaN         0.75   0.99     0.02       True          51       direct         47.4                 11.46                                     11.46                           0.9998          0.002614                  10.73            34.38   4122   -988  -1073                         1.36                   2.937      1.383e-14
  650  NaN         0.75   0.99     0.01       True          49       direct         47.4                 11.46                                     11.46                           0.9999          0.001307                  10.74            34.38   4122  -1006  -1056                         1.36                   3.006      1.291e-14
  650  NaN            1      0        1       True           1 once-through        34.85                     0                                         0                                0             12.55                  6.524             33.5   3031 -196.4  -1839                            1                     NaN      9.219e-16
  650  NaN            1    0.9      0.2       True          77       direct        47.12                 11.21                                     11.21                           0.9776            0.2811                  10.64             34.3   4098  -1135 -929.8                        1.352                   3.877      4.609e-16
  650  NaN            1    0.9      0.1       True         148       direct        47.26                 11.33                                     11.33                           0.9887            0.1421                  10.69            34.36   4110  -1510 -565.6                        1.356                   7.166      3.687e-15
  650  NaN            1    0.9     0.05       True         289       direct        47.33                  11.4                                      11.4                           0.9943           0.07147                  10.71            34.38   4116  -1768 -313.8                        1.358                   13.74     -1.844e-15
  650  NaN            1    0.9     0.02       True          93     wegstein        47.37                 11.44                                     11.44                           0.9977           0.02869                  10.73            34.38   4120  -1953 -133.7                        1.359                   33.47      5.762e-16
  650  NaN            1    0.9     0.01       True         132     wegstein        47.38                 11.45                                     11.45                           0.9989           0.01436                  10.73            34.38   4121  -2020 -68.23                         1.36                   66.35      4.609e-15
  650  NaN            1   0.95      0.2       True          77       direct        47.26                 11.34                                     11.34                           0.9893            0.1347                  10.69             34.3   4110  -1172 -894.1                        1.356                   3.886      9.219e-16
  650  NaN            1   0.95      0.1       True         148       direct        47.33                  11.4                                      11.4                           0.9946           0.06773                  10.71            34.36   4116  -1536 -540.2                        1.358                   7.174      5.186e-15
  650  NaN            1   0.95     0.05       True         289       direct        47.37                 11.43                                     11.43                           0.9973           0.03396                  10.72            34.38   4119  -1784 -298.5                        1.359                   13.75      1.152e-16
  650  NaN            1   0.95     0.02       True          93     wegstein        47.39                 11.45                                     11.45                           0.9989            0.0136                  10.73            34.38   4121  -1960 -126.8                         1.36                   33.48     -5.877e-15
  650  NaN            1   0.95     0.01       True         132     wegstein        47.39                 11.46                                     11.46                           0.9995          0.006806                  10.73            34.38   4122  -2024 -64.69                         1.36                   66.36      1.268e-15
  650  NaN            1   0.99      0.2       True          77       direct        47.37                 11.44                                     11.44                           0.9979           0.02608                  10.73             34.3   4120  -1199 -867.5                        1.359                   3.893      2.189e-15
  650  NaN            1   0.99      0.1       True         148       direct        47.39                 11.45                                     11.45                            0.999           0.01306                  10.73            34.36   4121  -1555 -521.4                         1.36                   7.181      4.955e-15
  650  NaN            1   0.99     0.05       True         289       direct        47.39                 11.46                                     11.46                           0.9995          0.006531                  10.73            34.38   4122  -1795 -287.4                         1.36                   13.76     -2.189e-15
  650  NaN            1   0.99     0.02       True          93     wegstein         47.4                 11.46                                     11.46                           0.9998          0.002613                  10.73            34.38   4122  -1965 -121.9                         1.36                   33.48     -1.844e-15
  650  NaN            1   0.99     0.01       True         132     wegstein         47.4                 11.46                                     11.46                           0.9999          0.001307                  10.74            34.38   4122  -2026 -62.12                         1.36                   66.36     -1.498e-15

===== Tier 3 KINETIC (uncalibrated) =====
 T3_K  phi  h_H2_to_CFR  r_CH4  purge_p  converged  iterations       method  C_total_tpd  C_from_CO2_total_tpd  C_from_CO2_total_tpd_mixing_tracer_upper  fresh_CO2_carbon_fixed_fraction  purge_carbon_tpd  H2_net_exportable_tpd  water_total_tpd  Q1_kW  Q2_kW  Q3_kW  S1_inlet_CH4_ratio_vs_fresh  S2_inlet_ratio_vs_once  closure_C_rel
  650    0         0.35      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.67            12.14   2728  274.1 -8.902                            1                     NaN      4.609e-16
  650    0         0.35    0.9      0.2       True          76       direct        36.01                0.1855                                     3.318                          0.01618             11.39                  12.91            14.58   3132    324 -39.92                        1.148                   1.907     -9.982e-09
  650    0         0.35    0.9      0.1       True          54     wegstein        36.14                0.2592                                     3.411                          0.02261             11.26                  12.88               15   3143    331 -55.32                        1.152                   2.559      4.578e-09
  650    0         0.35    0.9     0.05       True         287       direct        36.27                0.3595                                     3.503                          0.03136             11.13                  12.86            15.31   3143  334.7 -66.07                        1.152                   3.764     -4.549e-08
  650    0         0.35    0.9     0.02       True          91     wegstein        36.34                0.4104                                     3.552                           0.0358             11.06                  12.85            15.48   3133  336.8 -61.84                        1.149                   7.308      -9.54e-08
  650    0         0.35    0.9     0.01       True         131     wegstein        36.36                0.4305                                      3.57                          0.03755             11.04                  12.84            15.54   3129  337.5 -60.07                        1.147                   13.19     -2.261e-07
  650    0         0.35   0.95      0.2       True          76       direct        36.07                0.1885                                     3.362                          0.01644             11.33                  12.93            14.59   3137  324.1 -40.03                         1.15                   1.906     -9.982e-09
  650    0         0.35   0.95      0.1       True          54     wegstein        36.17                  0.26                                     3.433                          0.02268             11.23                  12.89               15   3145    331 -55.12                        1.153                   2.557      2.492e-09
  650    0         0.35   0.95     0.05       True         287       direct        36.28                0.3608                                     3.515                          0.03148             11.12                  12.86            15.31   3145  334.7 -66.21                        1.153                   3.761      -4.55e-08
  650    0         0.35   0.95     0.02       True          91     wegstein        36.34                0.4108                                     3.556                          0.03584             11.06                  12.85            15.48   3134  336.8 -61.92                        1.149                   7.304     -9.537e-08
  650    0         0.35   0.95     0.01       True         131     wegstein        36.36                0.4306                                     3.572                          0.03757             11.03                  12.84            15.54   3129  337.5 -60.13                        1.147                   13.18     -2.261e-07
  650    0         0.35   0.99      0.2       True          76       direct        36.12                0.1907                                     3.395                          0.01663             11.28                  12.95            14.59   3141  324.2  -40.1                        1.151                   1.906     -9.982e-09
  650    0         0.35   0.99      0.1       True          51     wegstein        36.19                0.2606                                     3.449                          0.02274             11.21                   12.9               15   3147  331.1 -54.99                        1.154                   2.556      1.089e-08
  650    0         0.35   0.99     0.05       True         287       direct         36.3                0.3618                                     3.523                          0.03156              11.1                  12.87            15.31   3146  334.7 -66.32                        1.153                   3.759     -4.551e-08
  650    0         0.35   0.99     0.02       True          91     wegstein        36.35                0.4111                                      3.56                          0.03586             11.05                  12.85            15.48   3134  336.8 -61.98                        1.149                   7.302     -9.539e-08
  650    0         0.35   0.99     0.01       True         131     wegstein        36.37                0.4308                                     3.574                          0.03758             11.03                  12.84            15.54   3130  337.5 -60.18                        1.147                   13.18     -2.261e-07
  650    0          0.5      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.67            12.16   2728  274.1 -10.65                            1                     NaN      6.914e-16
  650    0          0.5    0.9      0.2       True          76       direct        36.03                0.2099                                     3.335                          0.01831             11.37                  12.87            14.93   3134  330.8 -44.89                        1.149                   2.132     -1.034e-08
  650    0          0.5    0.9      0.1       True         143       direct        36.28                0.4058                                     3.516                           0.0354             11.11                  12.82             15.6   3156  339.3 -86.38                        1.157                   2.835     -2.088e-08
  650    0          0.5    0.9     0.05       True          72     wegstein        36.46                0.5498                                     3.639                          0.04796             10.94                  12.78            16.01   3171  343.9 -116.6                        1.162                   4.052      -8.77e-09
  650    0          0.5    0.9     0.02       True         132     wegstein        36.65                0.7251                                     3.777                          0.06326             10.75                  12.74             16.4   3155  346.9 -123.3                        1.157                   7.493     -4.225e-08
  650    0          0.5    0.9     0.01       True         131     wegstein        36.72                0.7849                                     3.824                          0.06847             10.68                  12.73            16.53   3141  347.9 -117.6                        1.152                   13.17     -2.071e-07
  650    0          0.5   0.95      0.2       True          76       direct         36.1                0.2133                                      3.38                          0.01861              11.3                  12.89            14.94   3139  330.9 -45.02                        1.151                   2.132     -1.034e-08
  650    0          0.5   0.95      0.1       True         143       direct        36.32                0.4091                                     3.539                          0.03569             11.08                  12.83             15.6   3158  339.4  -86.5                        1.158                   2.833     -2.089e-08
  650    0          0.5   0.95     0.05       True          75     wegstein        36.48                0.5538                                     3.653                          0.04831             10.92                  12.79            16.01   3172    344 -117.1                        1.163                   4.049     -9.868e-09
  650    0          0.5   0.95     0.02       True         125     wegstein        36.66                0.7261                                     3.782                          0.06334             10.74                  12.75             16.4   3156  346.9 -123.5                        1.157                   7.489     -8.865e-08
  650    0          0.5   0.95     0.01       True         131     wegstein        36.72                0.7853                                     3.826                          0.06851             10.68                  12.73            16.53   3142  347.9 -117.7                        1.152                   13.16     -2.071e-07
  650    0          0.5   0.99      0.2       True          76       direct        36.14                0.2158                                     3.413                          0.01883             11.26                  12.91            14.94   3143  330.9 -45.11                        1.152                   2.132     -1.034e-08
  650    0          0.5   0.99      0.1       True         143       direct        36.34                0.4115                                     3.557                           0.0359             11.06                  12.83             15.6   3161  339.4 -86.59                        1.159                   2.832     -2.089e-08
  650    0          0.5   0.99     0.05       True          76     wegstein        36.49                0.5565                                     3.662                          0.04855             10.91                  12.79            16.02   3173    344 -117.4                        1.163                   4.047     -8.714e-09
  650    0          0.5   0.99     0.02       True         130     wegstein        36.66                0.7268                                     3.785                           0.0634             10.74                  12.75             16.4   3156  346.9 -123.5                        1.157                   7.487     -6.008e-08
  650    0          0.5   0.99     0.01       True         131     wegstein        36.72                0.7856                                     3.828                          0.06853             10.68                  12.73            16.53   3142  347.9 -117.7                        1.152                   13.16     -2.071e-07
  650    0         0.75      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.66            12.19   2728  274.1 -12.81                            1                     NaN              0
  650    0         0.75    0.9      0.2       True          76       direct         36.1                0.2743                                     3.381                          0.02393              11.3                   12.8            15.61   3139  343.2 -58.06                        1.151                   2.805     -9.747e-09
  650    0         0.75    0.9      0.1       True         143       direct        36.37                0.4908                                     3.576                          0.04281             11.03                  12.72            16.42   3163  354.3 -103.7                        1.159                   3.841     -2.273e-08
  650    0         0.75    0.9     0.05       True         270       direct        36.78                0.8725                                      3.87                          0.07612             10.62                  12.64            17.26   3199  360.7 -184.4                        1.173                   5.243     -4.351e-08
  650    0         0.75    0.9     0.02       True         136     wegstein        37.34                 1.411                                     4.267                           0.1231             10.06                  12.53            18.26   3247  365.4 -298.3                         1.19                   8.562       -1.5e-08
  650    0         0.75    0.9     0.01       True         194     wegstein        37.99                 2.061                                     4.736                           0.1798             9.407                  12.42            19.33   3265  367.8 -399.2                        1.197                   13.29     -1.081e-07
  650    0         0.75   0.95      0.2       True          76       direct        36.16                0.2785                                     3.427                          0.02429             11.24                  12.82            15.61   3145  343.3 -58.18                        1.153                   2.806     -9.741e-09
  650    0         0.75   0.95      0.1       True         143       direct         36.4                0.4947                                     3.601                          0.04316                11                  12.73            16.42   3166  354.3 -103.9                        1.161                    3.84     -2.272e-08
  650    0         0.75   0.95     0.05       True         270       direct         36.8                0.8762                                     3.883                          0.07644              10.6                  12.65            17.27   3200  360.7 -184.6                        1.173                    5.24     -4.349e-08
  650    0         0.75   0.95     0.02       True         142     wegstein        37.34                 1.413                                     4.273                           0.1233             10.06                  12.54            18.26   3248  365.4 -298.3                        1.191                   8.559     -2.496e-08
  650    0         0.75   0.95     0.01       True         194     wegstein           38                 2.063                                      4.74                             0.18             9.402                  12.42            19.33   3266  367.8 -399.4                        1.197                   13.29      -1.08e-07
  650    0         0.75   0.99      0.2       True          76       direct        36.21                0.2816                                      3.46                          0.02457             11.19                  12.83            15.62   3149  343.3 -58.26                        1.154                   2.806     -9.736e-09
  650    0         0.75   0.99      0.1       True         143       direct        36.43                0.4976                                     3.619                          0.04341             10.97                  12.74            16.42   3168  354.3   -104                        1.161                   3.839     -2.271e-08
  650    0         0.75   0.99     0.05       True         270       direct        36.81                0.8789                                     3.893                          0.07667             10.59                  12.65            17.27   3201  360.7 -184.7                        1.174                   5.238     -4.348e-08
  650    0         0.75   0.99     0.02       True         140     wegstein        37.35                 1.414                                     4.277                           0.1234             10.05                  12.54            18.26   3248  365.4 -298.2                        1.191                   8.556     -2.525e-08
  650    0         0.75   0.99     0.01       True         196     wegstein           38                 2.064                                     4.742                           0.1801             9.399                  12.42            19.33   3266  367.8 -399.6                        1.197                   13.29     -9.133e-08
  650    0            1      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.65            12.21   2728  274.1 -14.34                            1                     NaN      6.914e-16
  650    0            1    0.9      0.2       True          77       direct        36.16                0.3365                                     3.426                          0.02935             11.24                  12.71            16.37   3145  357.7 -70.95                        1.153                   4.819     -6.569e-09
  650    0            1    0.9      0.1       True         147       direct        36.53                0.6481                                     3.689                          0.05654             10.87                   12.6            17.48   3177    372 -136.5                        1.164                   9.369     -9.964e-09
  650    0            1    0.9     0.05       True         287       direct        37.13                 1.222                                     4.119                           0.1066             10.27                  12.48            18.68   3229  379.8 -257.4                        1.184                   18.28     -7.291e-09
  650    0            1    0.9     0.02       True          98     wegstein        38.57                  2.64                                     5.146                           0.2303             8.834                  12.22            21.03   3354  384.7 -556.5                        1.229                   43.83     -5.984e-09
  650    0            1    0.9     0.01       True         132     wegstein        40.25                 4.319                                      6.35                           0.3768              7.15                  11.94            23.61   3500  386.3 -910.5                        1.283                   83.83       1.75e-08
  650    0            1   0.95      0.2       True          77       direct        36.22                0.3412                                     3.472                          0.02977             11.18                  12.73            16.37   3150  357.8 -71.01                        1.155                   4.823     -6.567e-09
  650    0            1   0.95      0.1       True         147       direct        36.56                0.6527                                     3.714                          0.05694             10.84                  12.62            17.48   3180  372.1 -136.6                        1.166                   9.373     -9.962e-09
  650    0            1   0.95     0.05       True         287       direct        37.15                 1.226                                     4.133                            0.107             10.25                  12.49            18.68   3231  379.8 -257.4                        1.184                   18.28     -7.292e-09
  650    0            1   0.95     0.02       True          98     wegstein        38.58                 2.644                                     5.153                           0.2307             8.824                  12.23            21.03   3355  384.7 -556.6                         1.23                   43.84     -5.815e-09
  650    0            1   0.95     0.01       True         139     wegstein        40.26                 4.322                                     6.355                            0.377             7.144                  11.94            23.62   3501  386.3 -910.5                        1.283                   83.83      4.171e-09
  650    0            1   0.99      0.2       True          77       direct        36.27                0.3448                                     3.505                          0.03008             11.13                  12.75            16.37   3154  357.8 -71.06                        1.156                   4.826     -6.566e-09
  650    0            1   0.99      0.1       True         147       direct        36.59                0.6561                                     3.732                          0.05724             10.81                  12.62            17.48   3182  372.1 -136.6                        1.166                   9.376     -9.961e-09
  650    0            1   0.99     0.05       True         287       direct        37.16                 1.229                                     4.144                           0.1072             10.24                  12.49            18.68   3232  379.8 -257.5                        1.185                   18.28     -7.293e-09
  650    0            1   0.99     0.02       True          98     wegstein        38.58                 2.647                                     5.158                           0.2309             8.817                  12.23            21.03   3355  384.7 -556.6                         1.23                   43.84     -7.349e-09
  650    0            1   0.99     0.01       True         131     wegstein        40.26                 4.324                                     6.358                           0.3772             7.139                  11.94            23.62   3501  386.3 -910.6                        1.283                   83.84      2.897e-08
  650  0.1         0.35      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.37            13.18   2728  158.6 -8.288                            1                     NaN      3.457e-16
  650  0.1         0.35    0.9      0.2       True          78       direct         36.5                0.6738                                     3.667                          0.05878              10.9                  12.81            15.43   3174  215.5 -37.71                        1.163                   1.895     -9.185e-09
  650  0.1         0.35    0.9      0.1       True          67     wegstein        36.44                  0.56                                     3.626                          0.04886             10.96                  12.83             15.5   3169  265.9 -55.18                        1.162                   2.536     -3.989e-09
  650  0.1         0.35    0.9     0.05       True         293       direct        36.39                0.4785                                     3.588                          0.04174             11.01                  12.84             15.5   3154  308.7 -65.93                        1.156                   3.742     -4.359e-08
  650  0.1         0.35    0.9     0.02       True          90     wegstein        36.35                0.4294                                     3.565                          0.03746             11.04                  12.84            15.51   3135  332.7 -61.81                        1.149                   7.298     -1.044e-07
  650  0.1         0.35    0.9     0.01       True         131     wegstein        36.36                0.4337                                     3.572                          0.03783             11.03                  12.84            15.55   3129  336.8 -60.07                        1.147                   13.18     -2.292e-07
  650  0.1         0.35   0.95      0.2       True          78       direct        36.57                0.6884                                      3.72                          0.06006             10.83                  12.83            15.44   3180  214.5  -37.8                        1.166                   1.894     -9.225e-09
  650  0.1         0.35   0.95      0.1       True          66     wegstein        36.48                0.5726                                     3.656                          0.04995             10.92                  12.84            15.51   3173  265.3 -56.41                        1.163                   2.533     -5.355e-09
  650  0.1         0.35   0.95     0.05       True         293       direct         36.4                0.4813                                     3.601                          0.04199                11                  12.84            15.51   3155  308.5 -66.08                        1.157                   3.739     -4.373e-08
  650  0.1         0.35   0.95     0.02       True          90     wegstein        36.36                  0.43                                      3.57                          0.03751             11.04                  12.85            15.51   3136  332.7  -61.9                        1.149                   7.295     -1.045e-07
  650  0.1         0.35   0.95     0.01       True         131     wegstein        36.37                0.4339                                     3.575                          0.03785             11.03                  12.84            15.55   3130  336.8 -60.13                        1.147                   13.18      -2.29e-07
  650  0.1         0.35   0.99      0.2       True          78       direct        36.63                0.6994                                     3.759                          0.06102             10.77                  12.85            15.45   3185  213.7 -37.86                        1.168                   1.893     -9.256e-09
  650  0.1         0.35   0.99      0.1       True          70     wegstein        36.51                0.5821                                     3.679                          0.05078             10.89                  12.84            15.53   3175  264.9 -57.34                        1.164                   2.531     -2.329e-09
  650  0.1         0.35   0.99     0.05       True         293       direct        36.42                0.4833                                      3.61                          0.04216             10.98                  12.85            15.51   3157  308.4 -66.19                        1.157                   3.736     -4.384e-08
  650  0.1         0.35   0.99     0.02       True          90     wegstein        36.37                0.4305                                     3.573                          0.03755             11.03                  12.85            15.51   3136  332.6 -61.96                         1.15                   7.292     -1.046e-07
  650  0.1         0.35   0.99     0.01       True         131     wegstein        36.37                0.4341                                     3.576                          0.03787             11.03                  12.84            15.55   3130  336.8 -60.17                        1.147                   13.18     -2.291e-07
  650  0.1          0.5      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.36             13.2   2728  158.6 -9.947                            1                     NaN     -2.305e-16
  650  0.1          0.5    0.9      0.2       True          78       direct        36.62                0.8015                                     3.758                          0.06992             10.77                  12.75            15.95   3185  199.5 -42.48                        1.168                   2.116     -9.318e-09
  650  0.1          0.5    0.9      0.1       True         148       direct        36.68                0.8053                                     3.801                          0.07026             10.71                  12.74            16.26   3190  248.9 -82.41                        1.169                   2.802     -2.008e-08
  650  0.1          0.5    0.9     0.05       True          59     wegstein        36.65                0.7421                                     3.776                          0.06474             10.75                  12.75            16.32   3187  301.3 -115.4                        1.168                   4.016     -7.645e-09
  650  0.1          0.5    0.9     0.02       True         130     wegstein        36.69                0.7638                                     3.804                          0.06663             10.71                  12.74            16.46   3159  338.4 -123.3                        1.158                   7.473     -6.175e-08
  650  0.1          0.5    0.9     0.01       True         208     wegstein        36.72                0.7925                                     3.829                          0.06914             10.68                  12.73            16.54   3142  346.2 -117.6                        1.152                   13.16     -9.853e-08
  650  0.1          0.5   0.95      0.2       True          78       direct         36.7                 0.818                                     3.812                          0.07136              10.7                  12.77            15.96   3192  198.4  -42.6                         1.17                   2.115     -9.348e-09
  650  0.1          0.5   0.95      0.1       True         148       direct        36.72                0.8145                                     3.829                          0.07106             10.68                  12.75            16.27   3194  248.3 -82.51                        1.171                     2.8     -2.018e-08
  650  0.1          0.5   0.95     0.05       True          67     wegstein        36.67                 0.744                                     3.789                           0.0649             10.73                  12.75            16.32   3189  301.1   -115                        1.169                   4.013     -2.542e-09
  650  0.1          0.5   0.95     0.02       True         129     wegstein         36.7                 0.765                                      3.81                          0.06674              10.7                  12.74            16.46   3159  338.4 -123.4                        1.158                   7.469      -6.73e-08
  650  0.1          0.5   0.95     0.01       True         203     wegstein        36.73                 0.793                                     3.832                          0.06918             10.67                  12.73            16.54   3142  346.2 -117.7                        1.152                   13.16     -1.355e-07
  650  0.1          0.5   0.99      0.2       True          78       direct        36.76                0.8304                                     3.853                          0.07244             10.64                  12.79            15.97   3197  197.7 -42.69                        1.172                   2.115      -9.37e-09
  650  0.1          0.5   0.99      0.1       True         148       direct        36.75                0.8214                                      3.85                          0.07166             10.65                  12.76            16.27   3196  247.8 -82.59                        1.172                   2.798     -2.026e-08
  650  0.1          0.5   0.99     0.05       True          65     wegstein        36.68                0.7453                                     3.797                          0.06502             10.72                  12.76            16.32   3190  300.9 -114.7                        1.169                   4.011     -6.495e-09
  650  0.1          0.5   0.99     0.02       True         131     wegstein         36.7                0.7659                                     3.813                          0.06682              10.7                  12.74            16.46   3160  338.3 -123.5                        1.158                   7.467     -4.123e-08
  650  0.1          0.5   0.99     0.01       True         131     wegstein        36.73                0.7933                                     3.833                          0.06921             10.67                  12.73            16.54   3143  346.2 -117.7                        1.152                   13.15     -2.131e-07
  650  0.1         0.75      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.36            13.23   2728  158.6 -12.01                            1                     NaN      6.914e-16
  650  0.1         0.75    0.9      0.2       True          77       direct        36.91                 1.084                                      3.96                          0.09455             10.49                  12.63            16.99   3210  162.6 -54.15                        1.177                   2.774     -9.864e-09
  650  0.1         0.75    0.9      0.1       True         148       direct        37.07                 1.196                                     4.081                           0.1043             10.32                  12.59            17.57   3224  195.4 -97.72                        1.182                   3.773      -2.13e-08
  650  0.1         0.75    0.9     0.05       True         282       direct        37.25                 1.339                                     4.203                           0.1168             10.15                  12.56            18.01   3239  251.7 -176.4                        1.187                   5.146     -4.198e-08
