case,config,y_CH4_biogas,h_H2_to_CFR,CO2_carbon_fixed_fraction,C_total_tpd,heat_recovery_fraction,boundary,power_source,aux_power_kW,H2_exportable_tpd,H2_burned_for_heat_tpd,H2_after_heat_tpd,H2_for_auxiliaries_tpd,H2_net_final_tpd,self_sufficient,heat_recovery_required_for_zero_net,grid_cost_usd_y_at_0p06,grid_cost_usd_y_at_0p04,grid_cost_usd_y_at_0p08
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,0.35,0.8383980770666224,60.51831163276578,0.25,incl. upgrading (high 0.45),fuel cell 0.50,4731.264442148629,3.80683372648612,3.0672142490886967,0.7396194773974232,6.815747095532239,-6.076127618134816,False,2.105892651065773,2248296.862909029,1498864.5752726858,2997729.1505453717
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,0.35,0.8383980770666224,60.51831163276578,0.5,excl. upgrading (submitted boundary),H2 engine 0.40,2445.0676868376177,3.80683372648612,2.2487229944025064,1.5581107320836134,4.402882989503512,-2.8447722574198986,False,1.3689073466370103,1161896.164785236,774597.4431901573,1549194.8863803146
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,0.35,0.8383980770666224,60.51831163276578,0.5,excl. upgrading (submitted boundary),fuel cell 0.50,2445.0676868376177,3.80683372648612,2.2487229944025064,1.5581107320836134,3.5223063916028106,-1.9641956595191972,False,1.099943997041322,1161896.164785236,774597.4431901573,1549194.8863803146
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,0.35,0.8383980770666224,60.51831163276578,0.5,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,3715.176995343735,3.80683372648612,2.2487229944025064,1.5581107320836134,6.689994589454503,-5.13188385737089,False,2.067482800820657,1765452.1081873428,1176968.0721248952,2353936.1442497903
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,0.35,0.8383980770666224,60.51831163276578,0.5,incl. upgrading (base 0.25 kWh/Nm3),fuel cell 0.50,3715.176995343735,3.80683372648612,2.2487229944025064,1.5581107320836134,5.3519956715636035,-3.79388493947999,False,1.658804360388239,1765452.1081873428,1176968.0721248952,2353936.1442497903
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,0.35,0.8383980770666224,60.51831163276578,0.5,incl. upgrading (high 0.45),H2 engine 0.40,4731.264442148629,3.80683372648612,2.2487229944025064,1.5581107320836134,8.519683869415298,-6.961573137331684,False,2.626343164167574,2248296.862909029,1498864.5752726858,2997729.1505453717
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,0.35,0.8383980770666224,60.51831163276578,0.5,incl. upgrading (high 0.45),fuel cell 0.50,4731.264442148629,3.80683372648612,2.2487229944025064,1.5581107320836134,6.815747095532239,-5.257636363448626,False,2.105892651065773,2248296.862909029,1498864.5752726858,2997729.1505453717
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,0.5,0.883728046473538,61.88607401501757,0.0,excl. upgrading (submitted boundary),H2 engine 0.40,1863.2277161371342,3.347766374270134,3.7961637255393046,-0.4483973512691706,3.355151949826772,-3.8035493010959427,False,1.159144374630022,885405.8107083661,590270.5404722441,1180541.0809444883
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,0.5,0.883728046473538,61.88607401501757,0.0,excl. upgrading (submitted boundary),fuel cell 0.50,1863.2277161371342,3.347766374270134,3.7961637255393046,-0.4483973512691706,2.684121559861418,-3.1325189111305884,False,0.9546456182947193,885405.8107083661,590270.5404722441,1180541.0809444883
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,0.5,0.883728046473538,61.88607401501757,0.0,incl. upgrading (base 0.25 kWh/Nm3),H2 engine 0.40,3133.3370246432514,3.347766374270134,3.7961637255393046,-0.4483973512691706,5.642263549777763,-6.090660901046933,False,1.8561492864555067,1488961.754110473,992641.1694069821,1985282.3388139643
