case,value_type,converged,iterations,method,tear_err,Q1_kW,Q2_kW,Q3_kW,C_stage1_tpd,C_stage3_tpd,C_total_tpd,C_from_biogasCO2_tpd,CO2_carbon_fixed_fraction,water_S2_tpd,water_S3_tpd,water_total_tpd,H2_permeate_tpd,H2_in_purge_tpd,H2_net_exportable_tpd,recycle_CH4_to_S1_kmol_d,recycle_to_S2_kmol_d,S3_dry_gas_kmol_d,S1_inlet_CH4_ratio_vs_fresh,S1_X_CH4,S2_X_CO2_per_pass,purge_total_kmol_d,purge_CO2_tpd,purge_CO_tpd,purge_CH4_tpd,purge_H2_tpd,purge_carbon_kmol_d,purge_carbon_as_CO2_if_oxidised_tpd,closure_C_rel,closure_H_rel,closure_O_rel,wall_s
"X4 equilibrium (2b, y=0.60, h=0.50, eq recycle)",equilibrium,True,106,direct,9.807252747890807e-09,3275.2825049817966,842.1915835563433,-3170.825900152088,37.66114399366045,20.987067198951895,58.648211192612344,22.714728103228655,0.9481214692784147,37.13237654876547,30.952188370197984,68.08456491896345,4.412060797527448,0.020721721294105065,4.432782518821553,241.20421431455947,2251.947398846195,2611.675175473741,1.0806174835468434,0.9698161069695567,0.5282812522317399,118.52354730769447,4.50397989999453,0.020909155594326434,0.010183261079601274,0.020721721294105065,103.72353676648665,4.564769129556311,-3.152401205784372e-09,9.516540628643118e-10,-9.095867020086243e-09,24.057766914367676
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,True,312,direct,9.661362748497068e-09,3165.8776692639485,547.2220568931975,-70.88437412355776,36.40344949177478,0.233201933307243,36.63665142508202,0.7139614957708127,0.029801026862488412,26.07540722129542,1.9106330796855717,27.98604030098099,8.507519715233903,0.41857416720300133,8.926093882436904,480.2709177117264,40740.657068433575,43365.17346274736,1.1605205486010255,0.8728806831856024,0.12989418736835368,2144.245108864925,22.023764775092243,40.18421926002053,0.020276279823287474,0.41857416720300133,1936.3399341249924,85.21638416090678,-7.3591090790012e-08,1.4895170345615345e-10,-1.1490475098926819e-07,72.53263521194458
