case,config,y_CH4_biogas,H2_electrolysis_tpd,value_type,mode,phi,P2_bar,pressure_order,recycle,h_H2_to_CFR,heat_recovery_fraction,demand_definition,Q1_kW,Q2_kW,Q3_kW,exothermic_pool_kW,high_T_demand_kW,preheat_credit_kW,Q_fired_kW,H2_burned_tpd,H2_exportable_before_heat_tpd,H2_net_after_heat_tpd,self_sufficient_H2,H2_burned_share_of_exportable,C_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd
"2a_y0.65 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,-15.473331161094949,-8.715677076663265,24.189008237758216,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,9.999109086696718,7.687437566704899,True,0.2311877488232801,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,-15.473331161094949,-8.715677076663265,24.189008237758216,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,9.999109086696718,7.687437566704899,True,0.2311877488232801,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,-15.473331161094949,-8.715677076663265,24.189008237758216,2727.980709243213,6.047252059439554,3202.2746555103217,2.3065471214531295,9.999109086696718,7.692561965243589,True,0.23067526331139515,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,-15.473331161094949,-8.715677076663265,24.189008237758216,2727.980709243213,6.047252059439554,3202.2746555103217,2.3065471214531295,9.999109086696718,7.692561965243589,True,0.23067526331139515,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,-15.473331161094949,-8.715677076663265,24.189008237758216,2727.980709243213,12.094504118879108,3195.1602413227456,2.3014227229144404,9.999109086696718,7.697686363782278,True,0.23016277779951022,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,-15.473331161094949,-8.715677076663265,24.189008237758216,2727.980709243213,12.094504118879108,3195.1602413227456,2.3014227229144404,9.999109086696718,7.697686363782278,True,0.23016277779951022,31.36820759930369,0.0,0.0
"2a_y0.65 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.0,Q1 only,3179.250474472247,407.9033685333365,-52.94969599782308,52.94969599782308,3179.250474472247,0.0,3740.2946758497023,2.694074320927588,11.878395838514248,9.18432151758666,True,0.22680455825460719,36.759106112603696,0.0432247924846198,3.0646773520447126
"2a_y0.65 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.0,Q1 + Q2+,3179.250474472247,407.9033685333365,-52.94969599782308,52.94969599782308,3587.1538430055834,0.0,4220.180991771274,3.039728744638241,11.878395838514248,8.838667093876007,True,0.25590397777301643,36.759106112603696,0.0432247924846198,3.0646773520447126
"2a_y0.65 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.25,Q1 only,3179.250474472247,407.9033685333365,-52.94969599782308,52.94969599782308,3179.250474472247,13.23742399945577,3724.721235850343,2.682857021643208,11.878395838514248,9.19553881687104,True,0.22586021362786815,36.759106112603696,0.0432247924846198,3.0646773520447126
"2a_y0.65 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.25,Q1 + Q2+,3179.250474472247,407.9033685333365,-52.94969599782308,52.94969599782308,3587.1538430055834,13.23742399945577,4204.6075517719155,3.0285114453538613,11.878395838514248,8.849884393160387,True,0.25495963314627745,36.759106112603696,0.0432247924846198,3.0646773520447126
"2a_y0.65 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.5,Q1 only,3179.250474472247,407.9033685333365,-52.94969599782308,52.94969599782308,3179.250474472247,26.47484799891154,3709.1477958509827,2.671639722358827,11.878395838514248,9.206756116155422,True,0.22491586900112903,36.759106112603696,0.0432247924846198,3.0646773520447126
"2a_y0.65 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.5,Q1 + Q2+,3179.250474472247,407.9033685333365,-52.94969599782308,52.94969599782308,3587.1538430055834,26.47484799891154,4189.034111772555,3.0172941460694798,11.878395838514248,8.861101692444768,True,0.2540152885195383,36.759106112603696,0.0432247924846198,3.0646773520447126
"2a_y0.65 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.0,Q1 only,2727.980709243213,-148.14250047431733,-39.10340414040318,187.2459046147205,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,9.208355722865289,6.89668420287347,True,0.25104064064898163,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.0,Q1 + Q2+,2727.980709243213,-148.14250047431733,-39.10340414040318,187.2459046147205,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,9.208355722865289,6.89668420287347,True,0.25104064064898163,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.25,Q1 only,2727.980709243213,-148.14250047431733,-39.10340414040318,187.2459046147205,2727.980709243213,46.811476153680125,3154.3167448112154,2.2720038068490607,9.208355722865289,6.936351916016228,True,0.24673284517098346,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.25,Q1 + Q2+,2727.980709243213,-148.14250047431733,-39.10340414040318,187.2459046147205,2727.980709243213,46.811476153680125,3154.3167448112154,2.2720038068490607,9.208355722865289,6.936351916016228,True,0.24673284517098346,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.5,Q1 only,2727.980709243213,-148.14250047431733,-39.10340414040318,187.2459046147205,2727.980709243213,93.62295230736025,3099.2444199245324,2.2323360937063015,9.208355722865289,6.976019629158987,True,0.24242504969298512,31.36820759930369,0.0,0.0
"2a_y0.65 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.5,Q1 + Q2+,2727.980709243213,-148.14250047431733,-39.10340414040318,187.2459046147205,2727.980709243213,93.62295230736025,3099.2444199245324,2.2323360937063015,9.208355722865289,6.976019629158987,True,0.24242504969298512,31.36820759930369,0.0,0.0
"2a_y0.65 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.0,Q1 only,3226.411157932095,411.3885279760516,-251.4449237968275,251.4449237968275,3226.411157932095,0.0,3795.7778328612885,2.7340379498667846,11.613791096459211,8.879753146592426,True,0.2354130470540608,38.00272914377989,0.1074934527351998,7.621384190748256
"2a_y0.65 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.0,Q1 + Q2+,3226.411157932095,411.3885279760516,-251.4449237968275,251.4449237968275,3637.799685908147,0.0,4279.764336362526,3.082645672990097,11.613791096459211,8.531145423469114,True,0.2654297504912007,38.00272914377989,0.1074934527351998,7.621384190748256
"2a_y0.65 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.25,Q1 only,3226.411157932095,411.3885279760516,-251.4449237968275,251.4449237968275,3226.411157932095,62.86123094920688,3721.8234435092804,2.6807697882538593,11.613791096459211,8.933021308205351,True,0.23082641714393906,38.00272914377989,0.1074934527351998,7.621384190748256
"2a_y0.65 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.25,Q1 + Q2+,3226.411157932095,411.3885279760516,-251.4449237968275,251.4449237968275,3637.799685908147,62.86123094920688,4205.809947010518,3.0293775113771715,11.613791096459211,8.58441358508204,True,0.260843120581079,38.00272914377989,0.1074934527351998,7.621384190748256
"2a_y0.65 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.5,Q1 only,3226.411157932095,411.3885279760516,-251.4449237968275,251.4449237968275,3226.411157932095,125.72246189841375,3647.8690541572723,2.627501626640934,11.613791096459211,8.986289469818278,True,0.22623978723381732,38.00272914377989,0.1074934527351998,7.621384190748256
"2a_y0.65 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.65,0.65,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.5,Q1 + Q2+,3226.411157932095,411.3885279760516,-251.4449237968275,251.4449237968275,3637.799685908147,125.72246189841375,4131.8555576585095,2.9761093497642466,11.613791096459211,8.637681746694964,True,0.2562564906709573,38.00272914377989,0.1074934527351998,7.621384190748256
2b_y0.65 eq once-through h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 only,3030.936066508513,166.46656841671978,-1728.757906634722,1728.757906634722,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,6.0666456734460725,3.498251930732443,True,0.42336307095625875,44.85080943001528,0.5167424448840945,36.63751233137761
2b_y0.65 eq once-through h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 + Q2+,3030.936066508513,166.46656841671978,-1728.757906634722,1728.757906634722,3197.4026349252326,0.0,3761.650158735568,2.7094563330522745,6.0666456734460725,3.357189340393798,True,0.44661522674905224,44.85080943001528,0.5167424448840945,36.63751233137761
2b_y0.65 eq once-through h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 only,3030.936066508513,166.46656841671978,-1728.757906634722,1728.757906634722,3030.936066508513,432.1894766586805,3057.348929235097,2.2021594430916203,6.0666456734460725,3.8644862303544523,True,0.3629945709093498,44.85080943001528,0.5167424448840945,36.63751233137761
2b_y0.65 eq once-through h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 + Q2+,3030.936066508513,166.46656841671978,-1728.757906634722,1728.757906634722,3197.4026349252326,432.1894766586805,3253.1919509018257,2.3432220334302647,6.0666456734460725,3.723423640015808,True,0.3862467267021432,44.85080943001528,0.5167424448840945,36.63751233137761
2b_y0.65 eq once-through h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 only,3030.936066508513,166.46656841671978,-1728.757906634722,1728.757906634722,3030.936066508513,864.378953317361,2548.890721401355,1.8359251434696109,6.0666456734460725,4.230720529976462,True,0.30262607086244075,44.85080943001528,0.5167424448840945,36.63751233137761
2b_y0.65 eq once-through h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 + Q2+,3030.936066508513,166.46656841671978,-1728.757906634722,1728.757906634722,3197.4026349252326,864.378953317361,2744.733743068084,1.9769877338082555,6.0666456734460725,4.089657939637817,True,0.32587822665523425,44.85080943001528,0.5167424448840945,36.63751233137761
2b_y0.65 eq once-through h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 only,3030.936066508513,166.46656841671978,-2028.4410016189604,2028.4410016189604,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,4.873414664771885,2.3050209220582554,True,0.5270213842625787,43.22870993160377,0.4329163205665254,30.694163388819977
2b_y0.65 eq once-through h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 + Q2+,3030.936066508513,166.46656841671978,-2028.4410016189604,2028.4410016189604,3197.4026349252326,0.0,3761.650158735568,2.7094563330522745,4.873414664771885,2.1639583317196105,True,0.5559667131627304,43.22870993160377,0.4329163205665254,30.694163388819977
2b_y0.65 eq once-through h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 only,3030.936066508513,166.46656841671978,-2028.4410016189604,2028.4410016189604,3030.936066508513,507.1102504047401,2969.206842475027,2.1386721103778332,4.873414664771885,2.734742554394052,True,0.4388446823204896,43.22870993160377,0.4329163205665254,30.694163388819977
2b_y0.65 eq once-through h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 + Q2+,3030.936066508513,166.46656841671978,-2028.4410016189604,2028.4410016189604,3197.4026349252326,507.1102504047401,3165.0498641417557,2.2797347007164777,4.873414664771885,2.5936799640554073,True,0.46779001122064123,43.22870993160377,0.4329163205665254,30.694163388819977
2b_y0.65 eq once-through h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 only,3030.936066508513,166.46656841671978,-2028.4410016189604,2028.4410016189604,3030.936066508513,1014.2205008094802,2372.6065478812147,1.7089504780420368,4.873414664771885,3.164464186729848,True,0.3506679803784005,43.22870993160377,0.4329163205665254,30.694163388819977
2b_y0.65 eq once-through h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 + Q2+,3030.936066508513,166.46656841671978,-2028.4410016189604,2028.4410016189604,3197.4026349252326,1014.2205008094802,2568.449569547944,1.8500130683806815,4.873414664771885,3.0234015963912038,True,0.37961330927855225,43.22870993160377,0.4329163205665254,30.694163388819977
2b_y0.65 eq once-through h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 only,3030.936066508513,166.46656841671978,-2520.956665274142,2520.956665274142,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,2.887470593396883,0.31907685068325353,True,0.8894960691849386,39.487772930420896,0.2395928490772102,16.987352305741236
2b_y0.65 eq once-through h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 + Q2+,3030.936066508513,166.46656841671978,-2520.956665274142,2520.956665274142,3197.4026349252326,0.0,3761.650158735568,2.7094563330522745,2.887470593396883,0.17801426034460865,True,0.9383494118514333,39.487772930420896,0.2395928490772102,16.987352305741236
2b_y0.65 eq once-through h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.25,Q1 only,3030.936066508513,166.46656841671978,-2520.956665274142,2520.956665274142,3030.936066508513,630.2391663185355,2824.34929434115,2.0343335396390576,2.887470593396883,0.8531370537578256,True,0.7045382710706063,39.487772930420896,0.2395928490772102,16.987352305741236
2b_y0.65 eq once-through h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.25,Q1 + Q2+,3030.936066508513,166.46656841671978,-2520.956665274142,2520.956665274142,3197.4026349252326,630.2391663185355,3020.192316007879,2.1753961299777025,2.887470593396883,0.7120744634191807,True,0.7533916137371011,39.487772930420896,0.2395928490772102,16.987352305741236
2b_y0.65 eq once-through h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.5,Q1 only,3030.936066508513,166.46656841671978,-2520.956665274142,2520.956665274142,3030.936066508513,1260.478332637071,2082.891451613461,1.5002733365644854,2.887470593396883,1.3871972568323978,True,0.5195804729562739,39.487772930420896,0.2395928490772102,16.987352305741236
2b_y0.65 eq once-through h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.5,Q1 + Q2+,3030.936066508513,166.46656841671978,-2520.956665274142,2520.956665274142,3197.4026349252326,1260.478332637071,2278.7344732801903,1.6413359269031302,2.887470593396883,1.246134666493753,True,0.5684338156227686,39.487772930420896,0.2395928490772102,16.987352305741236
2b_y0.65 eq recycle h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.35,0.0,Q1 only,3226.425522580808,612.3895291764026,-2488.5916008039194,2488.5916008039194,3226.425522580808,0.0,3795.794732448009,2.7340501223683025,5.866818815716237,3.1327686933479346,True,0.466019184885041,54.38055927219059,0.9533185628548844,67.59115870607687
2b_y0.65 eq recycle h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.35,0.0,Q1 + Q2+,3226.425522580808,612.3895291764026,-2488.5916008039194,2488.5916008039194,3838.8150517572103,0.0,4516.253002067307,3.2529846694278417,5.866818815716237,2.6138341462883954,True,0.5544716432547114,54.38055927219059,0.9533185628548844,67.59115870607687
2b_y0.65 eq recycle h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.35,0.25,Q1 only,3226.425522580808,612.3895291764026,-2488.5916008039194,2488.5916008039194,3226.425522580808,622.1479002009798,3063.8560263292097,2.2068464008594733,5.866818815716237,3.659972414856764,True,0.3761572446975347,54.38055927219059,0.9533185628548844,67.59115870607687
2b_y0.65 eq recycle h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.35,0.25,Q1 + Q2+,3226.425522580808,612.3895291764026,-2488.5916008039194,2488.5916008039194,3838.8150517572103,622.1479002009798,3784.3142959485062,2.7257809479190125,5.866818815716237,3.1410378677972246,True,0.46460970306720506,54.38055927219059,0.9533185628548844,67.59115870607687
2b_y0.65 eq recycle h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.35,0.5,Q1 only,3226.425522580808,612.3895291764026,-2488.5916008039194,2488.5916008039194,3226.425522580808,1244.2958004019597,2331.91732021041,1.6796426793506436,5.866818815716237,4.1871761363655935,True,0.28629530451002827,54.38055927219059,0.9533185628548844,67.59115870607687
2b_y0.65 eq recycle h=0.35,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.35,0.5,Q1 + Q2+,3226.425522580808,612.3895291764026,-2488.5916008039194,2488.5916008039194,3838.8150517572103,1244.2958004019597,3052.3755898297068,2.1985772264101833,5.866818815716237,3.668241589306054,True,0.37474776287969874,54.38055927219059,0.9533185628548844,67.59115870607687
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.0,Q1 only,3714.024341485701,331.28949516084316,-2706.078878466264,2706.078878466264,3714.024341485701,0.0,4369.440401747884,3.147237905927367,5.68653095389656,2.5392930479691933,True,0.5534548095215761,54.88833925476042,0.9795597875202148,69.45168555419004
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.0,Q1 + Q2+,3714.024341485701,331.28949516084316,-2706.078878466264,2706.078878466264,4045.313836646544,0.0,4759.192748995934,3.4279702762996793,5.68653095389656,2.258560677596881,True,0.602822758566142,54.88833925476042,0.9795597875202148,69.45168555419004
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.25,Q1 only,3714.024341485701,331.28949516084316,-2706.078878466264,2706.078878466264,3714.024341485701,676.519719616566,3573.534849257806,2.5739598899752987,5.68653095389656,3.1125710639212616,True,0.4526414981020289,54.88833925476042,0.9795597875202148,69.45168555419004
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.25,Q1 + Q2+,3714.024341485701,331.28949516084316,-2706.078878466264,2706.078878466264,4045.313836646544,676.519719616566,3963.2871965058566,2.854692260347611,5.68653095389656,2.8318386935489492,True,0.5020094471465949,54.88833925476042,0.9795597875202148,69.45168555419004
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.5,Q1 only,3714.024341485701,331.28949516084316,-2706.078878466264,2706.078878466264,3714.024341485701,1353.039439233132,2777.6292967677277,2.00068187402323,5.68653095389656,3.6858490798733303,True,0.3518281866824817,54.88833925476042,0.9795597875202148,69.45168555419004
2b_y0.65 eq recycle h=0.5,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.5,Q1 + Q2+,3714.024341485701,331.28949516084316,-2706.078878466264,2706.078878466264,4045.313836646544,1353.039439233132,3167.381644015779,2.281414244395542,5.68653095389656,3.4051167095010184,True,0.4011961357270476,54.88833925476042,0.9795597875202148,69.45168555419004
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.0,Q1 only,4803.302324386958,-249.78963048635907,-3184.783553807359,3434.573184293718,4803.302324386958,0.0,5650.9439110434805,4.070284348996066,5.549328333340597,1.479043984344531,True,0.7334733330773793,55.23122362992218,0.9972796164653857,70.70803764586736
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.0,Q1 + Q2+,4803.302324386958,-249.78963048635907,-3184.783553807359,3434.573184293718,4803.302324386958,0.0,5650.9439110434805,4.070284348996066,5.549328333340597,1.479043984344531,True,0.7334733330773793,55.23122362992218,0.9972796164653857,70.70803764586736
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.25,Q1 only,4803.302324386958,-249.78963048635907,-3184.783553807359,3434.573184293718,4803.302324386958,858.6432960734295,4640.775327427681,3.3426761050523264,5.549328333340597,2.2066522282882706,True,0.6023568807362485,55.23122362992218,0.9972796164653857,70.70803764586736
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.25,Q1 + Q2+,4803.302324386958,-249.78963048635907,-3184.783553807359,3434.573184293718,4803.302324386958,858.6432960734295,4640.775327427681,3.3426761050523264,5.549328333340597,2.2066522282882706,True,0.6023568807362485,55.23122362992218,0.9972796164653857,70.70803764586736
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.5,Q1 only,4803.302324386958,-249.78963048635907,-3184.783553807359,3434.573184293718,4803.302324386958,1717.286592146859,3630.6067438118816,2.6150678611085874,5.549328333340597,2.9342604722320096,True,0.4712404283951177,55.23122362992218,0.9972796164653857,70.70803764586736
2b_y0.65 eq recycle h=0.75,2b_y0.65,0.65,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.5,Q1 + Q2+,4803.302324386958,-249.78963048635907,-3184.783553807359,3434.573184293718,4803.302324386958,1717.286592146859,3630.6067438118816,2.6150678611085874,5.549328333340597,2.9342604722320096,True,0.4712404283951177,55.23122362992218,0.9972796164653857,70.70803764586736
"2b_y0.65 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,396.17222895758664,-9.390244810432153,9.390244810432153,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,8.549566709225791,6.2378951892339725,True,0.270384640369822,31.36820759930369,1.8170366857344992e-22,1.2882956420406932e-20
"2b_y0.65 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,396.17222895758664,-9.390244810432153,9.390244810432153,3124.1529382007993,0.0,3675.474044942117,2.6473850591637995,8.549566709225791,5.902181650061992,True,0.30965137172472385,31.36820759930369,1.8170366857344992e-22,1.2882956420406932e-20
"2b_y0.65 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,396.17222895758664,-9.390244810432153,9.390244810432153,2727.980709243213,2.347561202608038,3206.6272329889466,2.3096822132657406,8.549566709225791,6.239884495960051,True,0.2701519611249275,31.36820759930369,1.8170366857344992e-22,1.2882956420406932e-20
"2b_y0.65 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,396.17222895758664,-9.390244810432153,9.390244810432153,3124.1529382007993,2.347561202608038,3672.712208233166,2.6453957524377225,8.549566709225791,5.904170956788069,True,0.30941869247982945,31.36820759930369,1.8170366857344992e-22,1.2882956420406932e-20
"2b_y0.65 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,396.17222895758664,-9.390244810432153,9.390244810432153,2727.980709243213,4.695122405216076,3203.8653962799967,2.3076929065396645,8.549566709225791,6.241873802686127,True,0.2699192818800332,31.36820759930369,1.8170366857344992e-22,1.2882956420406932e-20
"2b_y0.65 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,396.17222895758664,-9.390244810432153,9.390244810432153,3124.1529382007993,4.695122405216076,3669.950371524216,2.6434064457116455,8.549566709225791,5.9061602635141455,True,0.30918601323493505,31.36820759930369,1.8170366857344992e-22,1.2882956420406932e-20
"2b_y0.65 kin recycle phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.0,Q1 only,3130.918467842584,495.3059043294723,-40.281377395618584,40.281377395618584,3130.918467842584,0.0,3683.4334915795107,2.6531181210353822,9.569008432217194,6.915890311181812,True,0.2772615511658233,36.183067519601366,0.0134559420570747,0.9540386084540766
"2b_y0.65 kin recycle phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.0,Q1 + Q2+,3130.918467842584,495.3059043294723,-40.281377395618584,40.281377395618584,3626.2243721720565,0.0,4266.14632020242,3.0728368341636254,9.569008432217194,6.496171598053568,True,0.3211238505985548,36.183067519601366,0.0134559420570747,0.9540386084540766
"2b_y0.65 kin recycle phi=0 (1.01,1.01,1.01) bar",2b_y0.65,0.65,0.0,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.25,Q1 only,3130.918467842584,495.3059043294723,-40.281377395618584,40.281377395618584,3130.918467842584,10.070344348904646,3671.586027639623,2.644584582601992,9.569008432217194,6.924423849615202,True,0.27636976195967533,36.183067519601366,0.0134559420570747,0.9540386084540766
