case,config,y_CH4_biogas,H2_electrolysis_tpd,value_type,mode,phi,P2_bar,pressure_order,recycle,h_H2_to_CFR,heat_recovery_fraction,demand_definition,Q1_kW,Q2_kW,Q3_kW,exothermic_pool_kW,high_T_demand_kW,preheat_credit_kW,Q_fired_kW,H2_burned_tpd,H2_exportable_before_heat_tpd,H2_net_after_heat_tpd,self_sufficient_H2,H2_burned_share_of_exportable,C_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd
submitted eq once-through h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 only,3030.936066508513,-196.44509421947728,-1478.5168102374107,1674.961904456888,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,7.940370026788613,5.371976284074983,True,0.32346020828356603,36.32766463382271,0.1287771302315683,5.4086394697258715
submitted eq once-through h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1478.5168102374107,1674.961904456888,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,7.940370026788613,5.371976284074983,True,0.32346020828356603,36.32766463382271,0.1287771302315683,5.4086394697258715
submitted eq once-through h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 only,3030.936066508513,-196.44509421947728,-1478.5168102374107,1674.961904456888,3030.936066508513,418.740476114222,3073.171282816813,2.2135560308408073,7.940370026788613,5.726813995947806,True,0.2787724027183722,36.32766463382271,0.1287771302315683,5.4086394697258715
submitted eq once-through h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1478.5168102374107,1674.961904456888,3030.936066508513,418.740476114222,3073.171282816813,2.2135560308408073,7.940370026788613,5.726813995947806,True,0.2787724027183722,36.32766463382271,0.1287771302315683,5.4086394697258715
submitted eq once-through h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 only,3030.936066508513,-196.44509421947728,-1478.5168102374107,1674.961904456888,3030.936066508513,837.480952228444,2580.535428564787,1.8587183189679846,7.940370026788613,6.081651707820628,True,0.23408459715317836,36.32766463382271,0.1287771302315683,5.4086394697258715
submitted eq once-through h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1478.5168102374107,1674.961904456888,3030.936066508513,837.480952228444,2580.535428564787,1.8587183189679846,7.940370026788613,6.081651707820628,True,0.23408459715317836,36.32766463382271,0.1287771302315683,5.4086394697258715
submitted eq once-through h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 only,3030.936066508513,-196.44509421947728,-1789.745696996653,1986.1907912161303,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,6.711642224243293,4.143248481529663,True,0.3826773920451644,34.85150348488499,0.0,0.0
submitted eq once-through h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1789.745696996653,1986.1907912161303,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,6.711642224243293,4.143248481529663,True,0.3826773920451644,34.85150348488499,0.0,0.0
submitted eq once-through h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 only,3030.936066508513,-196.44509421947728,-1789.745696996653,1986.1907912161303,3030.936066508513,496.54769780403257,2981.6333749464475,2.1476227425955536,6.711642224243293,4.564019481647739,True,0.31998468792601475,34.85150348488499,0.0,0.0
submitted eq once-through h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1789.745696996653,1986.1907912161303,3030.936066508513,496.54769780403257,2981.6333749464475,2.1476227425955536,6.711642224243293,4.564019481647739,True,0.31998468792601475,34.85150348488499,0.0,0.0
submitted eq once-through h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 only,3030.936066508513,-196.44509421947728,-1789.745696996653,1986.1907912161303,3030.936066508513,993.0953956080651,2397.459612824056,1.7268517424774767,6.711642224243293,4.984790481765816,True,0.257291983806865,34.85150348488499,0.0,0.0
submitted eq once-through h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1789.745696996653,1986.1907912161303,3030.936066508513,993.0953956080651,2397.459612824056,1.7268517424774767,6.711642224243293,4.984790481765816,True,0.257291983806865,34.85150348488499,0.0,0.0
submitted eq once-through h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 only,3030.936066508513,-196.44509421947728,-1838.490196732613,2034.9352909520903,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,6.526324042338129,3.9579302996244996,True,0.39354370485616796,34.85150348488499,0.0,0.0
submitted eq once-through h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1838.490196732613,2034.9352909520903,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,6.526324042338129,3.9579302996244996,True,0.39354370485616796,34.85150348488499,0.0,0.0
submitted eq once-through h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.25,Q1 only,3030.936066508513,-196.44509421947728,-1838.490196732613,2034.9352909520903,3030.936066508513,508.7338227380226,2967.296757377047,2.1372963066887603,6.526324042338129,4.389027735649369,True,0.32748853609221795,34.85150348488499,0.0,0.0
submitted eq once-through h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.25,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1838.490196732613,2034.9352909520903,3030.936066508513,508.7338227380226,2967.296757377047,2.1372963066887603,6.526324042338129,4.389027735649369,True,0.32748853609221795,34.85150348488499,0.0,0.0
submitted eq once-through h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.5,Q1 only,3030.936066508513,-196.44509421947728,-1838.490196732613,2034.9352909520903,3030.936066508513,1017.4676454760452,2368.786377685256,1.7061988706638915,6.526324042338129,4.8201251716742375,True,0.26143336732826805,34.85150348488499,0.0,0.0
submitted eq once-through h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,False,0.75,0.5,Q1 + Q2+,3030.936066508513,-196.44509421947728,-1838.490196732613,2034.9352909520903,3030.936066508513,1017.4676454760452,2368.786377685256,1.7061988706638915,6.526324042338129,4.8201251716742375,True,0.26143336732826805,34.85150348488499,0.0,0.0
submitted eq recycle h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.35,0.0,Q1 only,4118.483245156893,-283.26231350248094,-1755.28790723315,2038.550220735631,4118.483245156893,0.0,4845.274406066933,3.4899735145245363,10.72701659575551,7.237043081230974,True,0.3253442822028873,47.35676702556496,0.9965612299098784,41.8555716562149
submitted eq recycle h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.35,0.0,Q1 + Q2+,4118.483245156893,-283.26231350248094,-1755.28790723315,2038.550220735631,4118.483245156893,0.0,4845.274406066933,3.4899735145245363,10.72701659575551,7.237043081230974,True,0.3253442822028873,47.35676702556496,0.9965612299098784,41.8555716562149
submitted eq recycle h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.35,0.25,Q1 only,4118.483245156893,-283.26231350248094,-1755.28790723315,2038.550220735631,4118.483245156893,509.63755518390775,4245.700811732923,3.0581102620297163,10.72701659575551,7.6689063337257934,True,0.2850848821507143,47.35676702556496,0.9965612299098784,41.8555716562149
submitted eq recycle h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.35,0.25,Q1 + Q2+,4118.483245156893,-283.26231350248094,-1755.28790723315,2038.550220735631,4118.483245156893,509.63755518390775,4245.700811732923,3.0581102620297163,10.72701659575551,7.6689063337257934,True,0.2850848821507143,47.35676702556496,0.9965612299098784,41.8555716562149
submitted eq recycle h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.35,0.5,Q1 only,4118.483245156893,-283.26231350248094,-1755.28790723315,2038.550220735631,4118.483245156893,1019.2751103678155,3646.1272173989146,2.626247009534897,10.72701659575551,8.100769586220613,True,0.2448254820985414,47.35676702556496,0.9965612299098784,41.8555716562149
submitted eq recycle h=0.35,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.35,0.5,Q1 + Q2+,4118.483245156893,-283.26231350248094,-1755.28790723315,2038.550220735631,4118.483245156893,1019.2751103678155,3646.1272173989146,2.626247009534897,10.72701659575551,8.100769586220613,True,0.2448254820985414,47.35676702556496,0.9965612299098784,41.8555716562149
submitted eq recycle h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.5,0.0,Q1 only,4119.210473018176,-456.4478667946131,-1588.6836224868648,2045.131489281478,4119.210473018176,0.0,4846.129968256678,3.490589762260371,10.724250934384086,7.233661172123715,True,0.325485647773202,47.36512912353921,0.9972906827542086,41.88620867567676
submitted eq recycle h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.5,0.0,Q1 + Q2+,4119.210473018176,-456.4478667946131,-1588.6836224868648,2045.131489281478,4119.210473018176,0.0,4846.129968256678,3.490589762260371,10.724250934384086,7.233661172123715,True,0.325485647773202,47.36512912353921,0.9972906827542086,41.88620867567676
submitted eq recycle h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.5,0.25,Q1 only,4119.210473018176,-456.4478667946131,-1588.6836224868648,2045.131489281478,4119.210473018176,511.2828723203695,4244.620706703303,3.0573322796843696,10.724250934384086,7.666918654699717,True,0.2850858580604406,47.36512912353921,0.9972906827542086,41.88620867567676
submitted eq recycle h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.5,0.25,Q1 + Q2+,4119.210473018176,-456.4478667946131,-1588.6836224868648,2045.131489281478,4119.210473018176,511.2828723203695,4244.620706703303,3.0573322796843696,10.724250934384086,7.666918654699717,True,0.2850858580604406,47.36512912353921,0.9972906827542086,41.88620867567676
submitted eq recycle h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.5,0.5,Q1 only,4119.210473018176,-456.4478667946131,-1588.6836224868648,2045.131489281478,4119.210473018176,1022.565744640739,3643.1114451499266,2.624074797108367,10.724250934384086,8.100176137275719,True,0.2446860683476792,47.36512912353921,0.9972906827542086,41.88620867567676
submitted eq recycle h=0.5,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.5,0.5,Q1 + Q2+,4119.210473018176,-456.4478667946131,-1588.6836224868648,2045.131489281478,4119.210473018176,1022.565744640739,3643.1114451499266,2.624074797108367,10.724250934384086,8.100176137275719,True,0.2446860683476792,47.36512912353921,0.9972906827542086,41.88620867567676
submitted eq recycle h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.75,0.0,Q1 only,4119.213556660535,-898.030615311972,-1160.3992553813491,2058.4298706933214,4119.213556660535,0.0,4846.133596071218,3.490592375317053,10.72424024265814,7.233647867341087,True,0.32548621593093524,47.36516458109097,0.9972937400817148,41.88633708343202
submitted eq recycle h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.75,0.0,Q1 + Q2+,4119.213556660535,-898.030615311972,-1160.3992553813491,2058.4298706933214,4119.213556660535,0.0,4846.133596071218,3.490592375317053,10.72424024265814,7.233647867341087,True,0.32548621593093524,47.36516458109097,0.9972937400817148,41.88633708343202
submitted eq recycle h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.75,0.25,Q1 only,4119.213556660535,-898.030615311972,-1160.3992553813491,2058.4298706933214,4119.213556660535,514.6074676733303,4240.713045867299,3.054517654200141,10.72424024265814,7.669722588458,True,0.2848236877471368,47.36516458109097,0.9972937400817148,41.88633708343202
submitted eq recycle h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.75,0.25,Q1 + Q2+,4119.213556660535,-898.030615311972,-1160.3992553813491,2058.4298706933214,4119.213556660535,514.6074676733303,4240.713045867299,3.054517654200141,10.72424024265814,7.669722588458,True,0.2848236877471368,47.36516458109097,0.9972937400817148,41.88633708343202
submitted eq recycle h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.75,0.5,Q1 only,4119.213556660535,-898.030615311972,-1160.3992553813491,2058.4298706933214,4119.213556660535,1029.2149353466607,3635.2924956633815,2.6184429330832293,10.72424024265814,8.10579730957491,True,0.24416115956333842,47.36516458109097,0.9972937400817148,41.88633708343202
submitted eq recycle h=0.75,submitted,,2.52,equilibrium,equilibrium,,1.01325,native,True,0.75,0.5,Q1 + Q2+,4119.213556660535,-898.030615311972,-1160.3992553813491,2058.4298706933214,4119.213556660535,1029.2149353466607,3635.2924956633815,2.6184429330832293,10.72424024265814,8.10579730957491,True,0.24416115956333842,47.36516458109097,0.9972937400817148,41.88633708343202
"submitted kin once-through phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,274.069072042296,-8.901866643807095,8.901866643807095,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,11.672852199513532,9.361180679521713,True,0.1980382755200274,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,274.069072042296,-8.901866643807095,8.901866643807095,3002.0497812855087,0.0,3531.8232721005984,2.5439157093308697,11.672852199513532,9.128936490182662,True,0.21793437163856902,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,274.069072042296,-8.901866643807095,8.901866643807095,2727.980709243213,2.2254666609517737,3206.7708736261893,2.309785675315065,11.672852199513532,9.363066524198466,True,0.19787671734688167,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,274.069072042296,-8.901866643807095,8.901866643807095,3002.0497812855087,2.2254666609517737,3529.2050760288903,2.5420298646541157,11.672852199513532,9.130822334859417,True,0.21777281346542324,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,274.069072042296,-8.901866643807095,8.901866643807095,2727.980709243213,4.450933321903547,3204.1526775544817,2.307899830638311,11.672852199513532,9.36495236887522,True,0.1977151591737359,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,274.069072042296,-8.901866643807095,8.901866643807095,3002.0497812855087,4.450933321903547,3526.5868799571826,2.5401440199773626,11.672852199513532,9.13270817953617,True,0.21761125529227754,31.36820759930369,0.0,0.0
"submitted kin recycle phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.0,Q1 only,3144.6459996389785,334.69849194489655,-66.21372629322758,66.21372629322758,3144.6459996389785,0.0,3699.583528987034,2.664750734193527,12.864995930195509,10.200245196001982,True,0.20713187541234077,36.28352510857235,0.0314790721646242,1.3221210309142173
"submitted kin recycle phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.0,Q1 + Q2+,3144.6459996389785,334.69849194489655,-66.21372629322758,66.21372629322758,3479.344491583875,0.0,4093.346460686912,2.948371864281308,12.864995930195509,9.9166240659142,True,0.2291778310913544,36.28352510857235,0.0314790721646242,1.3221210309142173
"submitted kin recycle phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.25,Q1 only,3144.6459996389785,334.69849194489655,-66.21372629322758,66.21372629322758,3144.6459996389785,16.553431573306895,3680.1089036066724,2.650723473591393,12.864995930195509,10.214272456604116,True,0.20604153223009297,36.28352510857235,0.0314790721646242,1.3221210309142173
"submitted kin recycle phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.25,Q1 + Q2+,3144.6459996389785,334.69849194489655,-66.21372629322758,66.21372629322758,3479.344491583875,16.553431573306895,4073.8718353065506,2.9343446036791754,12.864995930195509,9.930651326516333,True,0.22808748790910674,36.28352510857235,0.0314790721646242,1.3221210309142173
"submitted kin recycle phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.5,Q1 only,3144.6459996389785,334.69849194489655,-66.21372629322758,66.21372629322758,3144.6459996389785,33.10686314661379,3660.634278226312,2.6366962129892606,12.864995930195509,10.228299717206248,True,0.20495118904784534,36.28352510857235,0.0314790721646242,1.3221210309142173
"submitted kin recycle phi=0 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.5,Q1 + Q2+,3144.6459996389785,334.69849194489655,-66.21372629322758,66.21372629322758,3479.344491583875,33.10686314661379,4054.39720992619,2.920317343077042,12.864995930195509,9.944678587118467,True,0.22699714472685903,36.28352510857235,0.0314790721646242,1.3221210309142173
"submitted kin once-through phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,False,0.35,0.0,Q1 only,2727.980709243213,313.8029660990528,-41.89515250253819,41.89515250253819,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,11.398801018725878,9.08712949873406,True,0.2027995327047309,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,False,0.35,0.0,Q1 + Q2+,2727.980709243213,313.8029660990528,-41.89515250253819,41.89515250253819,3041.7836753422657,0.0,3578.5690298144305,2.5775859295630577,11.398801018725878,8.82121508916282,True,0.22612781162936485,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,False,0.35,0.25,Q1 only,2727.980709243213,313.8029660990528,-41.89515250253819,41.89515250253819,2727.980709243213,10.473788125634547,3197.0669660206804,2.3027961061612072,11.398801018725878,9.096004912564672,True,0.2020209057407168,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,False,0.35,0.25,Q1 + Q2+,2727.980709243213,313.8029660990528,-41.89515250253819,41.89515250253819,3041.7836753422657,10.473788125634547,3566.246926137213,2.568710515732446,11.398801018725878,8.830090502993432,True,0.22534918466535073,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,False,0.35,0.5,Q1 only,2727.980709243213,313.8029660990528,-41.89515250253819,41.89515250253819,2727.980709243213,20.947576251269094,3184.744862343463,2.293920692330596,11.398801018725878,9.104880326395282,True,0.2012422787767027,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,False,0.35,0.5,Q1 + Q2+,2727.980709243213,313.8029660990528,-41.89515250253819,41.89515250253819,3041.7836753422657,20.947576251269094,3553.924822459996,2.559835101901835,11.398801018725878,8.838965916824044,True,0.22457055770133666,31.36820759930369,0.0,0.0
"submitted kin recycle phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.0,Q1 only,3226.928388508012,342.78195660829334,-312.46611134015683,312.46611134015683,3226.928388508012,0.0,3796.3863394211908,2.7344762473912367,12.605474314387784,9.870998066996547,True,0.21692767595981122,37.58330097730895,0.144870835889116,6.0845751073428715
"submitted kin recycle phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.0,Q1 + Q2+,3226.928388508012,342.78195660829334,-312.46611134015683,312.46611134015683,3569.7103451163057,0.0,4199.659229548595,3.024947248147796,12.605474314387784,9.580527066239988,True,0.2399709184044861,37.58330097730895,0.144870835889116,6.0845751073428715
"submitted kin recycle phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.25,Q1 only,3226.928388508012,342.78195660829334,-312.46611134015683,312.46611134015683,3226.928388508012,78.11652783503921,3704.4845419682038,2.668280855310549,12.605474314387784,9.937193459077236,True,0.21167635495199058,37.58330097730895,0.144870835889116,6.0845751073428715
"submitted kin recycle phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.25,Q1 + Q2+,3226.928388508012,342.78195660829334,-312.46611134015683,312.46611134015683,3569.7103451163057,78.11652783503921,4107.757432095608,2.958751856067108,12.605474314387784,9.646722458320676,True,0.23471959739666545,37.58330097730895,0.144870835889116,6.0845751073428715
"submitted kin recycle phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.5,Q1 only,3226.928388508012,342.78195660829334,-312.46611134015683,312.46611134015683,3226.928388508012,156.23305567007841,3612.5827445152163,2.6020854632298605,12.605474314387784,10.003388851157924,True,0.20642503394416992,37.58330097730895,0.144870835889116,6.0845751073428715
"submitted kin recycle phi=0 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.5,Q1 + Q2+,3226.928388508012,342.78195660829334,-312.46611134015683,312.46611134015683,3569.7103451163057,156.23305567007841,4015.8556346426203,2.89255646398642,12.605474314387784,9.712917850401364,True,0.2294682763888448,37.58330097730895,0.144870835889116,6.0845751073428715
"submitted kin once-through phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,158.5547694116179,-8.287876351751045,8.287876351751045,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,11.36997937151106,9.058307851519242,True,0.20331360721585895,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,158.5547694116179,-8.287876351751045,8.287876351751045,2886.535478654831,0.0,3395.9240925350955,2.446029707923943,11.36997937151106,8.923949663587118,True,0.21513053172750546,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,158.5547694116179,-8.287876351751045,8.287876351751045,2727.980709243213,2.0719690879377612,3206.9514590062063,2.30991574807061,11.36997937151106,9.06006362344045,True,0.20315918548264034,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,158.5547694116179,-8.287876351751045,8.287876351751045,2886.535478654831,2.0719690879377612,3393.486481843404,2.4442739360027335,11.36997937151106,8.925705435508327,True,0.2149761099942868,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,158.5547694116179,-8.287876351751045,8.287876351751045,2727.980709243213,4.1439381758755225,3204.5138483145147,2.3081599761494007,11.36997937151106,9.06181939536166,True,0.20300476374942167,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,158.5547694116179,-8.287876351751045,8.287876351751045,2886.535478654831,4.1439381758755225,3391.0488711517123,2.4425181640815246,11.36997937151106,8.927461207429536,True,0.21482168826106815,31.36820759930369,0.0,0.0
"submitted kin recycle phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.0,Q1 only,3155.3618223353756,308.51610976449473,-66.07756295318603,66.07756295318603,3155.3618223353756,0.0,3712.190379218089,2.673831246404119,12.843014645409236,10.169183399005117,True,0.20819342811852093,36.4039532436129,0.0419851592328875,1.7633766877812778
"submitted kin recycle phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.0,Q1 + Q2+,3155.3618223353756,308.51610976449473,-66.07756295318603,66.07756295318603,3463.87793209987,0.0,4075.1505083527886,2.9352656113850584,12.843014645409236,9.907749034024178,True,0.22854958064182196,36.4039532436129,0.0419851592328875,1.7633766877812778
"submitted kin recycle phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.25,Q1 only,3155.3618223353756,308.51610976449473,-66.07756295318603,66.07756295318603,3155.3618223353756,16.519390738296508,3692.755801878917,2.6598328317643287,12.843014645409236,10.183181813644907,True,0.20710346481735828,36.4039532436129,0.0419851592328875,1.7633766877812778
"submitted kin recycle phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.25,Q1 + Q2+,3155.3618223353756,308.51610976449473,-66.07756295318603,66.07756295318603,3463.87793209987,16.519390738296508,4055.7159310136162,2.921267196745268,12.843014645409236,9.921747448663968,True,0.2274596173406593,36.4039532436129,0.0419851592328875,1.7633766877812778
"submitted kin recycle phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.5,Q1 only,3155.3618223353756,308.51610976449473,-66.07756295318603,66.07756295318603,3155.3618223353756,33.038781476593016,3673.321224539744,2.645834417124537,12.843014645409236,10.197180228284699,True,0.20601350151619552,36.4039532436129,0.0419851592328875,1.7633766877812778
"submitted kin recycle phi=0.1 (1.01,1.01,1.01) bar",submitted,,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.5,Q1 + Q2+,3155.3618223353756,308.51610976449473,-66.07756295318603,66.07756295318603,3463.87793209987,33.038781476593016,4036.2813536744434,2.907268782105477,12.843014645409236,9.935745863303758,True,0.22636965403949663,36.4039532436129,0.0419851592328875,1.7633766877812778
"submitted kin once-through phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.0,Q1 only,2727.980709243213,252.2740253926203,-40.30266159520219,40.30266159520219,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,11.25930631533742,8.947634795345602,True,0.20531207298649126,31.36820759930369,0.0,0.0
"submitted kin once-through phi=0.1 (1.01,5,5) bar n=1",submitted,,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.0,Q1 + Q2+,2727.980709243213,252.2740253926203,-40.30266159520219,40.30266159520219,2980.2547346358333,0.0,3506.182040748039,2.5254467412600055,11.25930631533742,8.733859574077416,True,0.22429860868247659,31.36820759930369,0.0,0.0
