case_id,value_type,stream,species,kmol_d,t_d
kin_tau1-taustar_phi-1_T3-800,kinetic,stage2_out,H2O,877.752918703625,15.812718830445805
kin_tau1-taustar_phi-1_T3-800,kinetic,stage2_out,CH4,568.4771764408451,9.120079341640478
kin_tau1-taustar_phi-1_T3-800,kinetic,stage2_out,CO,501.48203015878704,14.046511664747625
kin_tau1-taustar_phi-1_T3-800,kinetic,stage2_out,CO2,264.7327721092741,11.650624567757044
kin_tau1-taustar_phi-1_T3-800,kinetic,recovered_water,H2O,833.8652727684438,15.022082888923514
kin_tau1-taustar_phi-1_T3-800,kinetic,membrane_permeate,H2,3392.4871163293565,6.839254026519982
kin_tau1-taustar_phi-1_T3-800,kinetic,cfr_feed,H2,1826.7238318696534,3.6826752450492215
kin_tau1-taustar_phi-1_T3-800,kinetic,cfr_feed,CH4,568.4771764408451,9.120079341640478
kin_tau1-taustar_phi-1_T3-800,kinetic,cfr_feed,CO,501.48203015878704,14.046511664747625
kin_tau1-taustar_phi-1_T3-800,kinetic,cfr_feed,CO2,264.7327721092741,11.650624567757044
kin_tau1-taustar_phi-1_T3-800,kinetic,cfr_feed,H2O,43.88764593518124,0.7906359415222901
kin_tau1-taustar_phi-1_T3-800,kinetic,stage3_out,H2,1324.2261430761425,2.6696399044415036
kin_tau1-taustar_phi-1_T3-800,kinetic,stage3_out,CH4,723.445210969487,11.60623151958348
kin_tau1-taustar_phi-1_T3-800,kinetic,stage3_out,CO,359.3687112031897,10.065917600801344
kin_tau1-taustar_phi-1_T3-800,kinetic,stage3_out,CO2,239.50862171895952,10.54053493322969
kin_tau1-taustar_phi-1_T3-800,kinetic,stage3_out,H2O,236.4492656714069,4.259633521070396
kin_tau1-taustar_phi-1_T3-800,kinetic,stage3_out,C(s),12.369434817269676,0.14856928159022606
kin_tau1-10s_phi-0_T3-650,kinetic,stage1_out,H2,5347.089321037976,10.77973207121256
kin_tau1-10s_phi-0_T3-650,kinetic,stage1_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-650,kinetic,stage1_out,C(s),2673.544660518988,32.11194491749357
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_feed,H2,6597.089321037976,13.29973207121256
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_out,H2,5921.943030498469,11.938637149484913
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_out,CO,675.1462905395099,18.91084759801167
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_out,H2O,675.1462905395099,12.16276042406927
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-650,kinetic,stage2_out,CO2,279.2039560009708,12.287486899646723
kin_tau1-10s_phi-0_T3-650,kinetic,recovered_water,H2O,641.3889760125344,11.554622402865807
kin_tau1-10s_phi-0_T3-650,kinetic,membrane_permeate,H2,3849.262969824005,7.7601141471651935
kin_tau1-10s_phi-0_T3-650,kinetic,cfr_feed,H2,2072.680060674464,4.17852300231972
kin_tau1-10s_phi-0_T3-650,kinetic,cfr_feed,CO,675.1462905395099,18.91084759801167
kin_tau1-10s_phi-0_T3-650,kinetic,cfr_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-650,kinetic,cfr_feed,CO2,279.2039560009708,12.287486899646723
kin_tau1-10s_phi-0_T3-650,kinetic,cfr_feed,H2O,33.757314526975506,0.6081380212034637
kin_tau1-10s_phi-0_T3-650,kinetic,stage3_out,H2,2060.368402456598,4.153702699352501
kin_tau1-10s_phi-0_T3-650,kinetic,stage3_out,CO,672.2058712056983,18.82848645247161
kin_tau1-10s_phi-0_T3-650,kinetic,stage3_out,CH4,322.22746876109426,5.169495281334235
kin_tau1-10s_phi-0_T3-650,kinetic,stage3_out,CO2,278.33135594686075,12.249084643865395
kin_tau1-10s_phi-0_T3-650,kinetic,stage3_out,H2O,38.442933969005665,0.692549455451637
kin_tau1-10s_phi-0_T3-800,kinetic,stage1_out,H2,5347.089321037976,10.77973207121256
kin_tau1-10s_phi-0_T3-800,kinetic,stage1_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-800,kinetic,stage1_out,C(s),2673.544660518988,32.11194491749357
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_feed,H2,6597.089321037976,13.29973207121256
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_out,H2,5921.943030498469,11.938637149484913
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_out,CO,675.1462905395099,18.91084759801167
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_out,H2O,675.1462905395099,12.16276042406927
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-800,kinetic,stage2_out,CO2,279.2039560009708,12.287486899646723
kin_tau1-10s_phi-0_T3-800,kinetic,recovered_water,H2O,641.3889760125344,11.554622402865807
kin_tau1-10s_phi-0_T3-800,kinetic,membrane_permeate,H2,3849.262969824005,7.7601141471651935
kin_tau1-10s_phi-0_T3-800,kinetic,cfr_feed,H2,2072.680060674464,4.17852300231972
kin_tau1-10s_phi-0_T3-800,kinetic,cfr_feed,CO,675.1462905395099,18.91084759801167
kin_tau1-10s_phi-0_T3-800,kinetic,cfr_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0_T3-800,kinetic,cfr_feed,CO2,279.2039560009708,12.287486899646723
kin_tau1-10s_phi-0_T3-800,kinetic,cfr_feed,H2O,33.757314526975506,0.6081380212034637
kin_tau1-10s_phi-0_T3-800,kinetic,stage3_out,H2,1355.2104381405372,2.732104243291323
kin_tau1-10s_phi-0_T3-800,kinetic,stage3_out,CH4,546.9369625623447,8.774509690387696
kin_tau1-10s_phi-0_T3-800,kinetic,stage3_out,CO,478.38349778617146,13.399521772990662
kin_tau1-10s_phi-0_T3-800,kinetic,stage3_out,H2O,294.18191068256,5.299687120946318
kin_tau1-10s_phi-0_T3-800,kinetic,stage3_out,CO2,247.37305429984727,10.886640746681978
kin_tau1-10s_phi-0_T3-800,kinetic,stage3_out,C(s),0.07118126529049112,0.0008549581774040889
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage1_out,H2,5347.089321037976,10.77973207121256
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage1_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage1_out,C(s),2673.544660518988,32.11194491749357
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_feed,H2,6597.089321037976,13.29973207121256
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_out,H2,5760.874156755631,11.613922300019352
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_out,H2O,737.534267529722,13.286679829547943
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_out,CO,638.853370777101,17.894282915466597
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_out,CH4,367.75489774948386,5.8998918245949685
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage2_out,CO2,266.1564273870685,11.713278212877498
kin_tau1-10s_phi-0.1_T3-650,kinetic,recovered_water,H2O,700.6575541532359,12.622345838070546
kin_tau1-10s_phi-0.1_T3-650,kinetic,membrane_permeate,H2,3744.5682018911602,7.5490494950125795
kin_tau1-10s_phi-0.1_T3-650,kinetic,cfr_feed,H2,2016.3059548644706,4.064872805006773
kin_tau1-10s_phi-0.1_T3-650,kinetic,cfr_feed,CO,638.853370777101,17.894282915466597
kin_tau1-10s_phi-0.1_T3-650,kinetic,cfr_feed,CH4,367.75489774948386,5.8998918245949685
kin_tau1-10s_phi-0.1_T3-650,kinetic,cfr_feed,CO2,266.1564273870685,11.713278212877498
kin_tau1-10s_phi-0.1_T3-650,kinetic,cfr_feed,H2O,36.87671337648612,0.6643339914773975
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage3_out,H2,2004.9119897369912,4.041902571309774
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage3_out,CO,636.1111222467971,17.817472534132786
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage3_out,CH4,371.2889511639282,5.9565886435229
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage3_out,CO2,265.36462250292726,11.678431671731326
kin_tau1-10s_phi-0.1_T3-650,kinetic,stage3_out,H2O,41.202571675072285,0.7422643287264272
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage1_out,H2,5347.089321037976,10.77973207121256
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage1_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage1_out,C(s),2673.544660518988,32.11194491749357
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_feed,H2,6597.089321037976,13.29973207121256
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_out,H2,5760.874156755631,11.613922300019352
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_out,H2O,737.534267529722,13.286679829547943
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_out,CO,638.853370777101,17.894282915466597
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_out,CH4,367.75489774948386,5.8998918245949685
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage2_out,CO2,266.1564273870685,11.713278212877498
kin_tau1-10s_phi-0.1_T3-800,kinetic,recovered_water,H2O,700.6575541532359,12.622345838070546
kin_tau1-10s_phi-0.1_T3-800,kinetic,membrane_permeate,H2,3744.5682018911602,7.5490494950125795
kin_tau1-10s_phi-0.1_T3-800,kinetic,cfr_feed,H2,2016.3059548644706,4.064872805006773
kin_tau1-10s_phi-0.1_T3-800,kinetic,cfr_feed,CO,638.853370777101,17.894282915466597
kin_tau1-10s_phi-0.1_T3-800,kinetic,cfr_feed,CH4,367.75489774948386,5.8998918245949685
kin_tau1-10s_phi-0.1_T3-800,kinetic,cfr_feed,CO2,266.1564273870685,11.713278212877498
kin_tau1-10s_phi-0.1_T3-800,kinetic,cfr_feed,H2O,36.87671337648612,0.6643339914773975
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage3_out,H2,1342.196173611149,2.7058674860000766
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage3_out,CH4,582.4630744070884,9.344455102712919
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage3_out,CO,453.31035801021915,12.697223127866236
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage3_out,H2O,281.5701413146056,5.0724860957826206
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage3_out,CO2,236.5812198014488,10.411702902241961
kin_tau1-10s_phi-0.1_T3-800,kinetic,stage3_out,C(s),0.4100436948971055,0.004925034819409134
kin_tau1-10s_phi-1_T3-650,kinetic,stage1_out,H2,5347.089321037976,10.77973207121256
kin_tau1-10s_phi-1_T3-650,kinetic,stage1_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-1_T3-650,kinetic,stage1_out,C(s),2673.544660518988,32.11194491749357
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_feed,H2,6597.089321037976,13.29973207121256
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_out,H2,5282.633639716599,10.649789417668662
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_out,H2O,904.0372279023954,16.286230660661655
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_out,CH4,523.6236760826648,8.40049463539419
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_out,CO,493.6187744834115,13.826261873280357
kin_tau1-10s_phi-1_T3-650,kinetic,stage2_out,CO2,255.5222453475764,11.245278495501488
kin_tau1-10s_phi-1_T3-650,kinetic,recovered_water,H2O,858.8353665072756,15.471919127628569
kin_tau1-10s_phi-1_T3-650,kinetic,membrane_permeate,H2,3433.711865815789,6.922363121484631
kin_tau1-10s_phi-1_T3-650,kinetic,cfr_feed,H2,1848.9217739008095,3.727426296184032
kin_tau1-10s_phi-1_T3-650,kinetic,cfr_feed,CH4,523.6236760826648,8.40049463539419
kin_tau1-10s_phi-1_T3-650,kinetic,cfr_feed,CO,493.6187744834115,13.826261873280357
kin_tau1-10s_phi-1_T3-650,kinetic,cfr_feed,CO2,255.5222453475764,11.245278495501488
kin_tau1-10s_phi-1_T3-650,kinetic,cfr_feed,H2O,45.20186139511986,0.8143115330330845
kin_tau1-10s_phi-1_T3-650,kinetic,stage3_out,H2,1840.3236939618464,3.710092567027082
kin_tau1-10s_phi-1_T3-650,kinetic,stage3_out,CH4,526.2750685424955,8.443030924627255
kin_tau1-10s_phi-1_T3-650,kinetic,stage3_out,CO,491.611284583054,13.77003208117134
kin_tau1-10s_phi-1_T3-650,kinetic,stage3_out,CO2,254.87834278810146,11.216940987761559
kin_tau1-10s_phi-1_T3-650,kinetic,stage3_out,H2O,48.49715641442474,0.8736762728058617
kin_tau1-10s_phi-1_T3-800,kinetic,stage1_out,H2,5347.089321037976,10.77973207121256
kin_tau1-10s_phi-1_T3-800,kinetic,stage1_out,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-1_T3-800,kinetic,stage1_out,C(s),2673.544660518988,32.11194491749357
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_feed,H2,6597.089321037976,13.29973207121256
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_feed,CH4,318.4144493731735,5.108323011293822
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_out,H2,5282.633639716599,10.649789417668662
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_out,H2O,904.0372279023954,16.286230660661655
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_out,CH4,523.6236760826648,8.40049463539419
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_out,CO,493.6187744834115,13.826261873280357
kin_tau1-10s_phi-1_T3-800,kinetic,stage2_out,CO2,255.5222453475764,11.245278495501488
kin_tau1-10s_phi-1_T3-800,kinetic,recovered_water,H2O,858.8353665072756,15.471919127628569
kin_tau1-10s_phi-1_T3-800,kinetic,membrane_permeate,H2,3433.711865815789,6.922363121484631
kin_tau1-10s_phi-1_T3-800,kinetic,cfr_feed,H2,1848.9217739008095,3.727426296184032
kin_tau1-10s_phi-1_T3-800,kinetic,cfr_feed,CH4,523.6236760826648,8.40049463539419
kin_tau1-10s_phi-1_T3-800,kinetic,cfr_feed,CO,493.6187744834115,13.826261873280357
kin_tau1-10s_phi-1_T3-800,kinetic,cfr_feed,CO2,255.5222453475764,11.245278495501488
kin_tau1-10s_phi-1_T3-800,kinetic,cfr_feed,H2O,45.20186139511986,0.8143115330330845
kin_tau1-10s_phi-1_T3-800,kinetic,stage3_out,H2,1325.8509145778912,2.672915443789029
kin_tau1-10s_phi-1_T3-800,kinetic,stage3_out,CH4,687.9361781715345,11.036560106405927
kin_tau1-10s_phi-1_T3-800,kinetic,stage3_out,CO,352.1564062983984,9.863900940418137
kin_tau1-10s_phi-1_T3-800,kinetic,stage3_out,H2O,239.64771654030713,4.317253613473633
kin_tau1-10s_phi-1_T3-800,kinetic,stage3_out,CO2,229.0305018674899,10.079403356686363
kin_tau1-10s_phi-1_T3-800,kinetic,stage3_out,C(s),3.6416095762308744,0.04373937262010903
kin_tau1-30s_phi-0_T3-650,kinetic,stage1_out,H2,5796.755569720332,11.686259228556187
kin_tau1-30s_phi-0_T3-650,kinetic,stage1_out,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-650,kinetic,stage1_out,C(s),2898.377784860166,34.81241557395545
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_feed,H2,7046.755569720332,14.206259228556188
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_feed,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_out,H2,6358.798095383984,12.819336960294113
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_out,CO,687.9574743363471,19.26968885616108
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_out,H2O,687.9574743363471,12.393553900169294
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_out,CO2,266.3927722041328,11.723679511931682
kin_tau1-30s_phi-0_T3-650,kinetic,stage2_out,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-650,kinetic,recovered_water,H2O,653.5596006195298,11.773876205160828
kin_tau1-30s_phi-0_T3-650,kinetic,membrane_permeate,H2,4133.21876199959,8.332569024191175
kin_tau1-30s_phi-0_T3-650,kinetic,cfr_feed,H2,2225.5793333843944,4.48676793610294
kin_tau1-30s_phi-0_T3-650,kinetic,cfr_feed,CO,687.9574743363471,19.26968885616108
kin_tau1-30s_phi-0_T3-650,kinetic,cfr_feed,CO2,266.3927722041328,11.723679511931682
kin_tau1-30s_phi-0_T3-650,kinetic,cfr_feed,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-650,kinetic,cfr_feed,H2O,34.397873716817344,0.6196776950084645
kin_tau1-30s_phi-0_T3-650,kinetic,stage3_out,H2,2210.997783251214,4.457371531034448
kin_tau1-30s_phi-0_T3-650,kinetic,stage3_out,CO,684.6923550202068,19.17823286411599
kin_tau1-30s_phi-0_T3-650,kinetic,stage3_out,CO2,265.1962241579437,11.671020628966945
kin_tau1-30s_phi-0_T3-650,kinetic,stage3_out,CH4,98.04299239431833,1.572903726982049
kin_tau1-30s_phi-0_T3-650,kinetic,stage3_out,H2O,40.05608912533507,0.7216104455929113
kin_tau1-30s_phi-0_T3-800,kinetic,stage1_out,H2,5796.755569720332,11.686259228556187
kin_tau1-30s_phi-0_T3-800,kinetic,stage1_out,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-800,kinetic,stage1_out,C(s),2898.377784860166,34.81241557395545
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_feed,H2,7046.755569720332,14.206259228556188
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_feed,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_out,H2,6358.798095383984,12.819336960294113
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_out,CO,687.9574743363471,19.26968885616108
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_out,H2O,687.9574743363471,12.393553900169294
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_out,CO2,266.3927722041328,11.723679511931682
kin_tau1-30s_phi-0_T3-800,kinetic,stage2_out,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-800,kinetic,recovered_water,H2O,653.5596006195298,11.773876205160828
kin_tau1-30s_phi-0_T3-800,kinetic,membrane_permeate,H2,4133.21876199959,8.332569024191175
kin_tau1-30s_phi-0_T3-800,kinetic,cfr_feed,H2,2225.5793333843944,4.48676793610294
kin_tau1-30s_phi-0_T3-800,kinetic,cfr_feed,CO,687.9574743363471,19.26968885616108
kin_tau1-30s_phi-0_T3-800,kinetic,cfr_feed,CO2,266.3927722041328,11.723679511931682
kin_tau1-30s_phi-0_T3-800,kinetic,cfr_feed,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0_T3-800,kinetic,cfr_feed,H2O,34.397873716817344,0.6196776950084645
kin_tau1-30s_phi-0_T3-800,kinetic,stage3_out,H2,1421.3833140858317,2.8655087611970367
kin_tau1-30s_phi-0_T3-800,kinetic,stage3_out,CO,475.84747859982036,13.328487875580969
kin_tau1-30s_phi-0_T3-800,kinetic,stage3_out,CH4,347.6578287907613,5.577474547290183
kin_tau1-30s_phi-0_T3-800,kinetic,stage3_out,H2O,330.4408854978352,5.952892552243501
kin_tau1-30s_phi-0_T3-800,kinetic,stage3_out,CO2,224.42626418188598,9.876775460380621
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage1_out,H2,5796.755569720332,11.686259228556187
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage1_out,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage1_out,C(s),2898.377784860166,34.81241557395545
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_feed,H2,7046.755569720332,14.206259228556188
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_feed,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_out,H2,6160.54844200044,12.419665659072887
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_out,H2O,765.2411559496123,13.785819424432265
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_out,CO,644.2751841793321,18.04614790886309
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_out,CO2,249.5920764760085,10.984297693632657
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage2_out,CH4,154.06431091712923,2.471653740043504
kin_tau1-30s_phi-0.1_T3-650,kinetic,recovered_water,H2O,726.9790981521317,13.096528453210652
kin_tau1-30s_phi-0.1_T3-650,kinetic,membrane_permeate,H2,4004.3564873002865,8.072782678397378
kin_tau1-30s_phi-0.1_T3-650,kinetic,cfr_feed,H2,2156.191954700154,4.3468829806755105
kin_tau1-30s_phi-0.1_T3-650,kinetic,cfr_feed,CO,644.2751841793321,18.04614790886309
kin_tau1-30s_phi-0.1_T3-650,kinetic,cfr_feed,CO2,249.5920764760085,10.984297693632657
kin_tau1-30s_phi-0.1_T3-650,kinetic,cfr_feed,CH4,154.06431091712923,2.471653740043504
kin_tau1-30s_phi-0.1_T3-650,kinetic,cfr_feed,H2O,38.26205779748068,0.6892909712216144
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage3_out,H2,2142.8875796472976,4.320061360568952
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage3_out,CO,641.2628444553048,17.961772273193088
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage3_out,CO2,248.525237505816,10.937347177393455
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage3_out,CH4,158.14348961134786,2.5370960038348533
kin_tau1-30s_phi-0.1_T3-650,kinetic,stage3_out,H2O,43.4080754618918,0.7819964794459807
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage1_out,H2,5796.755569720332,11.686259228556187
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage1_out,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage1_out,C(s),2898.377784860166,34.81241557395545
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_feed,H2,7046.755569720332,14.206259228556188
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_feed,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_out,H2,6160.54844200044,12.419665659072887
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_out,H2O,765.2411559496123,13.785819424432265
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_out,CO,644.2751841793321,18.04614790886309
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_out,CO2,249.5920764760085,10.984297693632657
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage2_out,CH4,154.06431091712923,2.471653740043504
kin_tau1-30s_phi-0.1_T3-800,kinetic,recovered_water,H2O,726.9790981521317,13.096528453210652
kin_tau1-30s_phi-0.1_T3-800,kinetic,membrane_permeate,H2,4004.3564873002865,8.072782678397378
kin_tau1-30s_phi-0.1_T3-800,kinetic,cfr_feed,H2,2156.191954700154,4.3468829806755105
kin_tau1-30s_phi-0.1_T3-800,kinetic,cfr_feed,CO,644.2751841793321,18.04614790886309
kin_tau1-30s_phi-0.1_T3-800,kinetic,cfr_feed,CO2,249.5920764760085,10.984297693632657
kin_tau1-30s_phi-0.1_T3-800,kinetic,cfr_feed,CH4,154.06431091712923,2.471653740043504
kin_tau1-30s_phi-0.1_T3-800,kinetic,cfr_feed,H2O,38.26205779748068,0.6892909712216144
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage3_out,H2,1414.1405092180466,2.850907266583582
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage3_out,CO,447.8624742239315,12.544627903012321
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage3_out,CH4,388.63533201061983,6.234876631446374
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage3_out,H2O,311.17146109260506,5.605753871583281
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage3_out,CO2,211.34372980614617,9.301026205038687
kin_tau1-30s_phi-0.1_T3-800,kinetic,stage3_out,C(s),0.09003553177110885,0.0010814167721027884
kin_tau1-30s_phi-1_T3-650,kinetic,stage1_out,H2,5796.755569720332,11.686259228556187
kin_tau1-30s_phi-1_T3-650,kinetic,stage1_out,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-1_T3-650,kinetic,stage1_out,C(s),2898.377784860166,34.81241557395545
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_feed,H2,7046.755569720332,14.206259228556188
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_feed,CO2,954.3502465404804,42.0
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_feed,CH4,93.58132503198898,1.5013251974881991
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_out,H2,5493.507089498614,11.074910292429205
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_out,H2O,1007.0922350238272,18.142766613954247
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_out,CO,460.93598982594193,12.910817075024632
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_out,CH4,366.6594476309316,5.882317518343035
kin_tau1-30s_phi-1_T3-650,kinetic,stage2_out,CO2,220.3361341155958,9.696772926293255
kin_tau1-30s_phi-1_T3-650,kinetic,recovered_water,H2O,956.7376232726358,17.235628283256535
kin_tau1-30s_phi-1_T3-650,kinetic,membrane_permeate,H2,3570.779608174099,7.1986916900789835
kin_tau1-30s_phi-1_T3-650,kinetic,cfr_feed,H2,1922.7274813245147,3.876218602350222
kin_tau1-30s_phi-1_T3-650,kinetic,cfr_feed,CO,460.93598982594193,12.910817075024632
kin_tau1-30s_phi-1_T3-650,kinetic,cfr_feed,CH4,366.6594476309316,5.882317518343035
kin_tau1-30s_phi-1_T3-650,kinetic,cfr_feed,CO2,220.3361341155958,9.696772926293255
kin_tau1-30s_phi-1_T3-650,kinetic,cfr_feed,H2O,50.35461175119144,0.9071383306977139
