case,value_type,stream,species,kmol_d,t_d
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 inlet (membrane retentate),CO,28728.15737262773,804.6756880073027
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 inlet (membrane retentate),H2,4219.999858746975,8.507519715233903
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 inlet (membrane retentate),H2O,76.18039709977188,1.3723898537523906
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 inlet (membrane retentate),other,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 inlet (membrane retentate),total,43522.66591974783,1262.8860823639902
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 outlet gas,CH4,505.54833360381184,8.110511916005953
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 outlet gas,CO2,10008.755015758512,440.4752994885163
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 outlet gas,CO,28692.766617818528,803.6843929650969
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 outlet gas,H2,4152.521500796987,8.371483345606727
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 outlet gas,H2O,111.63989539042447,2.0111927154584968
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 outlet gas,other,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 outlet gas,total,43471.231363368264,1262.6528804306845
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 condensed water,CH4,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 condensed water,CO2,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 condensed water,CO,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 condensed water,H2,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 condensed water,H2O,106.05790062090324,1.9106330796855717
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 condensed water,other,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 condensed water,total,106.05790062090324,1.9106330796855717
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 dry gas,CH4,505.54833360381184,8.110511916005953
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 dry gas,CO2,10008.755015758512,440.4752994885163
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 dry gas,CO,28692.766617818528,803.6843929650969
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 dry gas,H2,4152.521500796987,8.371483345606727
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 dry gas,H2O,5.581994769521231,0.10055963577292498
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 dry gas,other,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 dry gas,total,43365.17346274736,1260.742247350999
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,purge,CH4,1.2638708360834927,0.020276279823287474
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,purge,CO2,500.4377462585436,22.023764775092243
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,purge,CO,1434.6383170303652,40.18421926002053
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,purge,H2,207.62607500148874,0.41857416720300133
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,purge,H2O,0.2790997384440132,0.005027981788068897
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,purge,other,0.0,0.0
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,purge,total,2144.245108864925,62.651862463927124
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S1 solid carbon,C(s),3030.8425186724485,36.40344949177478
"X4 kinetic design case (2b, y=0.60, h=0.50, tau1*=8.9 s, phi=1, 1 atm)",kinetic,S3 solid carbon,C(s),19.415696720276664,0.233201933307243
