case,y_CH4_biogas,raw_biogas_Nm3_d,Q_H_min_kW,Q_C_min_kW,Q3_kW,plateau_650K_kW,H2_exportable_tpd,H2_fired_tpd,H2_after_heat_tpd,aux_excl_upgrading_kW,upgrading_membrane_el_kW,upgrading_amine_el_kW,upgrading_amine_heat_kW,CO2_carbon_fixed_fraction,C_total_tpd,option,power_source,reboiler,heat_to_amine_kW,heat_available_at_reboiler_kW,heat_to_power_kW,bottoming_power_kW,electricity_demand_kW,residual_electricity_kW,H2_net_final_tpd,heat_shortfall_kW
2b_y0.60 eq recycle h=0.5,0.6,111769.61914853833,4163.551402335632,5078.175122294535,-3170.825900152088,3170.825900152088,4.432782518821553,3.5281842262571557,0.9045982925643976,980.476735162334,1164.2668661306077,605.418770387916,2561.387105487337,0.9481214692784142,58.648211192612344,"(iii) amine upgrading, reboiler 120 C (base), bottoming eta 0.25 on remaining heat",H2 engine 0.40,120 C (base),2561.387105487337,3362.8006693393227,801.4135638519856,200.3533909629964,1585.89550555025,1385.5421145872535,-1.5903755032109688,0.0
2b_y0.60 eq recycle h=0.5,0.6,111769.61914853833,4163.551402335632,5078.175122294535,-3170.825900152088,3170.825900152088,4.432782518821553,3.5281842262571557,0.9045982925643976,980.476735162334,1164.2668661306077,605.418770387916,2561.387105487337,0.9481214692784142,58.648211192612344,"(ii) amine upgrading, reboiler 160 C (conservative), no bottoming",H2 engine 0.40,160 C (conservative),2561.387105487337,3335.643435358526,0.0,0.0,1585.89550555025,1585.89550555025,-1.9511559191107222,0.0
2b_y0.60 eq recycle h=0.5,0.6,111769.61914853833,4163.551402335632,5078.175122294535,-3170.825900152088,3170.825900152088,4.432782518821553,3.5281842262571557,0.9045982925643976,980.476735162334,1164.2668661306077,605.418770387916,2561.387105487337,0.9481214692784142,58.648211192612344,"(iii) amine upgrading, reboiler 160 C (conservative), bottoming eta 0.20 on remaining heat",H2 engine 0.40,160 C (conservative),2561.387105487337,3335.643435358526,774.2563298711889,154.85126597423778,1585.89550555025,1431.0442395760122,-1.672312102830582,0.0
2b_y0.60 eq recycle h=0.5,0.6,111769.61914853833,4163.551402335632,5078.175122294535,-3170.825900152088,3170.825900152088,4.432782518821553,3.5281842262571557,0.9045982925643976,980.476735162334,1164.2668661306077,605.418770387916,2561.387105487337,0.9481214692784142,58.648211192612344,"(iii) amine upgrading, reboiler 160 C (conservative), bottoming eta 0.25 on remaining heat",H2 engine 0.40,160 C (conservative),2561.387105487337,3335.643435358526,774.2563298711889,193.56408246779722,1585.89550555025,1392.3314230824526,-1.602601148760547,0.0
2b_y0.60 eq recycle h=0.5,0.6,111769.61914853833,4163.551402335632,5078.175122294535,-3170.825900152088,3170.825900152088,4.432782518821553,3.5281842262571557,0.9045982925643976,980.476735162334,1164.2668661306077,605.418770387916,2561.387105487337,0.9481214692784142,58.648211192612344,"(ii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), no bottoming",H2 engine 0.40,"90 C (vacuum option, +0.05 kWh/Nm3)",2561.387105487337,3383.8105971336627,0.0,0.0,1818.7488787763714,1818.7488787763714,-2.3704597124350704,0.0
2b_y0.60 eq recycle h=0.5,0.6,111769.61914853833,4163.551402335632,5078.175122294535,-3170.825900152088,3170.825900152088,4.432782518821553,3.5281842262571557,0.9045982925643976,980.476735162334,1164.2668661306077,605.418770387916,2561.387105487337,0.9481214692784142,58.648211192612344,"(iii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), bottoming eta 0.20 on remaining heat",H2 engine 0.40,"90 C (vacuum option, +0.05 kWh/Nm3)",2561.387105487337,3383.8105971336627,822.4234916463256,164.48469832926514,1818.7488787763714,1654.2641804471064,-2.0742687790690475,0.0
2b_y0.60 eq recycle h=0.5,0.6,111769.61914853833,4163.551402335632,5078.175122294535,-3170.825900152088,3170.825900152088,4.432782518821553,3.5281842262571557,0.9045982925643976,980.476735162334,1164.2668661306077,605.418770387916,2561.387105487337,0.9481214692784142,58.648211192612344,"(iii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), bottoming eta 0.25 on remaining heat",H2 engine 0.40,"90 C (vacuum option, +0.05 kWh/Nm3)",2561.387105487337,3383.8105971336627,822.4234916463256,205.6058729115814,1818.7488787763714,1613.14300586479,-2.0002210457275407,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,ref: upgrading outside boundary,fuel cell 0.50,,0.0,,0.0,0.0,773.1285333422987,773.1285333422987,1.1238448354476442,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"ref: upgrading outside boundary, bottoming eta 0.20",fuel cell 0.50,,0.0,,2706.0788761533095,541.215775230662,773.1285333422987,231.91275811163678,1.9035074168123434,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"ref: upgrading outside boundary, bottoming eta 0.25",fuel cell 0.50,,0.0,,2706.0788761533095,676.5197190383274,773.1285333422987,96.60881430397137,2.098423062153518,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(i) membrane upgrading , no bottoming",fuel cell 0.50,,0.0,,0.0,0.0,1847.8364097705517,1847.8364097705517,-0.42435378605764207,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(i) membrane upgrading, all plateau to power eta 0.20",fuel cell 0.50,,0.0,,2706.0788761533095,541.215775230662,1847.8364097705517,1306.6206345398896,0.3553087953070573,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(i) membrane upgrading, all plateau to power eta 0.25",fuel cell 0.50,,0.0,,2706.0788761533095,676.5197190383274,1847.8364097705517,1171.3166907322243,0.5502244406482317,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(ii) amine upgrading, reboiler 120 C (base), no bottoming",fuel cell 0.50,120 C (base),2364.3573281421573,2959.3090137512145,0.0,0.0,1331.9766290849902,1331.9766290849902,0.3187815522648956,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 120 C (base), bottoming eta 0.20 on remaining heat",fuel cell 0.50,120 C (base),2364.3573281421573,2959.3090137512145,594.9516856090572,118.99033712181145,1331.9766290849902,1212.9862919631787,0.4901962035808305,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 120 C (base), bottoming eta 0.25 on remaining heat",fuel cell 0.50,120 C (base),2364.3573281421573,2959.3090137512145,594.9516856090572,148.7379214022643,1331.9766290849902,1183.2387076827258,0.533049866409814,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(ii) amine upgrading, reboiler 160 C (conservative), no bottoming",fuel cell 0.50,160 C (conservative),2364.3573281421573,2930.043307314738,0.0,0.0,1331.9766290849902,1331.9766290849902,0.3187815522648956,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 160 C (conservative), bottoming eta 0.20 on remaining heat",fuel cell 0.50,160 C (conservative),2364.3573281421573,2930.043307314738,565.6859791725806,113.13719583451612,1331.9766290849902,1218.839433250474,0.4817643073686402,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 160 C (conservative), bottoming eta 0.25 on remaining heat",fuel cell 0.50,160 C (conservative),2364.3573281421573,2930.043307314738,565.6859791725806,141.42149479314514,1331.9766290849902,1190.5551342918452,0.522509996144576,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(ii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), no bottoming",fuel cell 0.50,"90 C (vacuum option, +0.05 kWh/Nm3)",2364.3573281421573,2981.8860615937065,0.0,0.0,1546.918204370641,1546.918204370641,0.009141827963838,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), bottoming eta 0.20 on remaining heat",fuel cell 0.50,"90 C (vacuum option, +0.05 kWh/Nm3)",2364.3573281421573,2981.8860615937065,617.5287334515492,123.50574669030985,1546.918204370641,1423.412457680331,0.18706127097508896,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), bottoming eta 0.25 on remaining heat",fuel cell 0.50,"90 C (vacuum option, +0.05 kWh/Nm3)",2364.3573281421573,2981.8860615937065,617.5287334515492,154.3821833628873,1546.918204370641,1392.5360210077538,0.23154113172790147,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,ref: upgrading outside boundary,H2 engine 0.40,,0.0,,0.0,0.0,773.1285333422987,773.1285333422987,0.845407188385592,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"ref: upgrading outside boundary, bottoming eta 0.20",H2 engine 0.40,,0.0,,2706.0788761533095,541.215775230662,773.1285333422987,231.91275811163678,1.8199854150914658,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"ref: upgrading outside boundary, bottoming eta 0.25",H2 engine 0.40,,0.0,,2706.0788761533095,676.5197190383274,773.1285333422987,96.60881430397137,2.0636299717679343,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(i) membrane upgrading , no bottoming",H2 engine 0.40,,0.0,,0.0,0.0,1847.8364097705517,1847.8364097705517,-1.0898410884960157,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(i) membrane upgrading, all plateau to power eta 0.20",H2 engine 0.40,,0.0,,2706.0788761533095,541.215775230662,1847.8364097705517,1306.6206345398896,-0.11526286179014189,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(i) membrane upgrading, all plateau to power eta 0.25",H2 engine 0.40,,0.0,,2706.0788761533095,676.5197190383274,1847.8364097705517,1171.3166907322243,0.12838169488632634,
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(ii) amine upgrading, reboiler 120 C (base), no bottoming",H2 engine 0.40,120 C (base),2364.3573281421573,2959.3090137512145,0.0,0.0,1331.9766290849902,1331.9766290849902,-0.16092191559284386,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 120 C (base), bottoming eta 0.20 on remaining heat",H2 engine 0.40,120 C (base),2364.3573281421573,2959.3090137512145,594.9516856090572,118.99033712181145,1331.9766290849902,1212.9862919631787,0.05334639855207479,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 120 C (base), bottoming eta 0.25 on remaining heat",H2 engine 0.40,120 C (base),2364.3573281421573,2959.3090137512145,594.9516856090572,148.7379214022643,1331.9766290849902,1183.2387076827258,0.10691347708830445,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(ii) amine upgrading, reboiler 160 C (conservative), no bottoming",H2 engine 0.40,160 C (conservative),2364.3573281421573,2930.043307314738,0.0,0.0,1331.9766290849902,1331.9766290849902,-0.16092191559284386,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 160 C (conservative), bottoming eta 0.20 on remaining heat",H2 engine 0.40,160 C (conservative),2364.3573281421573,2930.043307314738,565.6859791725806,113.13719583451612,1331.9766290849902,1218.839433250474,0.042806528286837064,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 160 C (conservative), bottoming eta 0.25 on remaining heat",H2 engine 0.40,160 C (conservative),2364.3573281421573,2930.043307314738,565.6859791725806,141.42149479314514,1331.9766290849902,1190.5551342918452,0.09373863925675696,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(ii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), no bottoming",H2 engine 0.40,"90 C (vacuum option, +0.05 kWh/Nm3)",2364.3573281421573,2981.8860615937065,0.0,0.0,1546.918204370641,1546.918204370641,-0.5479715709691657,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), bottoming eta 0.20 on remaining heat",H2 engine 0.40,"90 C (vacuum option, +0.05 kWh/Nm3)",2364.3573281421573,2981.8860615937065,617.5287334515492,123.50574669030985,1546.918204370641,1423.412457680331,-0.3255722672051018,0.0
2b_y0.65 eq recycle h=0.5,0.65,103171.9561371123,4070.03141494089,4382.094068372665,-2706.0788761533095,2706.0788761533095,5.686531020001953,3.4489355963060997,2.2375954236958537,773.1285333422987,1074.707876428253,558.8480957426916,2364.3573281421573,0.97955978731325,54.8883392643975,"(iii) amine upgrading, reboiler 90 C (vacuum option, +0.05 kWh/Nm3), bottoming eta 0.25 on remaining heat",H2 engine 0.40,"90 C (vacuum option, +0.05 kWh/Nm3)",2364.3573281421573,2981.8860615937065,617.5287334515492,154.3821833628873,1546.918204370641,1392.5360210077538,-0.2699724412640867,0.0
