config,scenario,gate_share,carbon_revenue,gate_revenue,water_revenue,H2_export_tpd,H2_revenue,credit_revenue,electricity_cost,dac_opex,grid_kW,yield_basis,credits,purchased_MUSD,FCI_MUSD,C_tpd,water_tpd,CO2_fixed_tpd,aux_kW,H2_fired_tpd,fixed_OM,catalyst_membrane_replacement,annual_cash_flow,NPV_MUSD,IRR,discounted_payback_y,simple_payback_y
X4-PVaux,Opportunity,0.5,13547736.837894486,3300000.0,33701.8600579209,0.9045981742519329,1492586.987515689,0.0,0.0,0.0,0.0,equilibrium,False,18.55693297720773,67.36166670726405,58.64821141945664,68.08456577357758,83.2280809337009,980.476735162334,3.5281842262571557,2694466.668290562,569729.3834488614,15109829.633728668,80.98886793812959,0.22011291892250057,5.738571592237904,4.458135421785106
X4-PVaux,Opportunity,0.5,13547736.837894486,3300000.0,33701.8600579209,0.9045981742519329,1492586.987515689,1098610.668324852,0.0,0.0,0.0,equilibrium,True,18.55693297720773,67.36166670726405,58.64821141945664,68.08456577357758,83.2280809337009,980.476735162334,3.5281842262571557,2694466.668290562,569729.3834488614,16208440.302053519,91.77518942313935,0.23721049838803793,5.259060811478377,4.155962291987447
X4-PVaux,Opportunity,1.0,13547736.837894486,6600000.0,33701.8600579209,0.9045981742519329,1492586.987515689,0.0,0.0,0.0,0.0,equilibrium,False,18.55693297720773,67.36166670726405,58.64821141945664,68.08456577357758,83.2280809337009,980.476735162334,3.5281842262571557,2694466.668290562,569729.3834488614,18409829.633728668,113.38875438271226,0.2710417831782548,4.509678460407678,3.6590054360878317
X4-PVaux,Opportunity,1.0,13547736.837894486,6600000.0,33701.8600579209,0.9045981742519329,1492586.987515689,1098610.668324852,0.0,0.0,0.0,equilibrium,True,18.55693297720773,67.36166670726405,58.64821141945664,68.08456577357758,83.2280809337009,980.476735162334,3.5281842262571557,2694466.668290562,569729.3834488614,19508440.30205352,124.17507586772201,0.2877663863584039,4.206915254548854,3.4529498855002445
X4-PVaux,Conservative,0.0,2176217.094649872,0.0,2770.617989797118,5.77962140776098,3814550.129122247,0.0,0.0,0.0,0.0,kinetic,False,18.55693297720773,67.36166670726405,36.63665142508202,27.98604030098099,2.6159962923468236,882.4290616461005,3.1464724746759236,2694466.668290562,569729.3834488614,2729341.7900224924,-40.5645866875117,1.0000000000000002e-06,,24.680553734059423
X4-PVaux,Conservative,0.5,2176217.094649872,1056000.0,2770.617989797118,5.77962140776098,3814550.129122247,0.0,0.0,0.0,0.0,kinetic,False,18.55693297720773,67.36166670726405,36.63665142508202,27.98604030098099,2.6159962923468236,882.4290616461005,3.1464724746759236,2694466.668290562,569729.3834488614,3785341.7900224924,-30.19662302524525,0.011390487625000476,,17.79539878930293
X4-PVaux,Conservative,1.0,2176217.094649872,2112000.0,2770.617989797118,5.77962140776098,3814550.129122247,0.0,0.0,0.0,0.0,kinetic,False,18.55693297720773,67.36166670726405,36.63665142508202,27.98604030098099,2.6159962923468236,882.4290616461005,3.1464724746759236,2694466.668290562,569729.3834488614,4841341.790022492,-19.828659362978794,0.03735833332203335,,13.913842407509737
X4-PVaux,Base,0.0,4231533.239596973,0.0,6926.5449744927955,5.77962140776098,5721825.193683371,0.0,0.0,0.0,0.0,kinetic,False,18.55693297720773,67.36166670726405,36.63665142508202,27.98604030098099,2.6159962923468236,882.4290616461005,3.1464724746759236,2694466.668290562,569729.3834488614,6696088.9265154125,-1.618478573346831,0.076754861087382,21.23403932466641,10.05985246709059
X4-PVaux,Base,0.5,4231533.239596973,1980000.0,6926.5449744927955,5.77962140776098,5721825.193683371,0.0,0.0,0.0,0.0,kinetic,False,18.55693297720773,67.36166670726405,36.63665142508202,27.98604030098099,2.6159962923468236,882.4290616461005,3.1464724746759236,2694466.668290562,569729.3834488614,8676088.926515412,17.82145329340276,0.11390742578131216,12.620022613734823,7.764059045245241
X4-PVaux,Base,1.0,4231533.239596973,3960000.0,6926.5449744927955,5.77962140776098,5721825.193683371,0.0,0.0,0.0,0.0,kinetic,False,18.55693297720773,67.36166670726405,36.63665142508202,27.98604030098099,2.6159962923468236,882.4290616461005,3.1464724746759236,2694466.668290562,569729.3834488614,10656088.926515412,37.26138516015236,0.14822297996333833,9.16091993735745,6.321424977943725
