water_remove_frac,h2_to_cfr_frac,T_cfr_K,C_stage3_tpd,Recovered_water_tpd,Q3_kW,converged
0.85,0.35,675.0,0.0,9.274468826757435,-11.190381115562651,1
0.85,0.35,700.0,0.0,9.274468826757435,-25.864565970027005,1
0.85,0.35,725.0,0.0,9.274468826757435,-68.02387269564946,1
0.85,0.35,750.0,0.1574962595652419,9.274468826757435,-119.12524799037334,1
0.85,0.4,575.0,0.0,9.274468826757435,-0.3042016487298188,1
0.85,0.4,600.0,0.0,9.274468826757435,-0.8377774733048898,1
0.85,0.4,625.0,0.0,9.274468826757435,-2.147781318231865,1
0.85,0.4,650.0,0.0,9.274468826757435,-5.18308776546125,1
0.85,0.4,675.0,0.0,9.274468826757435,-11.923287214818178,1
0.85,0.4,700.0,0.0,9.274468826757435,-26.675309842840477,1
0.85,0.4,725.0,0.0,9.274468826757435,-61.50359654111862,1
0.85,0.4,750.0,0.00019714245760712014,9.274468826757435,-130.27148021692346,1
0.885,0.15,575.0,0.0,9.656358719623917,-0.15401564180939287,1
0.885,0.15,600.0,0.0,9.656358719623917,-0.44994728989848387,1
0.885,0.15,625.0,0.0,9.656358719623917,-1.279612002913157,1
0.885,0.15,650.0,0.0,9.656358719623917,-4.038179994631166,1
0.885,0.15,675.0,0.0040420067934715444,9.656358719623917,-9.0363502461995,1
0.885,0.15,700.0,0.112090430757188,9.656358719623917,-10.41881192238172,1
0.885,0.15,725.0,0.4246452872078786,9.656358719623917,-4.533668747526452,1
0.885,0.15,750.0,1.1721239076519432,9.656358719623917,18.838630959591338,1
0.885,0.2,575.0,0.0,9.656358719623917,-0.18673377999623617,1
0.885,0.2,600.0,0.0,9.656358719623917,-0.5314536074850295,1
0.885,0.2,625.0,0.0,9.656358719623917,-1.4306130132272508,1
0.885,0.2,650.0,0.0,9.656358719623917,-3.7787171504705923,1
0.885,0.2,675.0,0.0,9.656358719623917,-11.175712517696663,1
0.885,0.2,700.0,0.014266596630504252,9.656358719623917,-23.244235091698258,1
0.885,0.2,725.0,0.28051926355459234,9.656358719623917,-25.467023499342247,1
0.885,0.2,750.0,0.9716079548471103,9.656358719623917,-13.465274332349212,1
0.885,0.25,575.0,0.0,9.656358719623917,-0.2181534597100152,1
0.885,0.25,600.0,0.0,9.656358719623917,-0.6127563500891792,1
0.885,0.25,625.0,0.0,9.656358719623917,-1.6135602839667709,1
0.885,0.25,650.0,1.758017559652658e-21,9.656358719623917,-4.065399115164368,1
0.885,0.25,675.0,0.0,9.656358719623917,-10.231409893496126,1
0.885,0.25,700.0,1.1825873946289058e-05,9.656358719623917,-20.902380975189207,1
0.885,0.25,725.0,0.10535975408212253,9.656358719623917,-48.115914029681946,1
0.885,0.25,750.0,0.7297966621465911,9.656358719623917,-47.66374611456023,1
0.885,0.30000000000000004,575.0,0.0,9.656358719623917,-0.24844789182592322,1
0.885,0.30000000000000004,600.0,0.0,9.656358719623917,-0.6919354990337513,1
0.885,0.30000000000000004,625.0,0.0,9.656358719623917,-1.7996357591689074,1
0.885,0.30000000000000004,650.0,0.0,9.656358719623917,-4.436812844503543,1
0.885,0.30000000000000004,675.0,0.0,9.656358719623917,-10.612689207867515,1
0.885,0.30000000000000004,700.0,0.0,9.656358719623917,-26.25077559550144,1
0.885,0.30000000000000004,725.0,3.0123839439843008e-05,9.656358719623917,-56.6028824855808,1
0.885,0.30000000000000004,750.0,0.4549659809839878,9.656358719623917,-83.41015411300059,1
0.885,0.35,575.0,0.0,9.656358719623917,-0.27783175500022045,1
0.885,0.35,600.0,0.0,9.656358719623917,-0.7689114673801705,1
0.885,0.35,625.0,8.79008779826329e-22,9.656358719623917,-1.9832618293285371,1
0.885,0.35,650.0,0.0,9.656358719623917,-4.827307910154131,1
0.885,0.35,675.0,0.0,9.656358719623917,-11.266721063972756,1
0.885,0.35,700.0,0.0,9.656358719623917,-26.029297256884046,1
